Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
LB_FreeAcc_Y_spec_power,0.084329,Negligible,0.101071,Negligible,0.021141,Negligible
LB_FreeAcc_Z_mean,-0.065218,Negligible,-0.156344,Negligible,-0.068153,Negligible
LB_FreeAcc_Z_std,0.369142,Small,0.708120,Medium,0.457097,Small
LB_FreeAcc_Z_rms,0.205288,Small,0.546050,Medium,0.417393,Small
LB_FreeAcc_Z_dom_freq,0.023876,Negligible,0.560158,Medium,0.566559,Medium
LB_FreeAcc_Z_spec_centroid,0.426025,Small,-0.310921,Small,-0.747115,Medium
LB_FreeAcc_Z_spec_power,0.433903,Small,0.608373,Medium,0.273155,Small
LB_Gyr_X_mean,0.092445,Negligible,-0.036429,Negligible,-0.155870,Negligible
LB_Gyr_X_std,-0.098183,Negligible,0.425668,Small,0.533226,Medium
LB_Gyr_X_rms,-0.092006,Negligible,0.420729,Small,0.538758,Medium
LB_Gyr_X_dom_freq,0.256238,Small,0.348597,Small,0.102930,Negligible
LB_Gyr_X_spec_centroid,0.317242,Small,0.049345,Negligible,-0.240033,Small
LB_Gyr_X_spec_power,-0.063558,Negligible,0.335127,Small,0.396583,Small
LB_Gyr_Y_mean,0.217983,Small,-0.227569,Small,-0.471612,Small
LB_Gyr_Y_std,-0.346163,Small,0.551849,Medium,0.810446,Large
LB_Gyr_Y_rms,-0.341406,Small,0.548378,Medium,0.802711,Large
LB_Gyr_Y_dom_freq,-0.094688,Negligible,0.310382,Small,0.373980,Small
LB_Gyr_Y_spec_centroid,-0.061348,Negligible,-0.130227,Negligible,-0.084219,Negligible
LB_Gyr_Y_spec_power,-0.287223,Small,0.424185,Small,0.626027,Medium
LB_Gyr_Z_mean,-0.176308,Negligible,-0.172854,Negligible,0.024808,Negligible
LB_Gyr_Z_std,-0.157737,Negligible,0.774845,Medium,0.890595,Large
LB_Gyr_Z_rms,-0.156664,Negligible,0.777441,Medium,0.892520,Large
LB_Gyr_Z_dom_freq,0.325118,Small,0.545195,Medium,0.182941,Negligible
LB_Gyr_Z_spec_centroid,0.130462,Negligible,-0.121038,Negligible,-0.262154,Small
LB_Gyr_Z_spec_power,-0.111767,Negligible,0.703752,Medium,0.713200,Medium
LF_Acc_X_mean,0.003977,Negligible,0.398988,Small,0.428775,Small
LF_Acc_X_std,0.501120,Medium,0.666570,Medium,0.286305,Small
LF_Acc_X_rms,0.243790,Small,0.530706,Medium,0.359314,Small
LF_Acc_X_dom_freq,-0.339045,Small,-0.475624,Small,-0.281688,Small
LF_Acc_X_spec_centroid,0.532540,Medium,-0.339875,Small,-0.887209,Large
LF_Acc_X_spec_power,0.600573,Medium,0.567632,Medium,0.087141,Negligible
LF_Acc_Y_mean,0.817369,Large,-0.290940,Small,-1.286193,Large
LF_Acc_Y_std,0.268018,Small,0.601943,Medium,0.376376,Small
LF_Acc_Y_rms,0.353003,Small,0.724070,Medium,0.397148,Small
LF_Acc_Y_dom_freq,0.147689,Negligible,-0.018607,Negligible,-0.162728,Negligible
LF_Acc_Y_spec_centroid,0.639674,Medium,-0.398801,Small,-1.057291,Large
LF_Acc_Y_spec_power,0.261098,Small,0.483641,Small,0.220174,Small
LF_Acc_Z_mean,0.657669,Medium,-0.036006,Negligible,-0.718910,Medium
LF_Acc_Z_std,0.441182,Small,0.556639,Medium,0.202156,Small
LF_Acc_Z_rms,0.828513,Large,0.247581,Small,-0.605971,Medium
LF_Acc_Z_dom_freq,0.532987,Medium,0.241654,Small,-0.223774,Small
LF_Acc_Z_spec_centroid,0.511494,Medium,-0.307888,Small,-0.847464,Large
LF_Acc_Z_spec_power,0.434340,Small,0.434440,Small,0.022778,Negligible
LF_FreeAcc_X_mean,0.081216,Negligible,0.392686,Small,0.374840,Small
LF_FreeAcc_X_std,0.501120,Medium,0.666570,Medium,0.286305,Small
LF_FreeAcc_X_rms,0.450193,Small,0.654794,Medium,0.310467,Small
LF_FreeAcc_X_dom_freq,-0.339045,Small,-0.475624,Small,-0.281688,Small
LF_FreeAcc_X_spec_centroid,0.532540,Medium,-0.339875,Small,-0.887209,Large
LF_FreeAcc_X_spec_power,0.600573,Medium,0.567632,Medium,0.087141,Negligible
LF_FreeAcc_Y_mean,0.075973,Negligible,-0.048532,Negligible,-0.119835,Negligible
LF_FreeAcc_Y_std,0.268018,Small,0.601943,Medium,0.376376,Small
LF_FreeAcc_Y_rms,0.249851,Small,0.607235,Medium,0.398661,Small
LF_FreeAcc_Y_dom_freq,0.147689,Negligible,-0.018607,Negligible,-0.162728,Negligible
LF_FreeAcc_Y_spec_centroid,0.639674,Medium,-0.398801,Small,-1.057291,Large
LF_FreeAcc_Y_spec_power,0.261098,Small,0.483641,Small,0.220174,Small
LF_FreeAcc_Z_mean,0.494946,Small,0.350022,Small,-0.212708,Small
LF_FreeAcc_Z_std,0.441182,Small,0.556639,Medium,0.202156,Small
LF_FreeAcc_Z_rms,0.433452,Small,0.559378,Medium,0.214169,Small
LF_FreeAcc_Z_dom_freq,0.532987,Medium,0.241654,Small,-0.223774,Small
LF_FreeAcc_Z_spec_centroid,0.511494,Medium,-0.307888,Small,-0.847464,Large
LF_FreeAcc_Z_spec_power,0.434340,Small,0.434440,Small,0.022778,Negligible
LF_Gyr_X_mean,0.395612,Small,-0.368822,Small,-0.835101,Large
LF_Gyr_X_std,-0.076959,Negligible,0.509356,Medium,0.608936,Medium
LF_Gyr_X_rms,-0.073632,Negligible,0.505297,Medium,0.603217,Medium
LF_Gyr_X_dom_freq,-0.079799,Negligible,0.116421,Negligible,0.197450,Negligible
LF_Gyr_X_spec_centroid,0.196843,Negligible,-0.098385,Negligible,-0.293517,Small
LF_Gyr_X_spec_power,-0.040391,Negligible,0.402805,Small,0.425076,Small
LF_Gyr_Y_mean,-0.260818,Small,-0.191059,Negligible,0.091646,Negligible
LF_Gyr_Y_std,0.247379,Small,0.651251,Medium,0.476535,Small
LF_Gyr_Y_rms,0.247802,Small,0.651916,Medium,0.476682,Small
LF_Gyr_Y_dom_freq,0.076851,Negligible,0.158686,Negligible,0.095057,Negligible
LF_Gyr_Y_spec_centroid,0.156451,Negligible,-0.274232,Small,-0.473317,Small
LF_Gyr_Y_spec_power,0.315418,Small,0.576939,Medium,0.307464,Small
LF_Gyr_Z_mean,-0.083127,Negligible,0.145530,Negligible,0.249866,Small
LF_Gyr_Z_std,-0.041218,Negligible,0.655465,Medium,0.714674,Medium
LF_Gyr_Z_rms,-0.039780,Negligible,0.656988,Medium,0.715437,Medium
LF_Gyr_Z_dom_freq,0.065908,Negligible,0.016074,Negligible,-0.044687,Negligible
LF_Gyr_Z_spec_centroid,0.166562,Negligible,-0.213666,Small,-0.416156,Small
LF_Gyr_Z_spec_power,0.000993,Negligible,0.554455,Medium,0.540067,Medium
RF_Acc_X_mean,0.027042,Negligible,0.421202,Small,0.405453,Small
RF_Acc_X_std,0.501823,Medium,0.622914,Medium,0.251990,Small
RF_Acc_X_rms,0.230276,Small,0.534889,Medium,0.351561,Small
RF_Acc_X_dom_freq,-0.259896,Small,-0.451683,Small,-0.307413,Small
RF_Acc_X_spec_centroid,0.643803,Medium,-0.330266,Small,-0.987341,Large
RF_Acc_X_spec_power,0.618051,Medium,0.515378,Medium,0.025001,Negligible
RF_Acc_Y_mean,-0.589663,Medium,0.223527,Small,0.966935,Large
RF_Acc_Y_std,0.478767,Small,0.474457,Small,0.087625,Negligible
RF_Acc_Y_rms,0.627811,Medium,0.671017,Medium,0.079853,Negligible
RF_Acc_Y_dom_freq,0.015757,Negligible,-0.183541,Negligible,-0.279444,Small
RF_Acc_Y_spec_centroid,0.785388,Medium,-0.341639,Small,-1.166382,Large
RF_Acc_Y_spec_power,0.474265,Small,0.328398,Small,-0.090592,Negligible
RF_Acc_Z_mean,0.760814,Medium,0.148421,Negligible,-0.667646,Medium
RF_Acc_Z_std,0.265969,Small,0.557396,Medium,0.344655,Small
RF_Acc_Z_rms,0.832444,Large,0.383428,Small,-0.492295,Small
RF_Acc_Z_dom_freq,0.631167,Medium,0.197492,Negligible,-0.351614,Small
RF_Acc_Z_spec_centroid,0.657744,Medium,-0.267757,Small,-0.957402,Large
RF_Acc_Z_spec_power,0.272829,Small,0.456797,Small,0.173957,Negligible
RF_FreeAcc_X_mean,0.176272,Negligible,0.491943,Small,0.342046,Small
RF_FreeAcc_X_std,0.501823,Medium,0.622914,Medium,0.251990,Small
RF_FreeAcc_X_rms,0.441123,Small,0.613312,Medium,0.283099,Small
RF_FreeAcc_X_dom_freq,-0.259896,Small,-0.451683,Small,-0.307413,Small
RF_FreeAcc_X_spec_centroid,0.643803,Medium,-0.330266,Small,-0.987341,Large
RF_FreeAcc_X_spec_power,0.618051,Medium,0.515378,Medium,0.025001,Negligible
RF_FreeAcc_Y_mean,-0.308028,Small,0.172224,Negligible,0.521309,Medium
RF_FreeAcc_Y_std,0.478767,Small,0.474457,Small,0.087625,Negligible
RF_FreeAcc_Y_rms,0.465605,Small,0.486897,Small,0.115237,Negligible
RF_FreeAcc_Y_dom_freq,0.015757,Negligible,-0.183541,Negligible,-0.279444,Small
RF_FreeAcc_Y_spec_centroid,0.785388,Medium,-0.341639,Small,-1.166382,Large
RF_FreeAcc_Y_spec_power,0.474265,Small,0.328398,Small,-0.090592,Negligible
RF_FreeAcc_Z_mean,0.669856,Medium,0.349426,Small,-0.375996,Small
RF_FreeAcc_Z_std,0.265969,Small,0.557396,Medium,0.344655,Small
RF_FreeAcc_Z_rms,0.257685,Small,0.557545,Medium,0.355199,Small
RF_FreeAcc_Z_dom_freq,0.631167,Medium,0.197492,Negligible,-0.351614,Small
RF_FreeAcc_Z_spec_centroid,0.657744,Medium,-0.267757,Small,-0.957402,Large
RF_FreeAcc_Z_spec_power,0.272829,Small,0.456797,Small,0.173957,Negligible
RF_Gyr_X_mean,-0.490949,Small,0.112390,Negligible,0.673626,Medium
RF_Gyr_X_std,0.058097,Negligible,0.428014,Small,0.441152,Small
RF_Gyr_X_rms,0.061073,Negligible,0.431374,Small,0.442722,Small
RF_Gyr_X_dom_freq,-0.057458,Negligible,0.059675,Negligible,0.121184,Negligible
RF_Gyr_X_spec_centroid,0.236121,Small,-0.207677,Small,-0.478358,Small
RF_Gyr_X_spec_power,0.127091,Negligible,0.246535,Small,0.170365,Negligible
RF_Gyr_Y_mean,-0.039373,Negligible,-0.089459,Negligible,-0.050317,Negligible
RF_Gyr_Y_std,0.158963,Negligible,0.602491,Medium,0.512353,Medium
RF_Gyr_Y_rms,0.159445,Negligible,0.603321,Medium,0.512766,Medium
RF_Gyr_Y_dom_freq,0.064343,Negligible,0.083867,Negligible,0.045902,Negligible
RF_Gyr_Y_spec_centroid,0.144026,Negligible,-0.348072,Small,-0.556428,Medium
RF_Gyr_Y_spec_power,0.219131,Small,0.513655,Medium,0.331613,Small
RF_Gyr_Z_mean,0.167837,Negligible,-0.188495,Negligible,-0.437382,Small
RF_Gyr_Z_std,0.318709,Small,0.556576,Medium,0.357884,Small
RF_Gyr_Z_rms,0.320761,Small,0.557934,Medium,0.357954,Small
RF_Gyr_Z_dom_freq,-0.221712,Small,-0.143088,Negligible,0.063414,Negligible
RF_Gyr_Z_spec_centroid,0.120066,Negligible,-0.358138,Small,-0.569443,Medium
RF_Gyr_Z_spec_power,0.391976,Small,0.399260,Small,0.119558,Negligible
