Feature,H_Statistic,p_value,eta_squared,Effect_Size,Significant
LB_Gyr_Z_std,258.502342,0.000000,0.098845,Medium,Yes
LB_Gyr_Y_std,252.704883,0.000000,0.096611,Medium,Yes
LB_Gyr_Y_spec_power,252.702644,0.000000,0.096610,Medium,Yes
LB_FreeAcc_X_spec_centroid,251.660215,0.000000,0.096208,Medium,Yes
LB_Acc_X_spec_centroid,251.660215,0.000000,0.096208,Medium,Yes
LB_Gyr_Y_rms,247.805318,0.000000,0.094723,Medium,Yes
LF_Gyr_X_mean,236.916641,0.000000,0.090527,Medium,Yes
HE_Acc_X_spec_centroid,224.940497,0.000000,0.085912,Medium,Yes
RF_Gyr_X_mean,217.669090,0.000000,0.083109,Medium,Yes
HE_Acc_X_mean,203.584937,0.000000,0.077682,Medium,Yes
LB_FreeAcc_Z_spec_centroid,174.024771,0.000000,0.066291,Medium,Yes
LB_Acc_Z_spec_centroid,174.024771,0.000000,0.066291,Medium,Yes
HE_Acc_X_rms,162.537713,0.000000,0.061864,Medium,Yes
LF_FreeAcc_Z_mean,161.953671,0.000000,0.061639,Medium,Yes
HE_Acc_X_std,153.690667,0.000000,0.058455,Small,Yes
HE_Acc_X_spec_power,153.689948,0.000000,0.058455,Small,Yes
LF_Gyr_Z_rms,151.935170,0.000000,0.057778,Small,Yes
LF_Gyr_Z_std,151.654319,0.000000,0.057670,Small,Yes
LF_Gyr_Z_spec_power,151.652907,0.000000,0.057670,Small,Yes
LB_FreeAcc_X_spec_power,147.816499,0.000000,0.056191,Small,Yes
LB_Acc_X_spec_power,147.816499,0.000000,0.056191,Small,Yes
LB_FreeAcc_X_std,147.814402,0.000000,0.056191,Small,Yes
LB_Acc_X_std,147.814402,0.000000,0.056191,Small,Yes
LB_FreeAcc_X_rms,143.202510,0.000000,0.054413,Small,Yes
RF_FreeAcc_Y_mean,140.716190,0.000000,0.053455,Small,Yes
RF_Acc_Y_rms,129.126795,0.000000,0.048989,Small,Yes
LB_Acc_Z_spec_power,128.209928,0.000000,0.048636,Small,Yes
LB_Acc_Z_std,128.209928,0.000000,0.048636,Small,Yes
LB_FreeAcc_Z_std,128.209928,0.000000,0.048636,Small,Yes
LB_FreeAcc_Z_spec_power,128.209928,0.000000,0.048636,Small,Yes
HE_FreeAcc_Z_spec_power,127.947628,0.000000,0.048535,Small,Yes
HE_Acc_Z_spec_power,127.947628,0.000000,0.048535,Small,Yes
HE_FreeAcc_Z_std,127.943326,0.000000,0.048533,Small,Yes
HE_Acc_Z_std,127.943326,0.000000,0.048533,Small,Yes
HE_Gyr_Y_std,126.754888,0.000000,0.048075,Small,Yes
HE_Gyr_Y_spec_power,126.754566,0.000000,0.048075,Small,Yes
HE_Gyr_Y_rms,122.211439,0.000000,0.046324,Small,Yes
LF_FreeAcc_X_std,120.638472,0.000000,0.045718,Small,Yes
LF_Acc_X_std,120.638472,0.000000,0.045718,Small,Yes
LF_Acc_X_spec_power,120.638354,0.000000,0.045718,Small,Yes
LF_FreeAcc_X_spec_power,120.638354,0.000000,0.045718,Small,Yes
LB_Acc_Y_mean,119.361768,0.000000,0.045226,Small,Yes
HE_FreeAcc_X_mean,117.508512,0.000000,0.044512,Small,Yes
LB_FreeAcc_Z_dom_freq,113.657011,0.000000,0.043028,Small,Yes
LB_Acc_Z_dom_freq,113.657011,0.000000,0.043028,Small,Yes
RF_Acc_X_spec_power,112.732170,0.000000,0.042671,Small,Yes
RF_FreeAcc_X_spec_power,112.732170,0.000000,0.042671,Small,Yes
RF_FreeAcc_X_std,112.730932,0.000000,0.042671,Small,Yes
RF_Acc_X_std,112.730932,0.000000,0.042671,Small,Yes
LF_Gyr_X_std,107.321886,0.000000,0.040586,Small,Yes
LF_Gyr_X_spec_power,107.320373,0.000000,0.040586,Small,Yes
LF_FreeAcc_X_rms,106.355802,0.000000,0.040214,Small,Yes
LF_Gyr_X_rms,105.306353,0.000000,0.039810,Small,Yes
LB_Gyr_Y_mean,103.860460,0.000000,0.039253,Small,Yes
HE_Acc_Y_mean,101.336761,0.000000,0.038280,Small,Yes
LF_Acc_Y_rms,101.329176,0.000000,0.038277,Small,Yes
RF_FreeAcc_X_rms,97.402793,0.000000,0.036764,Small,Yes
LF_Gyr_Y_rms,96.897683,0.000000,0.036569,Small,Yes
LF_Gyr_Y_std,96.780763,0.000000,0.036524,Small,Yes
LF_Gyr_Y_spec_power,96.780763,0.000000,0.036524,Small,Yes
LB_Gyr_Y_dom_freq,96.483888,0.000000,0.036410,Small,Yes
HE_Acc_Z_spec_centroid,94.311064,0.000000,0.035573,Small,Yes
HE_FreeAcc_Z_spec_centroid,94.311064,0.000000,0.035573,Small,Yes
LF_FreeAcc_Z_spec_power,92.598168,0.000000,0.034913,Small,Yes
LF_Acc_Z_spec_power,92.598168,0.000000,0.034913,Small,Yes
LF_FreeAcc_Z_std,92.597088,0.000000,0.034912,Small,Yes
LF_Acc_Z_std,92.597088,0.000000,0.034912,Small,Yes
LF_FreeAcc_Z_rms,91.498640,0.000000,0.034489,Small,Yes
RF_Acc_Y_std,91.463963,0.000000,0.034476,Small,Yes
RF_FreeAcc_Y_spec_power,91.463963,0.000000,0.034476,Small,Yes
RF_FreeAcc_Y_std,91.463963,0.000000,0.034476,Small,Yes
RF_Acc_Y_spec_power,91.463963,0.000000,0.034476,Small,Yes
RF_FreeAcc_Y_rms,89.658206,0.000000,0.033780,Small,Yes
RF_Gyr_Z_std,87.190597,0.000000,0.032829,Small,Yes
RF_Gyr_Z_spec_power,87.189925,0.000000,0.032828,Small,Yes
RF_Gyr_Z_rms,87.178542,0.000000,0.032824,Small,Yes
LF_FreeAcc_Y_rms,86.414762,0.000000,0.032530,Small,Yes
LF_FreeAcc_Y_spec_power,85.280571,0.000000,0.032093,Small,Yes
LF_Acc_Y_spec_power,85.280571,0.000000,0.032093,Small,Yes
LF_Acc_Y_std,85.280321,0.000000,0.032093,Small,Yes
LF_FreeAcc_Y_std,85.280321,0.000000,0.032093,Small,Yes
HE_Acc_Y_spec_centroid,84.085670,0.000000,0.031632,Small,Yes
LB_Acc_Y_dom_freq,82.834531,0.000000,0.031150,Small,Yes
LB_FreeAcc_Y_dom_freq,82.834531,0.000000,0.031150,Small,Yes
LF_FreeAcc_X_dom_freq,82.622900,0.000000,0.031069,Small,Yes
LF_Acc_X_dom_freq,82.622900,0.000000,0.031069,Small,Yes
HE_FreeAcc_Y_spec_power,82.512756,0.000000,0.031026,Small,Yes
HE_FreeAcc_Y_std,82.512756,0.000000,0.031026,Small,Yes
RF_Gyr_Y_rms,82.333291,0.000000,0.030957,Small,Yes
RF_Gyr_Y_spec_power,82.235744,0.000000,0.030919,Small,Yes
RF_Gyr_Y_std,82.234189,0.000000,0.030919,Small,Yes
HE_Gyr_Z_std,81.065771,0.000000,0.030469,Small,Yes
HE_Gyr_Z_spec_power,81.065771,0.000000,0.030469,Small,Yes
HE_Gyr_Z_rms,79.846029,0.000000,0.029998,Small,Yes
LF_FreeAcc_X_mean,79.699872,0.000000,0.029942,Small,Yes
LB_FreeAcc_Z_rms,78.533803,0.000000,0.029493,Small,Yes
RF_FreeAcc_X_mean,76.300533,0.000000,0.028632,Small,Yes
LB_Gyr_X_rms,75.905372,0.000000,0.028480,Small,Yes
LB_Gyr_X_spec_power,74.761654,0.000000,0.028039,Small,Yes
LB_Gyr_X_std,74.760390,0.000000,0.028039,Small,Yes
RF_FreeAcc_X_dom_freq,72.392733,0.000000,0.027126,Small,Yes
RF_Acc_X_dom_freq,72.392733,0.000000,0.027126,Small,Yes
RF_FreeAcc_Z_std,72.164646,0.000000,0.027038,Small,Yes
RF_Acc_Z_std,72.164646,0.000000,0.027038,Small,Yes
RF_FreeAcc_Z_spec_power,72.163931,0.000000,0.027038,Small,Yes
RF_Acc_Z_spec_power,72.163931,0.000000,0.027038,Small,Yes
RF_FreeAcc_Z_rms,71.880765,0.000000,0.026929,Small,Yes
RF_Acc_X_mean,71.337660,0.000000,0.026720,Small,Yes
RF_Gyr_X_rms,71.276355,0.000000,0.026696,Small,Yes
RF_Gyr_X_spec_power,70.868730,0.000000,0.026539,Small,Yes
RF_Gyr_X_std,70.868730,0.000000,0.026539,Small,Yes
RF_Gyr_Z_mean,70.835601,0.000000,0.026526,Small,Yes
RF_Acc_X_rms,70.037411,0.000000,0.026219,Small,Yes
LF_Acc_X_rms,69.085204,0.000000,0.025852,Small,Yes
RF_FreeAcc_Z_dom_freq,66.912480,0.000000,0.025014,Small,Yes
RF_Acc_Z_dom_freq,66.912480,0.000000,0.025014,Small,Yes
LB_Gyr_Z_dom_freq,64.316878,0.000000,0.024014,Small,Yes
HE_FreeAcc_Y_rms,61.844500,0.000000,0.023061,Small,Yes
LF_Acc_X_mean,59.511381,0.000000,0.022162,Small,Yes
HE_FreeAcc_X_spec_power,55.291460,0.000000,0.020536,Small,Yes
HE_FreeAcc_X_std,55.291460,0.000000,0.020536,Small,Yes
HE_FreeAcc_Z_dom_freq,54.654930,0.000000,0.020291,Small,Yes
HE_Acc_Z_dom_freq,54.654930,0.000000,0.020291,Small,Yes
HE_Gyr_X_rms,53.246236,0.000000,0.019748,Small,Yes
LF_Acc_Z_dom_freq,50.938381,0.000000,0.018859,Small,Yes
LF_FreeAcc_Z_dom_freq,50.938381,0.000000,0.018859,Small,Yes
HE_Gyr_X_std,50.460194,0.000000,0.018674,Small,Yes
HE_Gyr_X_spec_power,50.460194,0.000000,0.018674,Small,Yes
HE_Gyr_Y_dom_freq,48.917916,0.000000,0.018080,Small,Yes
HE_FreeAcc_X_rms,46.118702,0.000000,0.017001,Small,Yes
LB_Gyr_X_dom_freq,45.040984,0.000000,0.016586,Small,Yes
HE_Gyr_Y_spec_centroid,43.096713,0.000000,0.015837,Small,Yes
RF_Gyr_Y_spec_centroid,42.118602,0.000000,0.015460,Small,Yes
RF_Gyr_Z_spec_centroid,40.195511,0.000000,0.014719,Small,Yes
HE_Gyr_Z_dom_freq,39.948880,0.000000,0.014624,Small,Yes
LF_Gyr_Z_mean,39.149720,0.000000,0.014316,Small,Yes
HE_Acc_Y_dom_freq,38.854249,0.000000,0.014202,Small,Yes
LF_Gyr_Y_spec_centroid,36.553930,0.000000,0.013316,Small,Yes
LB_Gyr_X_spec_centroid,36.116573,0.000000,0.013147,Small,Yes
HE_FreeAcc_Z_rms,35.639088,0.000000,0.012963,Small,Yes
LF_Gyr_Y_dom_freq,30.717930,0.000000,0.011067,Small,Yes
LF_Gyr_X_dom_freq,30.537809,0.000000,0.010997,Small,Yes
LB_Acc_Z_rms,30.222218,0.000000,0.010876,Small,Yes
HE_FreeAcc_Z_mean,28.901740,0.000001,0.010367,Small,Yes
HE_Gyr_Y_mean,28.653311,0.000001,0.010271,Small,Yes
HE_Acc_X_dom_freq,27.685621,0.000001,0.009898,Negligible,Yes
HE_FreeAcc_Y_mean,27.629954,0.000001,0.009877,Negligible,Yes
HE_FreeAcc_X_spec_centroid,25.876510,0.000002,0.009201,Negligible,Yes
RF_Gyr_X_spec_centroid,25.204722,0.000003,0.008942,Negligible,Yes
LF_Gyr_Z_spec_centroid,25.086480,0.000004,0.008897,Negligible,Yes
HE_Acc_Y_std,24.840094,0.000004,0.008802,Negligible,Yes
HE_Acc_Y_spec_power,24.840025,0.000004,0.008802,Negligible,Yes
LF_FreeAcc_Y_mean,24.454322,0.000005,0.008653,Negligible,Yes
LF_Gyr_X_spec_centroid,20.768300,0.000031,0.007232,Negligible,Yes
LB_Acc_Y_rms,19.895511,0.000048,0.006896,Negligible,Yes
LB_FreeAcc_Y_rms,19.778185,0.000051,0.006851,Negligible,Yes
LF_Gyr_Y_mean,19.683276,0.000053,0.006814,Negligible,Yes
HE_Gyr_Z_spec_centroid,19.580239,0.000056,0.006775,Negligible,Yes
LB_Gyr_X_mean,19.092988,0.000071,0.006587,Negligible,Yes
HE_Gyr_X_mean,17.961207,0.000126,0.006151,Negligible,Yes
HE_Gyr_X_dom_freq,17.220558,0.000182,0.005865,Negligible,Yes
RF_Gyr_Y_dom_freq,16.801625,0.000225,0.005704,Negligible,Yes
LB_FreeAcc_Y_std,16.215737,0.000301,0.005478,Negligible,Yes
LB_FreeAcc_Y_spec_power,16.215737,0.000301,0.005478,Negligible,Yes
LB_Acc_Y_spec_power,16.215737,0.000301,0.005478,Negligible,Yes
LB_Acc_Y_std,16.215737,0.000301,0.005478,Negligible,Yes
RF_Gyr_Z_dom_freq,14.729607,0.000633,0.004905,Negligible,Yes
RF_FreeAcc_Y_dom_freq,13.877086,0.000970,0.004577,Negligible,Yes
RF_Acc_Y_dom_freq,13.877086,0.000970,0.004577,Negligible,Yes
LF_Acc_Y_dom_freq,11.632550,0.002979,0.003712,Negligible,No
LF_FreeAcc_Y_dom_freq,11.632550,0.002979,0.003712,Negligible,No
HE_Gyr_X_spec_centroid,10.516156,0.005205,0.003282,Negligible,No
LB_Gyr_Z_spec_centroid,8.739160,0.012657,0.002597,Negligible,No
LB_Gyr_Z_mean,8.689367,0.012976,0.002578,Negligible,No
LB_Acc_X_dom_freq,8.182252,0.016720,0.002382,Negligible,No
LB_FreeAcc_X_dom_freq,8.182252,0.016720,0.002382,Negligible,No
RF_Gyr_X_dom_freq,7.142638,0.028119,0.001982,Negligible,No
RF_Gyr_Y_mean,6.954949,0.030885,0.001909,Negligible,No
LF_Gyr_Z_dom_freq,4.528024,0.103933,0.000974,Negligible,No
LB_FreeAcc_X_mean,3.890767,0.142932,0.000729,Negligible,No
LB_FreeAcc_Z_mean,3.442108,0.178877,0.000556,Negligible,No
LB_FreeAcc_Y_mean,1.530398,0.465241,-0.000181,Negligible,No
LB_Acc_Z_mean,1.402378,0.495995,-0.000230,Negligible,No
HE_Gyr_Z_mean,1.329289,0.514456,-0.000258,Negligible,No
HE_Acc_Y_rms,1.039812,0.594577,-0.000370,Negligible,No
LB_Gyr_Y_spec_centroid,0.735368,0.692336,-0.000487,Negligible,No
