Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
HE_Acc_X_mean,-0.187539,Negligible,0.054783,Negligible,0.211922,Small
HE_Acc_X_std,1.103626,Large,1.030867,Large,-0.021659,Negligible
HE_Acc_X_rms,-0.087986,Negligible,0.232769,Small,0.208553,Small
HE_Acc_X_dom_freq,-0.153943,Negligible,0.103702,Negligible,0.227909,Small
HE_Acc_X_spec_centroid,0.479585,Small,-0.213522,Small,-0.677879,Medium
HE_Acc_X_spec_power,1.093934,Large,0.939731,Large,-0.016393,Negligible
HE_Acc_Y_mean,-0.145451,Negligible,0.341230,Small,0.404155,Small
HE_Acc_Y_std,0.281205,Small,0.170764,Negligible,-0.099633,Negligible
HE_Acc_Y_rms,0.070980,Negligible,0.056823,Negligible,-0.025669,Negligible
HE_Acc_Y_dom_freq,-0.054042,Negligible,0.199093,Negligible,0.251989,Small
HE_Acc_Y_spec_centroid,0.148029,Negligible,-0.227949,Small,-0.364655,Small
HE_Acc_Y_spec_power,0.291496,Small,0.157606,Negligible,-0.120970,Negligible
HE_Acc_Z_mean,0.606523,Medium,-0.180756,Negligible,-0.795381,Medium
HE_Acc_Z_std,0.830409,Large,0.493686,Small,-0.283881,Small
HE_Acc_Z_rms,0.765478,Medium,0.014515,Negligible,-0.737395,Medium
HE_Acc_Z_dom_freq,-0.104669,Negligible,0.166359,Negligible,0.264239,Small
HE_Acc_Z_spec_centroid,0.241127,Small,-0.154937,Negligible,-0.387154,Small
HE_Acc_Z_spec_power,0.726007,Medium,0.420655,Small,-0.242923,Small
HE_FreeAcc_X_mean,0.057804,Negligible,-0.510864,Medium,-0.852343,Large
HE_FreeAcc_X_std,0.497955,Small,0.469756,Small,-0.051927,Negligible
HE_FreeAcc_X_rms,0.641272,Medium,0.378315,Small,-0.232620,Small
HE_FreeAcc_X_dom_freq,-0.959844,Large,0.550152,Medium,1.426583,Large
HE_FreeAcc_X_spec_centroid,-0.037363,Negligible,-0.120540,Negligible,-0.083845,Negligible
HE_FreeAcc_X_spec_power,0.439298,Small,0.468148,Small,-0.003061,Negligible
HE_FreeAcc_Y_mean,-0.069543,Negligible,0.280806,Small,0.304162,Small
HE_FreeAcc_Y_std,0.949988,Large,0.728140,Medium,-0.062813,Negligible
HE_FreeAcc_Y_rms,0.686445,Medium,0.665958,Medium,0.039654,Negligible
HE_FreeAcc_Y_dom_freq,1.005578,Large,-0.197874,Negligible,-1.165922,Large
HE_FreeAcc_Y_spec_centroid,0.617163,Medium,-0.317463,Small,-0.918181,Large
HE_FreeAcc_Y_spec_power,1.048432,Large,0.683045,Medium,-0.131040,Negligible
HE_FreeAcc_Z_mean,0.185026,Negligible,0.312369,Small,0.148406,Negligible
HE_FreeAcc_Z_std,0.830409,Large,0.493686,Small,-0.283881,Small
HE_FreeAcc_Z_rms,0.361604,Small,0.308219,Small,-0.034998,Negligible
HE_FreeAcc_Z_dom_freq,-0.104669,Negligible,0.166359,Negligible,0.264239,Small
HE_FreeAcc_Z_spec_centroid,0.241127,Small,-0.154937,Negligible,-0.387154,Small
HE_FreeAcc_Z_spec_power,0.726007,Medium,0.420655,Small,-0.242923,Small
HE_Gyr_X_mean,0.393175,Small,0.058688,Negligible,-0.353820,Small
HE_Gyr_X_std,0.605745,Medium,0.387509,Small,-0.164529,Negligible
HE_Gyr_X_rms,0.547923,Medium,0.399085,Small,-0.100513,Negligible
HE_Gyr_X_dom_freq,-0.214169,Small,0.079519,Negligible,0.269520,Small
HE_Gyr_X_spec_centroid,-0.183351,Negligible,-0.080281,Negligible,0.098292,Negligible
HE_Gyr_X_spec_power,0.631464,Medium,0.377676,Small,-0.177412,Negligible
HE_Gyr_Y_mean,-0.106849,Negligible,0.060737,Negligible,0.205485,Small
HE_Gyr_Y_std,0.627728,Medium,0.519581,Medium,-0.105787,Negligible
HE_Gyr_Y_rms,0.657280,Medium,0.595602,Medium,-0.058629,Negligible
HE_Gyr_Y_dom_freq,-0.236223,Small,0.128098,Negligible,0.336772,Small
HE_Gyr_Y_spec_centroid,-0.230508,Small,-0.073227,Negligible,0.154225,Negligible
HE_Gyr_Y_spec_power,0.152087,Negligible,0.359382,Small,-0.024280,Negligible
HE_Gyr_Z_mean,0.204982,Small,-0.023550,Negligible,-0.253208,Small
HE_Gyr_Z_std,0.958417,Large,0.443959,Small,-0.402120,Small
HE_Gyr_Z_rms,0.932743,Large,0.435480,Small,-0.387092,Small
HE_Gyr_Z_dom_freq,-0.149260,Negligible,0.210374,Small,0.315960,Small
HE_Gyr_Z_spec_centroid,-0.224546,Small,-0.047821,Negligible,0.169225,Negligible
HE_Gyr_Z_spec_power,0.908686,Large,0.365747,Small,-0.445448,Small
LB_Acc_X_mean,0.523234,Medium,-0.154207,Negligible,-0.662053,Medium
LB_Acc_X_std,1.274026,Large,0.982288,Large,-0.118032,Negligible
LB_Acc_X_rms,0.730688,Medium,0.095992,Negligible,-0.663340,Medium
LB_Acc_X_dom_freq,-0.108488,Negligible,-0.266607,Small,-0.151106,Negligible
LB_Acc_X_spec_centroid,0.519699,Medium,-0.200951,Small,-0.713990,Medium
LB_Acc_X_spec_power,1.265983,Large,0.892271,Large,-0.161927,Negligible
LB_Acc_Y_mean,0.249316,Small,-0.378891,Small,-0.499008,Small
LB_Acc_Y_std,0.717546,Medium,0.366524,Small,-0.302817,Small
LB_Acc_Y_rms,0.357102,Small,0.285374,Small,-0.073353,Negligible
LB_Acc_Y_dom_freq,1.063136,Large,0.670330,Medium,-0.164005,Negligible
LB_Acc_Y_spec_centroid,0.833467,Large,0.024405,Negligible,-0.805684,Large
LB_Acc_Y_spec_power,0.743993,Medium,0.379095,Small,-0.328001,Small
LB_Acc_Z_mean,0.045771,Negligible,-0.069864,Negligible,-0.096579,Negligible
LB_Acc_Z_std,1.051838,Large,1.000985,Large,0.097702,Negligible
LB_Acc_Z_rms,-0.015614,Negligible,0.231152,Small,0.219398,Small
LB_Acc_Z_dom_freq,0.313618,Small,0.626430,Medium,0.289066,Small
LB_Acc_Z_spec_centroid,0.497932,Small,-0.100577,Negligible,-0.593301,Medium
LB_Acc_Z_spec_power,1.112722,Large,0.962625,Large,0.029339,Negligible
LB_FreeAcc_X_mean,0.088282,Negligible,0.236478,Small,0.114272,Negligible
LB_FreeAcc_X_std,1.274026,Large,0.982288,Large,-0.118032,Negligible
LB_FreeAcc_X_rms,1.261676,Large,0.977336,Large,-0.107456,Negligible
LB_FreeAcc_X_dom_freq,-0.108488,Negligible,-0.266607,Small,-0.151106,Negligible
LB_FreeAcc_X_spec_centroid,0.519699,Medium,-0.200951,Small,-0.713990,Medium
