Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
LB_FreeAcc_X_spec_power,1.265983,Large,0.892271,Large,-0.161927,Negligible
LB_FreeAcc_Y_mean,0.054924,Negligible,0.086556,Negligible,0.001714,Negligible
LB_FreeAcc_Y_std,0.717546,Medium,0.366524,Small,-0.302817,Small
LB_FreeAcc_Y_rms,0.574535,Medium,0.355105,Small,-0.173435,Negligible
LB_FreeAcc_Y_dom_freq,1.063136,Large,0.670330,Medium,-0.164005,Negligible
LB_FreeAcc_Y_spec_centroid,0.833467,Large,0.024405,Negligible,-0.805684,Large
LB_FreeAcc_Y_spec_power,0.743993,Medium,0.379095,Small,-0.328001,Small
LB_FreeAcc_Z_mean,0.007173,Negligible,-0.208884,Small,-0.197495,Negligible
LB_FreeAcc_Z_std,1.051838,Large,1.000985,Large,0.097702,Negligible
LB_FreeAcc_Z_rms,0.794860,Medium,0.760125,Medium,0.064195,Negligible
LB_FreeAcc_Z_dom_freq,0.313618,Small,0.626430,Medium,0.289066,Small
LB_FreeAcc_Z_spec_centroid,0.497932,Small,-0.100577,Negligible,-0.593301,Medium
LB_FreeAcc_Z_spec_power,1.112722,Large,0.962625,Large,0.029339,Negligible
LB_Gyr_X_mean,0.425532,Small,0.033331,Negligible,-0.413360,Small
LB_Gyr_X_std,0.608721,Medium,0.483147,Small,-0.040685,Negligible
LB_Gyr_X_rms,0.562414,Medium,0.438887,Small,-0.049700,Negligible
LB_Gyr_X_dom_freq,-0.015452,Negligible,0.216438,Small,0.234309,Small
LB_Gyr_X_spec_centroid,0.058382,Negligible,0.122255,Negligible,0.078416,Negligible
LB_Gyr_X_spec_power,0.660583,Medium,0.472593,Small,-0.093498,Negligible
LB_Gyr_Y_mean,0.133634,Negligible,-0.250847,Small,-0.421025,Small
LB_Gyr_Y_std,-0.211503,Small,0.690652,Medium,0.775680,Medium
LB_Gyr_Y_rms,-0.204784,Small,0.690152,Medium,0.769664,Medium
LB_Gyr_Y_dom_freq,0.148938,Negligible,0.419768,Small,0.265385,Small
LB_Gyr_Y_spec_centroid,0.026434,Negligible,0.287215,Small,0.266989,Small
LB_Gyr_Y_spec_power,-0.198584,Negligible,0.563115,Medium,0.660081,Medium
LB_Gyr_Z_mean,0.223554,Small,-0.011911,Negligible,-0.248192,Small
LB_Gyr_Z_std,0.254047,Small,0.960803,Large,0.706369,Medium
LB_Gyr_Z_rms,0.253320,Small,0.918275,Large,0.678296,Medium
LB_Gyr_Z_dom_freq,0.387152,Small,0.607678,Medium,0.215009,Small
LB_Gyr_Z_spec_centroid,0.010278,Negligible,0.051805,Negligible,0.046064,Negligible
LB_Gyr_Z_spec_power,0.271925,Small,0.835245,Large,0.610430,Medium
LF_Acc_X_mean,0.654214,Medium,0.910995,Large,0.287578,Small
LF_Acc_X_std,1.229665,Large,0.957518,Large,-0.123832,Negligible
LF_Acc_X_rms,1.002229,Large,1.020723,Large,0.115967,Negligible
LF_Acc_X_dom_freq,-0.136542,Negligible,-0.147458,Negligible,-0.027783,Negligible
LF_Acc_X_spec_centroid,0.626556,Medium,-0.261136,Small,-0.877878,Large
LF_Acc_X_spec_power,1.396894,Large,0.941355,Large,-0.218715,Small
LF_Acc_Y_mean,0.787630,Medium,-0.346983,Small,-1.332942,Large
LF_Acc_Y_std,0.889401,Large,0.857686,Large,0.032407,Negligible
LF_Acc_Y_rms,0.824424,Large,0.925360,Large,0.143242,Negligible
LF_Acc_Y_dom_freq,0.144793,Negligible,-0.074150,Negligible,-0.238955,Small
LF_Acc_Y_spec_centroid,0.765870,Medium,-0.403299,Small,-1.176312,Large
LF_Acc_Y_spec_power,0.888846,Large,0.800934,Large,-0.002076,Negligible
LF_Acc_Z_mean,0.632771,Medium,-0.027842,Negligible,-0.697009,Medium
LF_Acc_Z_std,1.098216,Large,0.838433,Large,-0.162798,Negligible
LF_Acc_Z_rms,1.209610,Large,0.508854,Medium,-0.718697,Medium
LF_Acc_Z_dom_freq,0.812339,Large,0.163668,Negligible,-0.620186,Medium
LF_Acc_Z_spec_centroid,0.577115,Medium,-0.241436,Small,-0.812861,Large
LF_Acc_Z_spec_power,1.075529,Large,0.802714,Large,-0.183114,Negligible
LF_FreeAcc_X_mean,0.745462,Medium,0.809483,Large,0.200988,Small
LF_FreeAcc_X_std,1.229665,Large,0.957518,Large,-0.123832,Negligible
LF_FreeAcc_X_rms,1.206494,Large,1.026506,Large,-0.044607,Negligible
LF_FreeAcc_X_dom_freq,-0.136542,Negligible,-0.147458,Negligible,-0.027783,Negligible
LF_FreeAcc_X_spec_centroid,0.626556,Medium,-0.261136,Small,-0.877878,Large
LF_FreeAcc_X_spec_power,1.396894,Large,0.941355,Large,-0.218715,Small
LF_FreeAcc_Y_mean,-0.023550,Negligible,-0.358237,Small,-0.346464,Small
LF_FreeAcc_Y_std,0.889401,Large,0.857686,Large,0.032407,Negligible
LF_FreeAcc_Y_rms,0.875785,Large,0.867688,Large,0.057418,Negligible
LF_FreeAcc_Y_dom_freq,0.144793,Negligible,-0.074150,Negligible,-0.238955,Small
LF_FreeAcc_Y_spec_centroid,0.765870,Medium,-0.403299,Small,-1.176312,Large
LF_FreeAcc_Y_spec_power,0.888846,Large,0.800934,Large,-0.002076,Negligible
LF_FreeAcc_Z_mean,0.469338,Small,0.251976,Small,-0.240403,Small
LF_FreeAcc_Z_std,1.098216,Large,0.838433,Large,-0.162798,Negligible
LF_FreeAcc_Z_rms,1.094638,Large,0.845214,Large,-0.148039,Negligible
LF_FreeAcc_Z_dom_freq,0.812339,Large,0.163668,Negligible,-0.620186,Medium
LF_FreeAcc_Z_spec_centroid,0.577115,Medium,-0.241436,Small,-0.812861,Large
LF_FreeAcc_Z_spec_power,1.075529,Large,0.802714,Large,-0.183114,Negligible
LF_Gyr_X_mean,0.678329,Medium,-0.083109,Negligible,-0.846174,Large
LF_Gyr_X_std,0.537246,Medium,0.769635,Medium,0.280179,Small
LF_Gyr_X_rms,0.547500,Medium,0.750461,Medium,0.259169,Small
LF_Gyr_X_dom_freq,-0.184068,Negligible,0.016817,Negligible,0.203270,Small
LF_Gyr_X_spec_centroid,0.053033,Negligible,0.033552,Negligible,-0.015765,Negligible
LF_Gyr_X_spec_power,0.566317,Medium,0.752212,Medium,0.224544,Small
LF_Gyr_Y_mean,-0.175772,Negligible,-0.012474,Negligible,0.176808,Negligible
LF_Gyr_Y_std,0.891063,Large,1.023417,Large,0.160763,Negligible
LF_Gyr_Y_rms,0.891115,Large,1.024116,Large,0.161301,Negligible
LF_Gyr_Y_dom_freq,0.116962,Negligible,0.226378,Small,0.100329,Negligible
LF_Gyr_Y_spec_centroid,0.041137,Negligible,-0.036552,Negligible,-0.078875,Negligible
LF_Gyr_Y_spec_power,1.018282,Large,1.095493,Large,0.130182,Negligible
LF_Gyr_Z_mean,0.332817,Small,0.060223,Negligible,-0.277757,Small
LF_Gyr_Z_std,0.512024,Medium,0.808410,Large,0.366397,Small
LF_Gyr_Z_rms,0.516628,Medium,0.800338,Large,0.356723,Small
LF_Gyr_Z_dom_freq,-0.026681,Negligible,0.055613,Negligible,0.081174,Negligible
LF_Gyr_Z_spec_centroid,0.010347,Negligible,0.029292,Negligible,0.022928,Negligible
LF_Gyr_Z_spec_power,0.563881,Medium,0.770746,Medium,0.290614,Small
RF_Acc_X_mean,0.535601,Medium,0.897249,Large,0.318693,Small
RF_Acc_X_std,1.266489,Large,0.909246,Large,-0.204634,Small
RF_Acc_X_rms,0.921245,Large,1.037688,Large,0.148910,Negligible
RF_Acc_X_dom_freq,-0.020077,Negligible,-0.182587,Negligible,-0.185513,Negligible
RF_Acc_X_spec_centroid,0.659272,Medium,-0.303507,Small,-0.956303,Large
RF_Acc_X_spec_power,1.461965,Large,0.908862,Large,-0.309147,Small
RF_Acc_Y_mean,-0.605853,Medium,0.206944,Small,0.980087,Large
RF_Acc_Y_std,1.158722,Large,0.719282,Medium,-0.339075,Small
RF_Acc_Y_rms,1.069476,Large,0.913461,Large,-0.133023,Negligible
RF_Acc_Y_dom_freq,0.036883,Negligible,-0.191807,Negligible,-0.308357,Small
RF_Acc_Y_spec_centroid,0.847644,Large,-0.368758,Small,-1.258052,Large
RF_Acc_Y_spec_power,1.187068,Large,0.700424,Medium,-0.358006,Small
RF_Acc_Z_mean,0.755608,Medium,0.113601,Negligible,-0.693198,Medium
RF_Acc_Z_std,0.918780,Large,0.873117,Large,0.008007,Negligible
RF_Acc_Z_rms,1.223875,Large,0.631386,Medium,-0.619703,Medium
RF_Acc_Z_dom_freq,0.939845,Large,0.231218,Small,-0.648237,Medium
RF_Acc_Z_spec_centroid,0.651048,Medium,-0.261119,Small,-0.918495,Large
RF_Acc_Z_spec_power,0.924736,Large,0.867559,Large,-0.004682,Negligible
RF_FreeAcc_X_mean,0.963720,Large,1.112802,Large,0.160480,Negligible
RF_FreeAcc_X_std,1.266489,Large,0.909246,Large,-0.204634,Small
RF_FreeAcc_X_rms,1.225445,Large,0.982738,Large,-0.107852,Negligible
RF_FreeAcc_X_dom_freq,-0.020077,Negligible,-0.182587,Negligible,-0.185513,Negligible
RF_FreeAcc_X_spec_centroid,0.659272,Medium,-0.303507,Small,-0.956303,Large
RF_FreeAcc_X_spec_power,1.461965,Large,0.908862,Large,-0.309147,Small
RF_FreeAcc_Y_mean,-0.389445,Small,0.042133,Negligible,0.491122,Small
RF_FreeAcc_Y_std,1.158722,Large,0.719282,Medium,-0.339075,Small
RF_FreeAcc_Y_rms,1.149181,Large,0.747548,Medium,-0.297660,Small
RF_FreeAcc_Y_dom_freq,0.036883,Negligible,-0.191807,Negligible,-0.308357,Small
RF_FreeAcc_Y_spec_centroid,0.847644,Large,-0.368758,Small,-1.258052,Large
RF_FreeAcc_Y_spec_power,1.187068,Large,0.700424,Medium,-0.358006,Small
RF_FreeAcc_Z_mean,0.623935,Medium,0.202144,Small,-0.449146,Small
RF_FreeAcc_Z_std,0.918780,Large,0.873117,Large,0.008007,Negligible
RF_FreeAcc_Z_rms,0.913416,Large,0.877180,Large,0.022889,Negligible
RF_FreeAcc_Z_dom_freq,0.939845,Large,0.231218,Small,-0.648237,Medium
RF_FreeAcc_Z_spec_centroid,0.651048,Medium,-0.261119,Small,-0.918495,Large
RF_FreeAcc_Z_spec_power,0.924736,Large,0.867559,Large,-0.004682,Negligible
RF_Gyr_X_mean,0.026331,Negligible,0.030525,Negligible,0.007499,Negligible
RF_Gyr_X_std,0.693345,Medium,0.626126,Medium,0.020997,Negligible
RF_Gyr_X_rms,0.684586,Medium,0.621764,Medium,0.021732,Negligible
RF_Gyr_X_dom_freq,-0.171216,Negligible,-0.055570,Negligible,0.118425,Negligible
RF_Gyr_X_spec_centroid,0.046890,Negligible,-0.046392,Negligible,-0.096768,Negligible
RF_Gyr_X_spec_power,0.754159,Medium,0.590632,Medium,-0.059673,Negligible
RF_Gyr_Y_mean,-0.052224,Negligible,-0.014075,Negligible,0.041668,Negligible
RF_Gyr_Y_std,0.785975,Medium,0.948501,Large,0.188560,Negligible
RF_Gyr_Y_rms,0.786258,Medium,0.949490,Large,0.189158,Negligible
RF_Gyr_Y_dom_freq,0.147282,Negligible,0.216453,Small,0.085273,Negligible
RF_Gyr_Y_spec_centroid,0.021688,Negligible,-0.104120,Negligible,-0.135997,Negligible
RF_Gyr_Y_spec_power,0.887470,Large,1.019261,Large,0.162111,Negligible
RF_Gyr_Z_mean,0.444564,Small,-0.100803,Negligible,-0.602877,Medium
RF_Gyr_Z_std,0.928781,Large,0.725038,Medium,-0.059952,Negligible
RF_Gyr_Z_rms,0.928340,Large,0.722225,Medium,-0.064121,Negligible
RF_Gyr_Z_dom_freq,-0.177892,Negligible,-0.100140,Negligible,0.084793,Negligible
RF_Gyr_Z_spec_centroid,-0.076675,Negligible,-0.138731,Negligible,-0.088058,Negligible
RF_Gyr_Z_spec_power,1.006636,Large,0.662986,Medium,-0.170065,Negligible
