Feature,H_Statistic,p_value,eta_squared,Effect_Size,Significant
LB_Acc_Z_spec_power,1470.803985,0.000000,0.127379,Medium,Yes
HE_FreeAcc_Y_spec_centroid,1437.180895,0.000000,0.124538,Medium,Yes
LF_Gyr_Y_rms,1400.152172,0.000000,0.121378,Medium,Yes
LF_Gyr_Y_std,1399.502605,0.000000,0.121322,Medium,Yes
LF_Gyr_Y_spec_power,1399.500260,0.000000,0.121321,Medium,Yes
LF_Acc_X_rms,1390.093471,0.000000,0.120505,Medium,Yes
HE_Acc_Z_rms,1379.188218,0.000000,0.119506,Medium,Yes
RF_FreeAcc_X_mean,1364.702495,0.000000,0.118290,Medium,Yes
RF_Acc_X_rms,1284.820067,0.000000,0.111356,Medium,Yes
RF_FreeAcc_Z_std,1255.782222,0.000000,0.108835,Medium,Yes
RF_Acc_Z_std,1255.782222,0.000000,0.108835,Medium,Yes
RF_FreeAcc_Z_spec_power,1255.780672,0.000000,0.108835,Medium,Yes
RF_Acc_Z_spec_power,1255.780672,0.000000,0.108835,Medium,Yes
RF_FreeAcc_Z_rms,1246.595496,0.000000,0.108038,Medium,Yes
LF_Acc_Y_std,1217.958465,0.000000,0.105561,Medium,Yes
LF_FreeAcc_Y_std,1217.958465,0.000000,0.105561,Medium,Yes
LF_FreeAcc_Y_spec_power,1217.957960,0.000000,0.105561,Medium,Yes
LF_Acc_Y_spec_power,1217.957960,0.000000,0.105561,Medium,Yes
LF_Acc_Z_mean,1205.225552,0.000000,0.104456,Medium,Yes
LF_FreeAcc_Y_rms,1194.931230,0.000000,0.103562,Medium,Yes
HE_Acc_Z_mean,1182.891030,0.000000,0.102472,Medium,Yes
RF_Gyr_Y_rms,1159.822729,0.000000,0.100505,Medium,Yes
RF_Gyr_Y_std,1158.735735,0.000000,0.100411,Medium,Yes
RF_Gyr_Y_spec_power,1158.733689,0.000000,0.100411,Medium,Yes
LF_FreeAcc_X_mean,1151.828201,0.000000,0.099820,Medium,Yes
RF_Gyr_Z_std,1103.153798,0.000000,0.095586,Medium,Yes
RF_Gyr_Z_spec_power,1103.152759,0.000000,0.095586,Medium,Yes
RF_Gyr_Z_rms,1102.390450,0.000000,0.095520,Medium,Yes
HE_Gyr_Z_std,1062.118677,0.000000,0.091992,Medium,Yes
HE_Gyr_Z_spec_power,1062.117172,0.000000,0.091992,Medium,Yes
LF_Acc_Y_rms,1052.613269,0.000000,0.091207,Medium,Yes
HE_Acc_Z_spec_power,1036.041614,0.000000,0.089729,Medium,Yes
HE_FreeAcc_Z_spec_power,1036.041614,0.000000,0.089729,Medium,Yes
HE_Acc_Z_std,1036.040965,0.000000,0.089729,Medium,Yes
HE_FreeAcc_Z_std,1036.040965,0.000000,0.089729,Medium,Yes
HE_Gyr_Z_rms,1012.991327,0.000000,0.087729,Medium,Yes
LB_FreeAcc_Z_rms,954.230658,0.000000,0.082580,Medium,Yes
HE_Gyr_Y_std,951.158525,0.000000,0.082364,Medium,Yes
HE_Gyr_Y_spec_power,951.156991,0.000000,0.082364,Medium,Yes
LB_FreeAcc_X_spec_centroid,943.325369,0.000000,0.081634,Medium,Yes
LB_Acc_X_spec_centroid,943.325369,0.000000,0.081634,Medium,Yes
HE_Acc_X_mean,941.305543,0.000000,0.081509,Medium,Yes
HE_FreeAcc_Y_spec_power,932.458673,0.000000,0.080741,Medium,Yes
HE_FreeAcc_Y_std,932.457811,0.000000,0.080741,Medium,Yes
LB_Gyr_Y_std,931.506174,0.000000,0.080609,Medium,Yes
LB_Gyr_Y_spec_power,931.505190,0.000000,0.080609,Medium,Yes
HE_Gyr_Y_rms,922.689801,0.000000,0.079893,Medium,Yes
LB_Gyr_Z_spec_power,919.044644,0.000000,0.079529,Medium,Yes
LB_Gyr_Z_std,919.044082,0.000000,0.079529,Medium,Yes
LB_Gyr_Y_rms,918.570730,0.000000,0.079488,Medium,Yes
LB_FreeAcc_Y_dom_freq,916.545635,0.000000,0.079291,Medium,Yes
LB_Acc_Y_dom_freq,916.545635,0.000000,0.079291,Medium,Yes
HE_Acc_X_spec_centroid,892.721027,0.000000,0.077293,Medium,Yes
RF_FreeAcc_Z_mean,886.441267,0.000000,0.076774,Medium,Yes
LB_Gyr_Z_rms,865.209704,0.000000,0.074860,Medium,Yes
RF_FreeAcc_Z_dom_freq,856.309234,0.000000,0.074069,Medium,Yes
RF_Acc_Z_dom_freq,856.309234,0.000000,0.074069,Medium,Yes
LF_Acc_X_mean,841.478207,0.000000,0.072878,Medium,Yes
LB_FreeAcc_Y_std,799.999406,0.000000,0.069205,Medium,Yes
LB_Acc_Y_std,799.999406,0.000000,0.069205,Medium,Yes
LB_FreeAcc_Y_spec_power,799.997314,0.000000,0.069205,Medium,Yes
LB_Acc_Y_spec_power,799.997314,0.000000,0.069205,Medium,Yes
RF_Gyr_Z_mean,784.003058,0.000000,0.067882,Medium,Yes
RF_Acc_X_mean,743.110752,0.000000,0.064333,Medium,Yes
LB_FreeAcc_Z_spec_centroid,732.563510,0.000000,0.063356,Medium,Yes
LB_Acc_Z_spec_centroid,732.563510,0.000000,0.063356,Medium,Yes
LF_Acc_Z_dom_freq,731.744361,0.000000,0.063269,Medium,Yes
LF_FreeAcc_Z_dom_freq,731.744361,0.000000,0.063269,Medium,Yes
HE_FreeAcc_Y_rms,695.332997,0.000000,0.060164,Medium,Yes
RF_Gyr_X_std,693.878421,0.000000,0.060059,Medium,Yes
RF_Gyr_X_spec_power,693.876895,0.000000,0.060059,Medium,Yes
RF_Gyr_X_rms,675.279846,0.000000,0.058444,Small,Yes
HE_FreeAcc_X_mean,664.046096,0.000000,0.057449,Small,Yes
HE_FreeAcc_X_rms,658.193634,0.000000,0.056941,Small,Yes
LF_Gyr_Z_std,632.289840,0.000000,0.054717,Small,Yes
LF_Gyr_Z_spec_power,632.288218,0.000000,0.054717,Small,Yes
LF_Gyr_Z_rms,624.886077,0.000000,0.054075,Small,Yes
LF_Gyr_X_std,618.987531,0.000000,0.053563,Small,Yes
LF_Gyr_X_spec_power,618.987393,0.000000,0.053563,Small,Yes
LF_Gyr_X_rms,609.772846,0.000000,0.052763,Small,Yes
LF_FreeAcc_Z_mean,523.872395,0.000000,0.045305,Small,Yes
HE_Acc_X_rms,520.879384,0.000000,0.045026,Small,Yes
LB_FreeAcc_Z_dom_freq,513.640492,0.000000,0.044359,Small,Yes
LB_Acc_Z_dom_freq,513.640492,0.000000,0.044359,Small,Yes
LB_FreeAcc_Y_rms,510.935997,0.000000,0.044136,Small,Yes
HE_Gyr_X_spec_power,481.294779,0.000000,0.041591,Small,Yes
HE_Gyr_X_std,481.294543,0.000000,0.041591,Small,Yes
RF_FreeAcc_Y_mean,475.660291,0.000000,0.041116,Small,Yes
HE_FreeAcc_X_spec_power,459.171966,0.000000,0.039671,Small,Yes
HE_FreeAcc_X_std,459.171043,0.000000,0.039671,Small,Yes
LB_Gyr_Y_dom_freq,434.252141,0.000000,0.037476,Small,Yes
LB_Acc_Y_mean,426.598107,0.000000,0.036822,Small,Yes
HE_Gyr_X_rms,403.158203,0.000000,0.034811,Small,Yes
LB_Gyr_Z_dom_freq,398.727968,0.000000,0.034396,Small,Yes
LB_Gyr_X_std,383.430371,0.000000,0.033079,Small,Yes
LB_Gyr_X_spec_power,383.428697,0.000000,0.033079,Small,Yes
LB_Gyr_X_rms,338.835651,0.000000,0.029211,Small,Yes
LB_Gyr_X_mean,326.974384,0.000000,0.028183,Small,Yes
LB_Gyr_Y_mean,294.583817,0.000000,0.025374,Small,Yes
HE_Gyr_X_mean,276.793190,0.000000,0.023845,Small,Yes
LB_Acc_Y_rms,249.525469,0.000000,0.021466,Small,Yes
HE_Acc_Z_spec_centroid,239.750644,0.000000,0.020631,Small,Yes
HE_FreeAcc_Z_spec_centroid,239.750644,0.000000,0.020631,Small,Yes
HE_Acc_Y_mean,237.377517,0.000000,0.020425,Small,Yes
LF_Gyr_Y_dom_freq,207.349791,0.000000,0.017804,Small,Yes
HE_Acc_Y_dom_freq,198.667857,0.000000,0.017051,Small,Yes
HE_Acc_Y_spec_centroid,190.169252,0.000000,0.016328,Small,Yes
HE_Gyr_Z_spec_centroid,186.991868,0.000000,0.016053,Small,Yes
HE_FreeAcc_Z_rms,185.009160,0.000000,0.015881,Small,Yes
HE_Gyr_Y_dom_freq,183.325262,0.000000,0.015721,Small,Yes
HE_Acc_X_dom_freq,178.955066,0.000000,0.015342,Small,Yes
RF_Gyr_Y_dom_freq,178.173587,0.000000,0.015274,Small,Yes
HE_Gyr_Y_spec_centroid,168.839448,0.000000,0.014478,Small,Yes
HE_Gyr_Z_dom_freq,167.763785,0.000000,0.014372,Small,Yes
LF_FreeAcc_Y_mean,164.335940,0.000000,0.014093,Small,Yes
HE_FreeAcc_Y_mean,152.604430,0.000000,0.013069,Small,Yes
LB_Gyr_Y_spec_centroid,148.942127,0.000000,0.012743,Small,Yes
LF_Gyr_X_dom_freq,147.359222,0.000000,0.012603,Small,Yes
HE_Acc_Y_std,114.994269,0.000000,0.009805,Negligible,Yes
HE_Acc_Y_spec_power,114.993742,0.000000,0.009805,Negligible,Yes
HE_Acc_Z_dom_freq,112.867686,0.000000,0.009612,Negligible,Yes
HE_FreeAcc_Z_dom_freq,112.867686,0.000000,0.009612,Negligible,Yes
HE_Gyr_X_dom_freq,110.643482,0.000000,0.009419,Negligible,Yes
HE_Gyr_X_spec_centroid,107.229184,0.000000,0.009131,Negligible,Yes
LF_Gyr_Z_mean,86.947491,0.000000,0.007375,Negligible,Yes
HE_Gyr_Y_mean,85.676381,0.000000,0.007261,Negligible,Yes
HE_FreeAcc_Z_mean,83.036019,0.000000,0.007032,Negligible,Yes
LB_Gyr_X_dom_freq,82.447946,0.000000,0.006975,Negligible,Yes
LB_FreeAcc_Z_mean,80.216596,0.000000,0.006783,Negligible,Yes
LB_Gyr_Z_mean,75.789144,0.000000,0.006399,Negligible,Yes
LF_Gyr_Y_mean,74.483727,0.000000,0.006293,Negligible,Yes
HE_Gyr_Z_mean,66.893292,0.000000,0.005631,Negligible,Yes
RF_Gyr_X_dom_freq,66.252663,0.000000,0.005571,Negligible,Yes
LB_Acc_Z_rms,65.017691,0.000000,0.005465,Negligible,Yes
RF_Gyr_X_mean,58.856939,0.000000,0.004935,Negligible,Yes
HE_Acc_Y_rms,48.409291,0.000000,0.004027,Negligible,Yes
LB_FreeAcc_X_mean,47.040299,0.000000,0.003906,Negligible,Yes
LF_Gyr_Z_dom_freq,43.083271,0.000000,0.003562,Negligible,Yes
LB_Gyr_X_spec_centroid,26.745701,0.000002,0.002146,Negligible,Yes
RF_FreeAcc_Y_dom_freq,26.573270,0.000002,0.002131,Negligible,Yes
RF_Acc_Y_dom_freq,26.573270,0.000002,0.002131,Negligible,Yes
LB_FreeAcc_Y_mean,26.399978,0.000002,0.002116,Negligible,Yes
RF_Gyr_Z_spec_centroid,24.454234,0.000005,0.001949,Negligible,Yes
LF_Gyr_Z_spec_centroid,23.727210,0.000007,0.001886,Negligible,Yes
LF_Acc_X_dom_freq,22.158322,0.000015,0.001748,Negligible,Yes
LF_FreeAcc_X_dom_freq,22.158322,0.000015,0.001748,Negligible,Yes
RF_Gyr_Z_dom_freq,20.482364,0.000036,0.001602,Negligible,Yes
LB_Gyr_Z_spec_centroid,14.848959,0.000596,0.001114,Negligible,Yes
HE_FreeAcc_X_spec_centroid,13.149291,0.001395,0.000967,Negligible,No
LF_Gyr_X_spec_centroid,10.486763,0.005282,0.000737,Negligible,No
LF_FreeAcc_Y_dom_freq,6.102496,0.047300,0.000356,Negligible,No
LF_Acc_Y_dom_freq,6.102496,0.047300,0.000356,Negligible,No
RF_Gyr_Y_mean,4.736683,0.093636,0.000238,Negligible,No
LB_FreeAcc_X_dom_freq,4.313174,0.115719,0.000201,Negligible,No
LB_Acc_X_dom_freq,4.313174,0.115719,0.000201,Negligible,No
RF_Acc_X_dom_freq,3.644132,0.161691,0.000143,Negligible,No
RF_FreeAcc_X_dom_freq,3.644132,0.161691,0.000143,Negligible,No
LF_Gyr_Y_spec_centroid,2.579809,0.275297,0.000050,Negligible,No
LB_Acc_Z_mean,1.077190,0.583568,-0.000080,Negligible,No
RF_Gyr_Y_spec_centroid,1.071208,0.585316,-0.000081,Negligible,No
RF_Gyr_X_spec_centroid,0.193765,0.907663,-0.000157,Negligible,No
