Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
HE_FreeAcc_X_spec_centroid,0.105318,Negligible,-0.044112,Negligible,-0.149011,Negligible
HE_FreeAcc_X_spec_power,0.480599,Small,0.418963,Small,-0.096812,Negligible
HE_FreeAcc_Y_mean,-0.115465,Negligible,0.352682,Small,0.404695,Small
HE_FreeAcc_Y_std,1.284933,Large,0.729261,Medium,-0.431045,Small
HE_FreeAcc_Y_rms,0.938492,Large,0.702652,Medium,-0.226303,Small
HE_FreeAcc_Y_dom_freq,1.088770,Large,-0.295593,Small,-1.338805,Large
HE_FreeAcc_Y_spec_centroid,0.650378,Medium,-0.244207,Small,-0.866880,Large
HE_FreeAcc_Y_spec_power,1.403979,Large,0.749368,Medium,-0.443878,Small
HE_FreeAcc_Z_mean,0.202120,Small,0.394767,Small,0.228145,Small
HE_FreeAcc_Z_std,0.941404,Large,0.444208,Small,-0.465264,Small
HE_FreeAcc_Z_rms,0.418057,Small,0.297310,Small,-0.114601,Negligible
HE_FreeAcc_Z_dom_freq,0.127844,Negligible,0.249628,Small,0.115583,Negligible
HE_FreeAcc_Z_spec_centroid,0.348538,Small,-0.016334,Negligible,-0.365338,Small
HE_FreeAcc_Z_spec_power,0.804537,Large,0.387363,Small,-0.359456,Small
HE_Gyr_X_mean,0.024473,Negligible,0.213600,Small,0.190621,Negligible
HE_Gyr_X_std,0.371810,Small,0.027502,Negligible,-0.325755,Small
HE_Gyr_X_rms,0.332576,Small,0.176137,Negligible,-0.147511,Negligible
HE_Gyr_X_dom_freq,-0.075825,Negligible,0.368761,Small,0.317316,Small
HE_Gyr_X_spec_centroid,0.048433,Negligible,0.231582,Small,0.201962,Small
HE_Gyr_X_spec_power,0.195926,Negligible,-0.056823,Negligible,-0.241825,Small
HE_Gyr_Y_mean,-0.217579,Small,-0.041564,Negligible,0.203884,Small
HE_Gyr_Y_std,0.778856,Medium,0.439891,Small,-0.238812,Small
HE_Gyr_Y_rms,0.797353,Medium,0.542499,Medium,-0.158847,Negligible
HE_Gyr_Y_dom_freq,-0.114909,Negligible,0.148567,Negligible,0.237940,Small
HE_Gyr_Y_spec_centroid,-0.065726,Negligible,0.055746,Negligible,0.120924,Negligible
HE_Gyr_Y_spec_power,0.659740,Medium,0.264804,Small,-0.284129,Small
HE_Gyr_Z_mean,0.084092,Negligible,0.119708,Negligible,0.060919,Negligible
HE_Gyr_Z_std,0.970827,Large,0.291853,Small,-0.566693,Medium
HE_Gyr_Z_rms,0.973177,Large,0.319915,Small,-0.538272,Medium
HE_Gyr_Z_dom_freq,0.195192,Negligible,0.505950,Medium,0.239676,Small
HE_Gyr_Z_spec_centroid,0.028922,Negligible,0.139539,Negligible,0.110380,Negligible
HE_Gyr_Z_spec_power,0.907458,Large,0.163231,Negligible,-0.589732,Medium
LB_Acc_X_mean,0.508792,Medium,-0.164700,Negligible,-0.658317,Medium
LB_Acc_X_std,1.758980,Large,1.190274,Large,-0.426034,Small
LB_Acc_X_rms,0.796664,Medium,0.141231,Negligible,-0.692625,Medium
LB_Acc_X_dom_freq,-0.134831,Negligible,-0.274189,Small,-0.087582,Negligible
LB_Acc_X_spec_centroid,0.533582,Medium,-0.299843,Small,-0.815204,Large
LB_Acc_X_spec_power,1.713302,Large,1.089280,Large,-0.378631,Small
LB_Acc_Y_mean,0.186084,Negligible,-0.355525,Small,-0.414862,Small
LB_Acc_Y_std,1.002406,Large,0.289578,Small,-0.748332,Medium
LB_Acc_Y_rms,0.543068,Medium,0.241712,Small,-0.329635,Small
LB_Acc_Y_dom_freq,1.486395,Large,0.708085,Medium,-0.477109,Small
LB_Acc_Y_spec_centroid,1.046931,Large,0.249926,Small,-0.823849,Large
LB_Acc_Y_spec_power,0.994218,Large,0.350078,Small,-0.653900,Medium
LB_Acc_Z_mean,0.045779,Negligible,-0.065045,Negligible,-0.092126,Negligible
LB_Acc_Z_std,1.529203,Large,1.214283,Large,-0.187934,Negligible
LB_Acc_Z_rms,0.053005,Negligible,0.287884,Small,0.195035,Negligible
LB_Acc_Z_dom_freq,0.452963,Small,0.741567,Medium,0.167856,Negligible
LB_Acc_Z_spec_centroid,0.560421,Medium,-0.154770,Negligible,-0.701867,Medium
LB_Acc_Z_spec_power,1.571586,Large,1.147870,Large,-0.208922,Small
LB_FreeAcc_X_mean,0.082286,Negligible,0.276554,Small,0.170602,Negligible
LB_FreeAcc_X_std,1.758980,Large,1.190274,Large,-0.426034,Small
LB_FreeAcc_X_rms,1.754323,Large,1.190174,Large,-0.419883,Small
LB_FreeAcc_X_dom_freq,-0.134831,Negligible,-0.274189,Small,-0.087582,Negligible
LB_FreeAcc_X_spec_centroid,0.533582,Medium,-0.299843,Small,-0.815204,Large
LB_FreeAcc_X_spec_power,1.713302,Large,1.089280,Large,-0.378631,Small
LB_FreeAcc_Y_mean,0.045470,Negligible,0.118410,Negligible,0.029687,Negligible
LB_FreeAcc_Y_std,1.002406,Large,0.289578,Small,-0.748332,Medium
LB_FreeAcc_Y_rms,0.823103,Large,0.267448,Small,-0.581857,Medium
LB_FreeAcc_Y_dom_freq,1.486395,Large,0.708085,Medium,-0.477109,Small
LB_FreeAcc_Y_spec_centroid,1.046931,Large,0.249926,Small,-0.823849,Large
LB_FreeAcc_Y_spec_power,0.994218,Large,0.350078,Small,-0.653900,Medium
LB_FreeAcc_Z_mean,0.079064,Negligible,-0.176891,Negligible,-0.250360,Small
LB_FreeAcc_Z_std,1.529203,Large,1.214283,Large,-0.187934,Negligible
LB_FreeAcc_Z_rms,1.214971,Large,0.906714,Large,-0.249526,Small
LB_FreeAcc_Z_dom_freq,0.452963,Small,0.741567,Medium,0.167856,Negligible
LB_FreeAcc_Z_spec_centroid,0.560421,Medium,-0.154770,Negligible,-0.701867,Medium
LB_FreeAcc_Z_spec_power,1.571586,Large,1.147870,Large,-0.208922,Small
LB_Gyr_X_mean,0.072879,Negligible,0.354051,Small,0.330488,Small
LB_Gyr_X_std,0.460581,Small,0.433053,Small,-0.078439,Negligible
LB_Gyr_X_rms,0.450037,Small,0.423350,Small,-0.066295,Negligible
LB_Gyr_X_dom_freq,0.292679,Small,0.625400,Medium,0.312294,Small
LB_Gyr_X_spec_centroid,0.330133,Small,0.372194,Small,0.061194,Negligible
LB_Gyr_X_spec_power,0.360564,Small,0.408302,Small,0.005718,Negligible
LB_Gyr_Y_mean,-0.356066,Small,-0.530549,Medium,-0.186449,Negligible
LB_Gyr_Y_std,-0.198239,Negligible,0.637789,Medium,0.700985,Medium
LB_Gyr_Y_rms,-0.192334,Negligible,0.642332,Medium,0.699468,Medium
LB_Gyr_Y_dom_freq,0.455645,Small,0.501738,Medium,0.096171,Negligible
LB_Gyr_Y_spec_centroid,0.350110,Small,0.591483,Medium,0.253667,Small
LB_Gyr_Y_spec_power,-0.188818,Negligible,0.528486,Medium,0.630495,Medium
LB_Gyr_Z_mean,-0.235436,Small,0.093379,Negligible,0.335718,Small
LB_Gyr_Z_std,0.402570,Small,1.214457,Large,0.666977,Medium
LB_Gyr_Z_rms,0.400925,Small,1.212262,Large,0.668150,Medium
LB_Gyr_Z_dom_freq,0.673463,Medium,0.728953,Medium,0.012030,Negligible
LB_Gyr_Z_spec_centroid,0.120884,Negligible,0.163429,Negligible,0.043800,Negligible
LB_Gyr_Z_spec_power,0.355731,Small,1.037266,Large,0.612281,Medium
LF_Acc_X_mean,1.174833,Large,1.273673,Large,0.067238,Negligible
LF_Acc_X_std,1.807046,Large,1.230483,Large,-0.466071,Small
LF_Acc_X_rms,1.608813,Large,1.402695,Large,-0.161358,Negligible
LF_Acc_X_dom_freq,0.078494,Negligible,0.069925,Negligible,-0.012451,Negligible
LF_Acc_X_spec_centroid,0.653352,Medium,-0.301347,Small,-0.921975,Large
LF_Acc_X_spec_power,1.987069,Large,1.170184,Large,-0.517178,Medium
LF_Acc_Y_mean,0.786574,Medium,-0.433934,Small,-1.434520,Large
LF_Acc_Y_std,1.225290,Large,0.984085,Large,-0.203316,Small
LF_Acc_Y_rms,1.018076,Large,0.943837,Large,-0.021718,Negligible
LF_Acc_Y_dom_freq,0.183528,Negligible,-0.109417,Negligible,-0.333574,Small
LF_Acc_Y_spec_centroid,0.944819,Large,-0.626620,Medium,-1.520994,Large
LF_Acc_Y_spec_power,1.188508,Large,0.865301,Large,-0.187321,Negligible
LF_Acc_Z_mean,0.694007,Medium,0.067655,Negligible,-0.666675,Medium
LF_Acc_Z_std,1.593315,Large,1.050513,Large,-0.455929,Small
LF_Acc_Z_rms,1.532843,Large,0.702300,Medium,-0.821528,Large
LF_Acc_Z_dom_freq,1.021737,Large,0.207904,Small,-0.784579,Medium
LF_Acc_Z_spec_centroid,0.689596,Medium,-0.244707,Small,-0.899225,Large
LF_Acc_Z_spec_power,1.573203,Large,1.007120,Large,-0.410822,Small
LF_FreeAcc_X_mean,1.158341,Large,0.945005,Large,-0.058562,Negligible
LF_FreeAcc_X_std,1.807046,Large,1.230483,Large,-0.466071,Small
LF_FreeAcc_X_rms,1.827980,Large,1.378813,Large,-0.365156,Small
LF_FreeAcc_X_dom_freq,0.078494,Negligible,0.069925,Negligible,-0.012451,Negligible
LF_FreeAcc_X_spec_centroid,0.653352,Medium,-0.301347,Small,-0.921975,Large
LF_FreeAcc_X_spec_power,1.987069,Large,1.170184,Large,-0.517178,Medium
LF_FreeAcc_Y_mean,0.033991,Negligible,-0.607433,Medium,-0.679006,Medium
LF_FreeAcc_Y_std,1.225290,Large,0.984085,Large,-0.203316,Small
LF_FreeAcc_Y_rms,1.214369,Large,0.996630,Large,-0.185921,Negligible
LF_FreeAcc_Y_dom_freq,0.183528,Negligible,-0.109417,Negligible,-0.333574,Small
LF_FreeAcc_Y_spec_centroid,0.944819,Large,-0.626620,Medium,-1.520994,Large
LF_FreeAcc_Y_spec_power,1.188508,Large,0.865301,Large,-0.187321,Negligible
LF_FreeAcc_Z_mean,0.640526,Medium,0.405662,Small,-0.233810,Small
LF_FreeAcc_Z_std,1.593315,Large,1.050513,Large,-0.455929,Small
LF_FreeAcc_Z_rms,1.599401,Large,1.064083,Large,-0.442088,Small
LF_FreeAcc_Z_dom_freq,1.021737,Large,0.207904,Small,-0.784579,Medium
LF_FreeAcc_Z_spec_centroid,0.689596,Medium,-0.244707,Small,-0.899225,Large
LF_FreeAcc_Z_spec_power,1.573203,Large,1.007120,Large,-0.410822,Small
LF_Gyr_X_mean,0.858151,Large,-0.136269,Negligible,-1.189832,Large
LF_Gyr_X_std,0.779870,Medium,1.076870,Large,0.170823,Negligible
LF_Gyr_X_rms,0.803512,Large,1.071029,Large,0.158886,Negligible
LF_Gyr_X_dom_freq,-0.130151,Negligible,-0.030383,Negligible,0.104369,Negligible
LF_Gyr_X_spec_centroid,0.161457,Negligible,0.219308,Small,0.046988,Negligible
LF_Gyr_X_spec_power,0.685730,Medium,0.935897,Large,0.170097,Negligible
LF_Gyr_Y_mean,-0.218417,Small,-0.004330,Negligible,0.228872,Small
LF_Gyr_Y_std,1.425111,Large,1.476854,Large,-0.137566,Negligible
LF_Gyr_Y_rms,1.424552,Large,1.477294,Large,-0.136764,Negligible
LF_Gyr_Y_dom_freq,0.168368,Negligible,0.391019,Small,0.120002,Negligible
LF_Gyr_Y_spec_centroid,-0.084553,Negligible,0.174289,Negligible,0.245558,Small
LF_Gyr_Y_spec_power,1.586964,Large,1.505899,Large,-0.123042,Negligible
LF_Gyr_Z_mean,-0.066342,Negligible,0.304939,Small,0.482716,Small
LF_Gyr_Z_std,0.693521,Medium,0.890481,Large,0.256104,Small
LF_Gyr_Z_rms,0.699460,Medium,0.895829,Large,0.255582,Small
LF_Gyr_Z_dom_freq,0.046683,Negligible,0.037612,Negligible,-0.015062,Negligible
LF_Gyr_Z_spec_centroid,-0.003287,Negligible,0.192713,Negligible,0.184200,Negligible
LF_Gyr_Z_spec_power,0.704610,Medium,0.768324,Medium,0.203484,Small
RF_Acc_X_mean,0.919277,Large,1.246825,Large,0.176347,Negligible
RF_Acc_X_std,1.819020,Large,1.162622,Large,-0.589686,Medium
RF_Acc_X_rms,1.437518,Large,1.455117,Large,-0.079434,Negligible
RF_Acc_X_dom_freq,0.242122,Small,-0.010656,Negligible,-0.247189,Small
RF_Acc_X_spec_centroid,0.695554,Medium,-0.380228,Small,-1.042747,Large
RF_Acc_X_spec_power,2.029705,Large,1.120362,Large,-0.625581,Medium
RF_Acc_Y_mean,-0.482005,Small,0.191091,Negligible,0.814197,Large
RF_Acc_Y_std,1.544955,Large,0.754927,Medium,-0.726938,Medium
RF_Acc_Y_rms,1.292020,Large,0.984673,Large,-0.293736,Small
RF_Acc_Y_dom_freq,0.062523,Negligible,-0.192270,Negligible,-0.318624,Small
RF_Acc_Y_spec_centroid,0.974933,Large,-0.342028,Small,-1.359636,Large
RF_Acc_Y_spec_power,1.530645,Large,0.707004,Medium,-0.661458,Medium
RF_Acc_Z_mean,0.829209,Large,0.165437,Negligible,-0.710505,Medium
RF_Acc_Z_std,1.338527,Large,1.087386,Large,-0.277296,Small
RF_Acc_Z_rms,1.488963,Large,0.761267,Medium,-0.750285,Medium
RF_Acc_Z_dom_freq,1.277124,Large,0.277696,Small,-0.955112,Large
RF_Acc_Z_spec_centroid,0.718552,Medium,-0.326870,Small,-1.025630,Large
RF_Acc_Z_spec_power,1.313711,Large,1.051927,Large,-0.204117,Small
RF_FreeAcc_X_mean,1.511269,Large,1.626661,Large,-0.082106,Negligible
RF_FreeAcc_X_std,1.819020,Large,1.162622,Large,-0.589686,Medium
RF_FreeAcc_X_rms,1.808255,Large,1.325835,Large,-0.454453,Small
RF_FreeAcc_X_dom_freq,0.242122,Small,-0.010656,Negligible,-0.247189,Small
RF_FreeAcc_X_spec_centroid,0.695554,Medium,-0.380228,Small,-1.042747,Large
RF_FreeAcc_X_spec_power,2.029705,Large,1.120362,Large,-0.625581,Medium
RF_FreeAcc_Y_mean,-0.127654,Negligible,-0.140037,Negligible,-0.016720,Negligible
RF_FreeAcc_Y_std,1.544955,Large,0.754927,Medium,-0.726938,Medium
RF_FreeAcc_Y_rms,1.553329,Large,0.806006,Large,-0.681424,Medium
RF_FreeAcc_Y_dom_freq,0.062523,Negligible,-0.192270,Negligible,-0.318624,Small
RF_FreeAcc_Y_spec_centroid,0.974933,Large,-0.342028,Small,-1.359636,Large
RF_FreeAcc_Y_spec_power,1.530645,Large,0.707004,Medium,-0.661458,Medium
RF_FreeAcc_Z_mean,0.780355,Medium,0.287859,Small,-0.514003,Medium
RF_FreeAcc_Z_std,1.338527,Large,1.087386,Large,-0.277296,Small
RF_FreeAcc_Z_rms,1.343432,Large,1.102235,Large,-0.261179,Small
RF_FreeAcc_Z_dom_freq,1.277124,Large,0.277696,Small,-0.955112,Large
RF_FreeAcc_Z_spec_centroid,0.718552,Medium,-0.326870,Small,-1.025630,Large
RF_FreeAcc_Z_spec_power,1.313711,Large,1.051927,Large,-0.204117,Small
RF_Gyr_X_mean,-0.742938,Medium,0.171100,Negligible,1.105891,Large
RF_Gyr_X_std,1.038605,Large,0.658960,Medium,-0.327549,Small
RF_Gyr_X_rms,1.054514,Large,0.667862,Medium,-0.333516,Small
RF_Gyr_X_dom_freq,-0.098398,Negligible,-0.014437,Negligible,0.084816,Negligible
RF_Gyr_X_spec_centroid,0.315387,Small,0.331896,Small,0.024877,Negligible
RF_Gyr_X_spec_power,1.024501,Large,0.531836,Medium,-0.357644,Small
RF_Gyr_Y_mean,-0.170689,Negligible,-0.125615,Negligible,0.049685,Negligible
RF_Gyr_Y_std,1.282479,Large,1.358363,Large,-0.121287,Negligible
RF_Gyr_Y_rms,1.282109,Large,1.359293,Large,-0.120368,Negligible
RF_Gyr_Y_dom_freq,0.269405,Small,0.352620,Small,0.006009,Negligible
RF_Gyr_Y_spec_centroid,-0.044394,Negligible,0.164705,Negligible,0.194902,Negligible
RF_Gyr_Y_spec_power,1.387082,Large,1.378179,Large,-0.086921,Negligible
RF_Gyr_Z_mean,0.359323,Small,-0.172562,Negligible,-0.663510,Medium
RF_Gyr_Z_std,1.268164,Large,0.810102,Large,-0.287539,Small
RF_Gyr_Z_rms,1.276673,Large,0.819648,Large,-0.286509,Small
RF_Gyr_Z_dom_freq,-0.151425,Negligible,-0.120299,Negligible,0.054866,Negligible
RF_Gyr_Z_spec_centroid,0.102785,Negligible,0.166298,Negligible,0.072334,Negligible
RF_Gyr_Z_spec_power,1.271777,Large,0.684597,Medium,-0.358420,Small
