Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
HE_Gyr_Y_std,0.641759,Medium,0.519503,Medium,-0.096708,Negligible
HE_Gyr_Y_rms,0.666952,Medium,0.590497,Medium,-0.049956,Negligible
HE_Gyr_Y_dom_freq,-0.221205,Small,0.167182,Negligible,0.353467,Small
HE_Gyr_Y_spec_centroid,-0.221206,Small,-0.052737,Negligible,0.163882,Negligible
HE_Gyr_Y_spec_power,0.180888,Negligible,0.354455,Small,-0.032385,Negligible
HE_Gyr_Z_mean,0.178516,Negligible,-0.034832,Negligible,-0.238364,Small
HE_Gyr_Z_std,0.890903,Large,0.435765,Small,-0.342077,Small
HE_Gyr_Z_rms,0.864438,Large,0.426295,Small,-0.328890,Small
HE_Gyr_Z_dom_freq,-0.127438,Negligible,0.199833,Negligible,0.287162,Small
HE_Gyr_Z_spec_centroid,-0.177529,Negligible,-0.042666,Negligible,0.127498,Negligible
HE_Gyr_Z_spec_power,0.855693,Large,0.352929,Small,-0.402534,Small
LB_Acc_X_mean,0.532232,Medium,-0.149239,Negligible,-0.666805,Medium
LB_Acc_X_std,1.206791,Large,0.946947,Large,-0.065685,Negligible
LB_Acc_X_rms,0.734235,Medium,0.098638,Negligible,-0.664265,Medium
LB_Acc_X_dom_freq,-0.092220,Negligible,-0.263130,Small,-0.174096,Negligible
LB_Acc_X_spec_centroid,0.565408,Medium,-0.175765,Negligible,-0.740400,Medium
LB_Acc_X_spec_power,1.225934,Large,0.868445,Large,-0.137191,Negligible
LB_Acc_Y_mean,0.243791,Small,-0.392787,Small,-0.502628,Medium
LB_Acc_Y_std,0.660410,Medium,0.365624,Small,-0.232208,Small
LB_Acc_Y_rms,0.315608,Small,0.276798,Small,-0.033183,Negligible
LB_Acc_Y_dom_freq,1.010475,Large,0.678551,Medium,-0.112984,Negligible
LB_Acc_Y_spec_centroid,0.817625,Large,0.000021,Negligible,-0.807301,Large
LB_Acc_Y_spec_power,0.706150,Medium,0.371740,Small,-0.291313,Small
LB_Acc_Z_mean,0.035181,Negligible,-0.078793,Negligible,-0.092600,Negligible
LB_Acc_Z_std,0.986692,Large,0.970357,Large,0.155865,Negligible
LB_Acc_Z_rms,-0.031895,Negligible,0.221986,Small,0.228085,Small
LB_Acc_Z_dom_freq,0.266506,Small,0.621662,Medium,0.351070,Small
LB_Acc_Z_spec_centroid,0.521988,Medium,-0.093978,Negligible,-0.608901,Medium
LB_Acc_Z_spec_power,1.069977,Large,0.941393,Large,0.065165,Negligible
LB_FreeAcc_X_mean,0.089118,Negligible,0.233190,Small,0.111287,Negligible
LB_FreeAcc_X_std,1.206791,Large,0.946947,Large,-0.065685,Negligible
LB_FreeAcc_X_rms,1.193804,Large,0.941699,Large,-0.054916,Negligible
LB_FreeAcc_X_dom_freq,-0.092220,Negligible,-0.263130,Small,-0.174096,Negligible
LB_FreeAcc_X_spec_centroid,0.565408,Medium,-0.175765,Negligible,-0.740400,Medium
LB_FreeAcc_X_spec_power,1.225934,Large,0.868445,Large,-0.137191,Negligible
LB_FreeAcc_Y_mean,0.051591,Negligible,0.064847,Negligible,-0.009639,Negligible
LB_FreeAcc_Y_std,0.660410,Medium,0.365624,Small,-0.232208,Small
LB_FreeAcc_Y_rms,0.520573,Medium,0.355492,Small,-0.107261,Negligible
LB_FreeAcc_Y_dom_freq,1.010475,Large,0.678551,Medium,-0.112984,Negligible
LB_FreeAcc_Y_spec_centroid,0.817625,Large,0.000021,Negligible,-0.807301,Large
LB_FreeAcc_Y_spec_power,0.706150,Medium,0.371740,Small,-0.291313,Small
LB_FreeAcc_Z_mean,0.017728,Negligible,-0.192306,Negligible,-0.191400,Negligible
LB_FreeAcc_Z_std,0.986692,Large,0.970357,Large,0.155865,Negligible
LB_FreeAcc_Z_rms,0.739391,Medium,0.745045,Medium,0.123215,Negligible
LB_FreeAcc_Z_dom_freq,0.266506,Small,0.621662,Medium,0.351070,Small
LB_FreeAcc_Z_spec_centroid,0.521988,Medium,-0.093978,Negligible,-0.608901,Medium
LB_FreeAcc_Z_spec_power,1.069977,Large,0.941393,Large,0.065165,Negligible
LB_Gyr_X_mean,0.389626,Small,0.006487,Negligible,-0.406473,Small
LB_Gyr_X_std,0.529357,Medium,0.451034,Small,0.003048,Negligible
LB_Gyr_X_rms,0.487579,Small,0.405180,Small,-0.011790,Negligible
LB_Gyr_X_dom_freq,0.019908,Negligible,0.271941,Small,0.246965,Small
LB_Gyr_X_spec_centroid,0.045103,Negligible,0.070752,Negligible,0.035725,Negligible
LB_Gyr_X_spec_power,0.587305,Medium,0.435557,Small,-0.065693,Negligible
LB_Gyr_Y_mean,0.096979,Negligible,-0.308259,Small,-0.442976,Small
LB_Gyr_Y_std,-0.223496,Small,0.678897,Medium,0.782630,Medium
LB_Gyr_Y_rms,-0.217058,Small,0.677774,Medium,0.776506,Medium
LB_Gyr_Y_dom_freq,0.144940,Negligible,0.419711,Small,0.278473,Small
LB_Gyr_Y_spec_centroid,0.014414,Negligible,0.184802,Negligible,0.177031,Negligible
LB_Gyr_Y_spec_power,-0.207882,Small,0.554412,Medium,0.659400,Medium
LB_Gyr_Z_mean,0.212187,Small,-0.022245,Negligible,-0.246980,Small
LB_Gyr_Z_std,0.211785,Small,0.925350,Large,0.722964,Medium
LB_Gyr_Z_rms,0.211519,Small,0.884874,Large,0.694892,Medium
LB_Gyr_Z_dom_freq,0.372062,Small,0.589106,Medium,0.212203,Small
LB_Gyr_Z_spec_centroid,0.017135,Negligible,0.025519,Negligible,0.011370,Negligible
LB_Gyr_Z_spec_power,0.237863,Small,0.811535,Large,0.613423,Medium
LF_Acc_X_mean,0.616951,Medium,0.881754,Large,0.320689,Small
LF_Acc_X_std,1.142285,Large,0.903658,Large,-0.062964,Negligible
LF_Acc_X_rms,0.938021,Large,0.965630,Large,0.154750,Negligible
LF_Acc_X_dom_freq,-0.150543,Negligible,-0.192377,Negligible,-0.067181,Negligible
LF_Acc_X_spec_centroid,0.620535,Medium,-0.270040,Small,-0.885994,Large
LF_Acc_X_spec_power,1.328558,Large,0.891905,Large,-0.189013,Negligible
LF_Acc_Y_mean,0.800278,Large,-0.336657,Small,-1.332341,Large
LF_Acc_Y_std,0.817078,Large,0.809157,Large,0.077933,Negligible
LF_Acc_Y_rms,0.769908,Medium,0.883310,Large,0.171698,Negligible
LF_Acc_Y_dom_freq,0.127116,Negligible,-0.097094,Negligible,-0.246900,Small
LF_Acc_Y_spec_centroid,0.745906,Medium,-0.410352,Small,-1.166939,Large
LF_Acc_Y_spec_power,0.839098,Large,0.758541,Medium,0.019207,Negligible
LF_Acc_Z_mean,0.639985,Medium,-0.037654,Negligible,-0.713890,Medium
LF_Acc_Z_std,1.037949,Large,0.801275,Large,-0.112905,Negligible
LF_Acc_Z_rms,1.200810,Large,0.493069,Small,-0.722766,Medium
LF_Acc_Z_dom_freq,0.815870,Large,0.206047,Small,-0.560385,Medium
LF_Acc_Z_spec_centroid,0.563348,Medium,-0.283086,Small,-0.849973,Large
LF_Acc_Z_spec_power,1.049398,Large,0.771913,Medium,-0.166641,Negligible
LF_FreeAcc_X_mean,0.711633,Medium,0.797270,Medium,0.241400,Small
LF_FreeAcc_X_std,1.142285,Large,0.903658,Large,-0.062964,Negligible
LF_FreeAcc_X_rms,1.124238,Large,0.969290,Large,0.011788,Negligible
LF_FreeAcc_X_dom_freq,-0.150543,Negligible,-0.192377,Negligible,-0.067181,Negligible
LF_FreeAcc_X_spec_centroid,0.620535,Medium,-0.270040,Small,-0.885994,Large
LF_FreeAcc_X_spec_power,1.328558,Large,0.891905,Large,-0.189013,Negligible
LF_FreeAcc_Y_mean,-0.003141,Negligible,-0.340113,Small,-0.349464,Small
LF_FreeAcc_Y_std,0.817078,Large,0.809157,Large,0.077933,Negligible
LF_FreeAcc_Y_rms,0.803022,Large,0.816801,Large,0.100779,Negligible
LF_FreeAcc_Y_dom_freq,0.127116,Negligible,-0.097094,Negligible,-0.246900,Small
LF_FreeAcc_Y_spec_centroid,0.745906,Medium,-0.410352,Small,-1.166939,Large
LF_FreeAcc_Y_spec_power,0.839098,Large,0.758541,Medium,0.019207,Negligible
LF_FreeAcc_Z_mean,0.469587,Small,0.224520,Small,-0.270400,Small
LF_FreeAcc_Z_std,1.037949,Large,0.801275,Large,-0.112905,Negligible
LF_FreeAcc_Z_rms,1.034015,Large,0.807317,Large,-0.098523,Negligible
LF_FreeAcc_Z_dom_freq,0.815870,Large,0.206047,Small,-0.560385,Medium
LF_FreeAcc_Z_spec_centroid,0.563348,Medium,-0.283086,Small,-0.849973,Large
LF_FreeAcc_Z_spec_power,1.049398,Large,0.771913,Medium,-0.166641,Negligible
LF_Gyr_X_mean,0.643806,Medium,-0.101782,Negligible,-0.829377,Large
LF_Gyr_X_std,0.460283,Small,0.712451,Medium,0.309865,Small
LF_Gyr_X_rms,0.469908,Small,0.694311,Medium,0.288989,Small
LF_Gyr_X_dom_freq,-0.182367,Negligible,0.022926,Negligible,0.203863,Small
LF_Gyr_X_spec_centroid,0.079427,Negligible,-0.001666,Negligible,-0.077868,Negligible
LF_Gyr_X_spec_power,0.501063,Medium,0.700809,Medium,0.239073,Small
LF_Gyr_Y_mean,-0.149358,Negligible,0.012890,Negligible,0.176131,Negligible
LF_Gyr_Y_std,0.828557,Large,0.968085,Large,0.210622,Small
LF_Gyr_Y_rms,0.828628,Large,0.968818,Large,0.211180,Small
LF_Gyr_Y_dom_freq,0.098479,Negligible,0.190782,Negligible,0.091725,Negligible
LF_Gyr_Y_spec_centroid,0.061751,Negligible,-0.087042,Negligible,-0.156186,Negligible
LF_Gyr_Y_spec_power,0.981124,Large,1.048357,Large,0.156875,Negligible
LF_Gyr_Z_mean,0.300678,Small,0.038669,Negligible,-0.270889,Small
LF_Gyr_Z_std,0.451049,Small,0.771983,Medium,0.402515,Small
LF_Gyr_Z_rms,0.455334,Small,0.764162,Medium,0.392979,Small
LF_Gyr_Z_dom_freq,-0.038103,Negligible,-0.010530,Negligible,0.025301,Negligible
LF_Gyr_Z_spec_centroid,0.033954,Negligible,-0.048360,Negligible,-0.087898,Negligible
LF_Gyr_Z_spec_power,0.515856,Medium,0.740464,Medium,0.312922,Small
RF_Acc_X_mean,0.499296,Small,0.863493,Large,0.339669,Small
RF_Acc_X_std,1.166795,Large,0.847602,Large,-0.143368,Negligible
RF_Acc_X_rms,0.852313,Large,0.971024,Large,0.177585,Negligible
RF_Acc_X_dom_freq,-0.046017,Negligible,-0.250024,Small,-0.237419,Small
RF_Acc_X_spec_centroid,0.633212,Medium,-0.324077,Small,-0.949497,Large
RF_Acc_X_spec_power,1.373604,Large,0.848978,Large,-0.281637,Small
RF_Acc_Y_mean,-0.603894,Medium,0.211984,Small,0.985798,Large
RF_Acc_Y_std,1.073185,Large,0.668498,Medium,-0.287080,Small
RF_Acc_Y_rms,1.020000,Large,0.871845,Large,-0.111072,Negligible
RF_Acc_Y_dom_freq,0.024522,Negligible,-0.205471,Small,-0.312558,Small
RF_Acc_Y_spec_centroid,0.826597,Large,-0.373074,Small,-1.225948,Large
RF_Acc_Y_spec_power,1.122399,Large,0.648338,Medium,-0.342453,Small
RF_Acc_Z_mean,0.768502,Medium,0.118414,Negligible,-0.699246,Medium
RF_Acc_Z_std,0.850593,Large,0.822177,Large,0.052782,Negligible
RF_Acc_Z_rms,1.198563,Large,0.607533,Medium,-0.614561,Medium
RF_Acc_Z_dom_freq,0.913813,Large,0.234734,Small,-0.611104,Medium
RF_Acc_Z_spec_centroid,0.630105,Medium,-0.274280,Small,-0.907061,Large
RF_Acc_Z_spec_power,0.883391,Large,0.821809,Large,0.014070,Negligible
RF_FreeAcc_X_mean,0.897308,Large,1.044048,Large,0.194234,Negligible
RF_FreeAcc_X_std,1.166795,Large,0.847602,Large,-0.143368,Negligible
RF_FreeAcc_X_rms,1.129823,Large,0.915592,Large,-0.053318,Negligible
RF_FreeAcc_X_dom_freq,-0.046017,Negligible,-0.250024,Small,-0.237419,Small
RF_FreeAcc_X_spec_centroid,0.633212,Medium,-0.324077,Small,-0.949497,Large
RF_FreeAcc_X_spec_power,1.373604,Large,0.848978,Large,-0.281637,Small
RF_FreeAcc_Y_mean,-0.371805,Small,0.065405,Negligible,0.497759,Small
RF_FreeAcc_Y_std,1.073185,Large,0.668498,Medium,-0.287080,Small
RF_FreeAcc_Y_rms,1.061148,Large,0.694286,Medium,-0.245880,Small
RF_FreeAcc_Y_dom_freq,0.024522,Negligible,-0.205471,Small,-0.312558,Small
RF_FreeAcc_Y_spec_centroid,0.826597,Large,-0.373074,Small,-1.225948,Large
RF_FreeAcc_Y_spec_power,1.122399,Large,0.648338,Medium,-0.342453,Small
RF_FreeAcc_Z_mean,0.648120,Medium,0.218526,Small,-0.453557,Small
RF_FreeAcc_Z_std,0.850593,Large,0.822177,Large,0.052782,Negligible
RF_FreeAcc_Z_rms,0.844697,Large,0.824996,Large,0.066535,Negligible
RF_FreeAcc_Z_dom_freq,0.913813,Large,0.234734,Small,-0.611104,Medium
RF_FreeAcc_Z_spec_centroid,0.630105,Medium,-0.274280,Small,-0.907061,Large
RF_FreeAcc_Z_spec_power,0.883391,Large,0.821809,Large,0.014070,Negligible
RF_Gyr_X_mean,0.007416,Negligible,0.013312,Negligible,0.007514,Negligible
RF_Gyr_X_std,0.605170,Medium,0.565216,Medium,0.052941,Negligible
RF_Gyr_X_rms,0.597544,Medium,0.561526,Medium,0.053520,Negligible
RF_Gyr_X_dom_freq,-0.172890,Negligible,-0.065548,Negligible,0.107509,Negligible
RF_Gyr_X_spec_centroid,0.058934,Negligible,-0.062113,Negligible,-0.125924,Negligible
RF_Gyr_X_spec_power,0.677228,Medium,0.527173,Medium,-0.053881,Negligible
RF_Gyr_Y_mean,-0.138380,Negligible,-0.087619,Negligible,0.055062,Negligible
RF_Gyr_Y_std,0.716974,Medium,0.895899,Large,0.240833,Small
RF_Gyr_Y_rms,0.717319,Medium,0.896824,Large,0.241326,Small
RF_Gyr_Y_dom_freq,0.114320,Negligible,0.155991,Negligible,0.064007,Negligible
RF_Gyr_Y_spec_centroid,0.033915,Negligible,-0.124878,Negligible,-0.173398,Negligible
RF_Gyr_Y_spec_power,0.835538,Large,0.971301,Large,0.191231,Negligible
RF_Gyr_Z_mean,0.425184,Small,-0.109757,Negligible,-0.588077,Medium
RF_Gyr_Z_std,0.845700,Large,0.682143,Medium,-0.012967,Negligible
RF_Gyr_Z_rms,0.843773,Large,0.677979,Medium,-0.017169,Negligible
RF_Gyr_Z_dom_freq,-0.176361,Negligible,-0.105799,Negligible,0.073693,Negligible
RF_Gyr_Z_spec_centroid,-0.061692,Negligible,-0.170138,Negligible,-0.142158,Negligible
RF_Gyr_Z_spec_power,0.940394,Large,0.625327,Medium,-0.147374,Negligible
