Feature,H_Statistic,p_value,eta_squared,Effect_Size,Significant
LF_FreeAcc_Y_rms,41.870479,0.000000,0.065576,Medium,Yes
HE_Acc_Z_rms,41.338221,0.000000,0.064701,Medium,Yes
HE_FreeAcc_Y_spec_centroid,41.013688,0.000000,0.064167,Medium,Yes
HE_Acc_X_rms,40.806830,0.000000,0.063827,Medium,Yes
LB_Gyr_Y_std,40.490732,0.000000,0.063307,Medium,Yes
LB_Gyr_Y_spec_power,40.488022,0.000000,0.063303,Medium,Yes
RF_Acc_X_spec_centroid,38.314461,0.000000,0.059728,Small,Yes
RF_FreeAcc_X_spec_centroid,38.314461,0.000000,0.059728,Small,Yes
RF_FreeAcc_Y_spec_power,35.269285,0.000000,0.054719,Small,Yes
RF_FreeAcc_Y_std,35.269285,0.000000,0.054719,Small,Yes
RF_Acc_Y_std,35.269285,0.000000,0.054719,Small,Yes
RF_Acc_Y_spec_power,35.269285,0.000000,0.054719,Small,Yes
RF_Acc_Z_mean,34.695011,0.000000,0.053775,Small,Yes
LB_FreeAcc_X_mean,33.170296,0.000000,0.051267,Small,Yes
LB_Gyr_Y_rms,33.030969,0.000000,0.051038,Small,Yes
HE_Acc_Y_spec_power,32.719300,0.000000,0.050525,Small,Yes
HE_Acc_Y_std,32.719300,0.000000,0.050525,Small,Yes
LB_Acc_X_mean,32.564578,0.000000,0.050271,Small,Yes
LB_Acc_X_spec_centroid,31.326403,0.000000,0.048234,Small,Yes
LB_FreeAcc_X_spec_centroid,31.326403,0.000000,0.048234,Small,Yes
LB_Gyr_Z_dom_freq,30.902846,0.000000,0.047538,Small,Yes
LB_Acc_X_rms,29.432200,0.000000,0.045119,Small,Yes
LF_FreeAcc_X_mean,28.839593,0.000001,0.044144,Small,Yes
HE_FreeAcc_Y_rms,28.822227,0.000001,0.044116,Small,Yes
RF_Acc_Y_rms,28.216325,0.000001,0.043119,Small,Yes
RF_FreeAcc_Y_rms,28.036760,0.000001,0.042824,Small,Yes
HE_Acc_Y_mean,26.788329,0.000002,0.040770,Small,Yes
LB_FreeAcc_Z_mean,26.763189,0.000002,0.040729,Small,Yes
RF_Acc_X_std,25.848276,0.000002,0.039224,Small,Yes
RF_Acc_X_spec_power,25.848276,0.000002,0.039224,Small,Yes
RF_FreeAcc_X_std,25.848276,0.000002,0.039224,Small,Yes
RF_FreeAcc_X_spec_power,25.848276,0.000002,0.039224,Small,Yes
HE_Acc_Y_rms,25.810861,0.000002,0.039163,Small,Yes
HE_FreeAcc_X_mean,25.276999,0.000003,0.038285,Small,Yes
LB_FreeAcc_Y_spec_centroid,24.930660,0.000004,0.037715,Small,Yes
LB_Acc_Y_spec_centroid,24.930660,0.000004,0.037715,Small,Yes
LF_Acc_Z_mean,24.927545,0.000004,0.037710,Small,Yes
LB_Gyr_X_rms,24.216474,0.000006,0.036540,Small,Yes
LB_Gyr_Z_spec_power,23.963093,0.000006,0.036124,Small,Yes
LB_Gyr_Z_std,23.963093,0.000006,0.036124,Small,Yes
LB_Gyr_Y_mean,23.412378,0.000008,0.035218,Small,Yes
LB_FreeAcc_X_dom_freq,23.341953,0.000009,0.035102,Small,Yes
LB_Acc_X_dom_freq,23.341953,0.000009,0.035102,Small,Yes
LF_FreeAcc_X_rms,22.348002,0.000014,0.033467,Small,Yes
RF_FreeAcc_X_rms,22.284593,0.000014,0.033363,Small,Yes
LB_Acc_Z_spec_centroid,21.995547,0.000017,0.032887,Small,Yes
LB_FreeAcc_Z_spec_centroid,21.995547,0.000017,0.032887,Small,Yes
HE_Gyr_X_std,21.778214,0.000019,0.032530,Small,Yes
HE_Gyr_X_spec_power,21.772777,0.000019,0.032521,Small,Yes
LF_Acc_Z_rms,21.318749,0.000023,0.031774,Small,Yes
RF_Gyr_Z_rms,21.143533,0.000026,0.031486,Small,Yes
LF_Acc_X_spec_power,20.575264,0.000034,0.030551,Small,Yes
LF_Acc_X_std,20.575264,0.000034,0.030551,Small,Yes
LF_FreeAcc_X_std,20.575264,0.000034,0.030551,Small,Yes
LF_FreeAcc_X_spec_power,20.575264,0.000034,0.030551,Small,Yes
HE_Acc_Y_dom_freq,19.752679,0.000051,0.029198,Small,Yes
RF_Gyr_Z_std,19.338713,0.000063,0.028518,Small,Yes
RF_Gyr_Z_spec_power,19.338713,0.000063,0.028518,Small,Yes
HE_Acc_X_spec_centroid,19.307453,0.000064,0.028466,Small,Yes
LF_FreeAcc_Z_rms,19.041478,0.000073,0.028029,Small,Yes
LF_Acc_Z_spec_power,18.490182,0.000097,0.027122,Small,Yes
LF_FreeAcc_Z_spec_power,18.490182,0.000097,0.027122,Small,Yes
LF_Acc_Z_std,18.490182,0.000097,0.027122,Small,Yes
LF_FreeAcc_Z_std,18.490182,0.000097,0.027122,Small,Yes
LB_Gyr_Z_rms,17.531891,0.000156,0.025546,Small,Yes
HE_Gyr_X_rms,17.034096,0.000200,0.024727,Small,Yes
HE_Acc_X_spec_power,16.506876,0.000260,0.023860,Small,Yes
HE_Acc_X_std,16.498308,0.000261,0.023846,Small,Yes
LF_Gyr_X_rms,16.323276,0.000285,0.023558,Small,Yes
LF_FreeAcc_Z_mean,15.978311,0.000339,0.022991,Small,Yes
LF_Gyr_Y_rms,15.963642,0.000342,0.022967,Small,Yes
RF_FreeAcc_X_mean,15.645008,0.000401,0.022442,Small,Yes
LB_FreeAcc_Z_std,15.637943,0.000402,0.022431,Small,Yes
LB_Acc_Z_std,15.637943,0.000402,0.022431,Small,Yes
LB_Acc_Z_spec_power,15.634097,0.000403,0.022425,Small,Yes
LB_FreeAcc_Z_spec_power,15.634097,0.000403,0.022425,Small,Yes
LB_Acc_X_std,15.183347,0.000505,0.021683,Small,Yes
LB_Acc_X_spec_power,15.183347,0.000505,0.021683,Small,Yes
LB_FreeAcc_X_spec_power,15.183347,0.000505,0.021683,Small,Yes
LB_FreeAcc_X_std,15.183347,0.000505,0.021683,Small,Yes
LF_FreeAcc_Y_mean,14.709709,0.000639,0.020904,Small,Yes
LB_Gyr_X_spec_power,14.515957,0.000705,0.020585,Small,Yes
LB_Gyr_X_std,14.515738,0.000705,0.020585,Small,Yes
LF_Gyr_Z_dom_freq,14.432875,0.000734,0.020449,Small,Yes
HE_Gyr_Z_spec_centroid,14.420187,0.000739,0.020428,Small,Yes
LF_Gyr_Y_std,14.102764,0.000866,0.019906,Small,Yes
LF_Gyr_Y_spec_power,14.102764,0.000866,0.019906,Small,Yes
LF_Gyr_X_spec_power,14.080862,0.000876,0.019870,Small,Yes
LF_Gyr_X_std,14.080862,0.000876,0.019870,Small,Yes
LF_Gyr_Z_spec_centroid,14.013366,0.000906,0.019759,Small,Yes
LB_FreeAcc_X_rms,12.946982,0.001544,0.018005,Small,No
LB_FreeAcc_Y_std,12.879248,0.001597,0.017894,Small,No
LB_FreeAcc_Y_spec_power,12.879248,0.001597,0.017894,Small,No
LB_Acc_Y_spec_power,12.879248,0.001597,0.017894,Small,No
LB_Acc_Y_std,12.879248,0.001597,0.017894,Small,No
LB_Acc_Z_dom_freq,12.688639,0.001757,0.017580,Small,No
LB_FreeAcc_Z_dom_freq,12.688639,0.001757,0.017580,Small,No
HE_Gyr_Y_rms,11.872802,0.002642,0.016238,Small,No
LF_Acc_Z_dom_freq,11.850652,0.002671,0.016202,Small,No
LF_FreeAcc_Z_dom_freq,11.850652,0.002671,0.016202,Small,No
LB_Gyr_Y_spec_centroid,11.414791,0.003321,0.015485,Small,No
LB_Acc_Y_dom_freq,11.308529,0.003503,0.015310,Small,No
LB_FreeAcc_Y_dom_freq,11.308529,0.003503,0.015310,Small,No
LB_Gyr_X_spec_centroid,10.625441,0.004929,0.014187,Small,No
HE_Gyr_X_spec_centroid,10.560064,0.005092,0.014079,Small,No
HE_FreeAcc_Y_mean,10.359968,0.005628,0.013750,Small,No
RF_Gyr_X_rms,10.204351,0.006083,0.013494,Small,No
LF_Gyr_Y_mean,9.980266,0.006805,0.013125,Small,No
LF_Acc_X_dom_freq,9.588074,0.008279,0.012480,Small,No
LF_FreeAcc_X_dom_freq,9.588074,0.008279,0.012480,Small,No
RF_Gyr_X_spec_power,9.568938,0.008359,0.012449,Small,No
RF_Gyr_X_std,9.568938,0.008359,0.012449,Small,No
LF_Gyr_X_spec_centroid,8.926868,0.011523,0.011393,Small,No
HE_Acc_Z_spec_centroid,8.816456,0.012177,0.011211,Small,No
HE_FreeAcc_Z_spec_centroid,8.816456,0.012177,0.011211,Small,No
HE_FreeAcc_X_spec_centroid,8.723920,0.012753,0.011059,Small,No
RF_Acc_Z_spec_power,8.673898,0.013076,0.010977,Small,No
RF_FreeAcc_Z_spec_power,8.673898,0.013076,0.010977,Small,No
RF_Acc_Z_std,8.671457,0.013092,0.010973,Small,No
RF_FreeAcc_Z_std,8.671457,0.013092,0.010973,Small,No
LF_Gyr_Y_dom_freq,8.608023,0.013514,0.010868,Small,No
LF_Acc_X_rms,8.547048,0.013933,0.010768,Small,No
RF_FreeAcc_Z_rms,7.801698,0.020225,0.009542,Negligible,No
RF_Acc_X_mean,7.563742,0.022780,0.009151,Negligible,No
HE_Gyr_Y_mean,7.165613,0.027798,0.008496,Negligible,No
LB_Acc_Y_rms,7.128743,0.028315,0.008435,Negligible,No
HE_Gyr_Y_spec_power,7.038644,0.029620,0.008287,Negligible,No
HE_Gyr_Y_std,7.038644,0.029620,0.008287,Negligible,No
LB_Gyr_Z_spec_centroid,6.623449,0.036453,0.007604,Negligible,No
LF_Gyr_X_dom_freq,6.485546,0.039055,0.007378,Negligible,No
RF_Gyr_Z_spec_centroid,5.860709,0.053378,0.006350,Negligible,No
HE_Gyr_Z_dom_freq,5.818897,0.054506,0.006281,Negligible,No
HE_Acc_X_dom_freq,5.633775,0.059792,0.005977,Negligible,No
LF_Acc_X_mean,5.061546,0.079597,0.005035,Negligible,No
LF_FreeAcc_Y_dom_freq,4.636625,0.098440,0.004337,Negligible,No
LF_Acc_Y_dom_freq,4.636625,0.098440,0.004337,Negligible,No
LB_FreeAcc_Z_rms,4.598253,0.100346,0.004273,Negligible,No
LB_Acc_Z_mean,4.034350,0.133031,0.003346,Negligible,No
RF_Gyr_Z_dom_freq,3.954452,0.138453,0.003215,Negligible,No
HE_FreeAcc_Z_rms,3.826484,0.147601,0.003004,Negligible,No
RF_Gyr_X_spec_centroid,3.807282,0.149025,0.002973,Negligible,No
RF_FreeAcc_Z_mean,3.673426,0.159340,0.002752,Negligible,No
HE_FreeAcc_Z_mean,3.222869,0.199601,0.002011,Negligible,No
RF_Acc_Y_dom_freq,2.929329,0.231155,0.001529,Negligible,No
RF_FreeAcc_Y_dom_freq,2.929329,0.231155,0.001529,Negligible,No
RF_FreeAcc_X_dom_freq,2.694599,0.259941,0.001142,Negligible,No
RF_Acc_X_dom_freq,2.694599,0.259941,0.001142,Negligible,No
RF_Acc_X_rms,2.658456,0.264682,0.001083,Negligible,No
HE_FreeAcc_Z_dom_freq,2.581945,0.275003,0.000957,Negligible,No
HE_Acc_Z_dom_freq,2.581945,0.275003,0.000957,Negligible,No
LB_FreeAcc_Y_rms,2.469525,0.290904,0.000772,Negligible,No
LB_Acc_Z_rms,2.025238,0.363266,0.000042,Negligible,No
HE_Acc_Y_spec_centroid,1.301069,0.521767,-0.001150,Negligible,No
RF_Gyr_Y_rms,1.262824,0.531840,-0.001212,Negligible,No
LF_Gyr_Y_spec_centroid,1.253516,0.534321,-0.001228,Negligible,No
HE_FreeAcc_Z_spec_power,1.109360,0.574256,-0.001465,Negligible,No
HE_Acc_Z_spec_power,1.109360,0.574256,-0.001465,Negligible,No
HE_FreeAcc_Z_std,1.109360,0.574256,-0.001465,Negligible,No
HE_Acc_Z_std,1.109360,0.574256,-0.001465,Negligible,No
RF_Gyr_Y_spec_power,1.072143,0.585042,-0.001526,Negligible,No
RF_Gyr_Y_std,1.071522,0.585224,-0.001527,Negligible,No
RF_Gyr_Y_dom_freq,0.847640,0.654542,-0.001895,Negligible,No
HE_Gyr_X_dom_freq,0.709631,0.701303,-0.002122,Negligible,No
LB_Gyr_Y_dom_freq,0.677654,0.712606,-0.002175,Negligible,No
LB_Gyr_X_dom_freq,0.674777,0.713631,-0.002180,Negligible,No
RF_FreeAcc_Z_dom_freq,0.603318,0.739590,-0.002297,Negligible,No
RF_Acc_Z_dom_freq,0.603318,0.739590,-0.002297,Negligible,No
RF_Gyr_X_dom_freq,0.583128,0.747094,-0.002330,Negligible,No
LB_FreeAcc_Y_mean,0.493721,0.781250,-0.002477,Negligible,No
HE_Gyr_Y_spec_centroid,0.452128,0.797667,-0.002546,Negligible,No
HE_Gyr_Y_dom_freq,0.206788,0.901772,-0.002949,Negligible,No
RF_Gyr_Y_mean,0.051819,0.974423,-0.003204,Negligible,No
RF_Gyr_Y_spec_centroid,0.003037,0.998483,-0.003284,Negligible,No
