Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
HE_FreeAcc_Y_dom_freq,1.940797,Large,-0.063181,Negligible,-1.692714,Large
HE_FreeAcc_Y_spec_centroid,0.559292,Medium,-0.161492,Negligible,-0.706374,Medium
HE_FreeAcc_Y_spec_power,-0.335744,Small,0.573373,Medium,0.654866,Medium
HE_FreeAcc_Z_mean,0.240061,Small,0.251454,Small,-0.000872,Negligible
HE_FreeAcc_Z_std,0.089279,Negligible,0.022902,Negligible,-0.068848,Negligible
HE_FreeAcc_Z_rms,-0.135265,Negligible,-0.034194,Negligible,0.101977,Negligible
HE_FreeAcc_Z_dom_freq,-0.281479,Small,-0.191971,Negligible,0.135468,Negligible
HE_FreeAcc_Z_spec_centroid,0.322341,Small,0.027467,Negligible,-0.298589,Small
HE_FreeAcc_Z_spec_power,0.010905,Negligible,-0.008875,Negligible,-0.018843,Negligible
HE_Gyr_X_mean,1.413281,Large,1.009515,Large,-0.631307,Medium
HE_Gyr_X_std,0.831952,Large,0.368179,Small,-0.366630,Small
HE_Gyr_X_rms,0.776745,Medium,0.733633,Medium,-0.068946,Negligible
HE_Gyr_X_dom_freq,0.036523,Negligible,0.102634,Negligible,0.067475,Negligible
HE_Gyr_X_spec_centroid,-0.551953,Medium,-0.366334,Small,0.189050,Negligible
HE_Gyr_X_spec_power,0.834966,Large,0.214025,Small,-0.412337,Small
HE_Gyr_Y_mean,-0.210750,Small,0.051445,Negligible,0.277290,Small
HE_Gyr_Y_std,0.348317,Small,0.312244,Small,-0.049712,Negligible
HE_Gyr_Y_rms,0.497356,Small,0.496398,Small,-0.037389,Negligible
HE_Gyr_Y_dom_freq,0.108256,Negligible,0.318296,Small,0.152861,Negligible
HE_Gyr_Y_spec_centroid,-0.058563,Negligible,-0.070857,Negligible,-0.020310,Negligible
HE_Gyr_Y_spec_power,0.282519,Small,0.260174,Small,-0.006792,Negligible
HE_Gyr_Z_mean,1.289250,Large,0.490766,Small,-0.572560,Medium
HE_Gyr_Z_std,0.979212,Large,-0.084708,Negligible,-1.007559,Large
HE_Gyr_Z_rms,1.075149,Large,0.037159,Negligible,-0.955489,Large
HE_Gyr_Z_dom_freq,-0.331815,Small,0.028511,Negligible,0.357960,Small
HE_Gyr_Z_spec_centroid,-0.335339,Small,0.042912,Negligible,0.374701,Small
HE_Gyr_Z_spec_power,0.894128,Large,-0.147045,Negligible,-0.929451,Large
LB_Acc_X_mean,0.235812,Small,-0.145609,Negligible,-0.388011,Small
LB_Acc_X_std,0.407709,Small,0.692345,Medium,0.138976,Negligible
LB_Acc_X_rms,0.248641,Small,-0.121499,Negligible,-0.373857,Small
LB_Acc_X_dom_freq,0.471611,Small,-0.107233,Negligible,-0.574814,Medium
LB_Acc_X_spec_centroid,0.610029,Medium,-0.002467,Negligible,-0.614982,Medium
LB_Acc_X_spec_power,0.138658,Negligible,0.523191,Medium,0.105788,Negligible
LB_Acc_Y_mean,0.661208,Medium,0.075047,Negligible,-0.638567,Medium
LB_Acc_Y_std,0.399469,Small,0.176820,Negligible,-0.247324,Small
LB_Acc_Y_rms,0.361463,Small,0.468513,Small,0.001578,Negligible
LB_Acc_Y_dom_freq,-0.145665,Negligible,-0.059850,Negligible,0.076507,Negligible
LB_Acc_Y_spec_centroid,0.178572,Negligible,-0.407339,Small,-0.539799,Medium
LB_Acc_Y_spec_power,0.287220,Small,0.126457,Negligible,-0.180967,Negligible
LB_Acc_Z_mean,0.344115,Small,0.122602,Negligible,-0.259410,Small
LB_Acc_Z_std,0.437712,Small,0.779962,Medium,0.316629,Small
LB_Acc_Z_rms,0.223600,Small,0.214017,Small,-0.001239,Negligible
LB_Acc_Z_dom_freq,-0.219217,Small,0.173954,Negligible,0.361056,Small
LB_Acc_Z_spec_centroid,0.364109,Small,-0.162514,Negligible,-0.516478,Medium
LB_Acc_Z_spec_power,0.371624,Small,0.709026,Medium,0.265294,Small
LB_FreeAcc_X_mean,-0.222932,Small,0.353688,Small,0.586220,Medium
LB_FreeAcc_X_std,0.407709,Small,0.692345,Medium,0.138976,Negligible
LB_FreeAcc_X_rms,0.386937,Small,0.608677,Medium,0.120358,Negligible
LB_FreeAcc_X_dom_freq,0.471611,Small,-0.107233,Negligible,-0.574814,Medium
LB_FreeAcc_X_spec_centroid,0.610029,Medium,-0.002467,Negligible,-0.614982,Medium
LB_FreeAcc_X_spec_power,0.138658,Negligible,0.523191,Medium,0.105788,Negligible
LB_FreeAcc_Y_mean,0.037062,Negligible,0.072515,Negligible,0.010128,Negligible
LB_FreeAcc_Y_std,0.399469,Small,0.176820,Negligible,-0.247324,Small
LB_FreeAcc_Y_rms,0.181541,Negligible,0.188188,Negligible,-0.021539,Negligible
LB_FreeAcc_Y_dom_freq,-0.145665,Negligible,-0.059850,Negligible,0.076507,Negligible
LB_FreeAcc_Y_spec_centroid,0.178572,Negligible,-0.407339,Small,-0.539799,Medium
LB_FreeAcc_Y_spec_power,0.287220,Small,0.126457,Negligible,-0.180967,Negligible
LB_FreeAcc_Z_mean,-0.027123,Negligible,-0.497629,Small,-0.560402,Medium
LB_FreeAcc_Z_std,0.437712,Small,0.779962,Medium,0.316629,Small
LB_FreeAcc_Z_rms,0.199170,Negligible,-0.147536,Negligible,-0.368816,Small
LB_FreeAcc_Z_dom_freq,-0.219217,Small,0.173954,Negligible,0.361056,Small
LB_FreeAcc_Z_spec_centroid,0.364109,Small,-0.162514,Negligible,-0.516478,Medium
LB_FreeAcc_Z_spec_power,0.371624,Small,0.709026,Medium,0.265294,Small
LB_Gyr_X_mean,1.482307,Large,1.008287,Large,-0.687048,Medium
LB_Gyr_X_std,0.717697,Medium,0.701487,Medium,-0.015989,Negligible
LB_Gyr_X_rms,0.861551,Large,0.982897,Large,0.059160,Negligible
LB_Gyr_X_dom_freq,-0.257081,Small,-0.231145,Small,0.109124,Negligible
LB_Gyr_X_spec_centroid,-0.636432,Medium,-0.591309,Medium,0.036502,Negligible
LB_Gyr_X_spec_power,0.704464,Medium,0.659702,Medium,-0.032918,Negligible
LB_Gyr_Y_mean,0.770526,Medium,0.503394,Medium,-0.274926,Small
LB_Gyr_Y_std,-0.258120,Small,0.593513,Medium,0.703043,Medium
LB_Gyr_Y_rms,-0.039469,Negligible,0.859733,Large,0.641179,Medium
LB_Gyr_Y_dom_freq,-0.216764,Small,-0.058154,Negligible,0.194890,Negligible
LB_Gyr_Y_spec_centroid,-0.037216,Negligible,0.285931,Small,0.356105,Small
LB_Gyr_Y_spec_power,-0.266780,Small,0.548191,Medium,0.622734,Medium
LB_Gyr_Z_mean,1.332323,Large,1.003192,Large,-0.357028,Small
LB_Gyr_Z_std,0.273253,Small,0.744231,Medium,0.457368,Small
LB_Gyr_Z_rms,0.572195,Medium,0.716246,Medium,0.256097,Small
LB_Gyr_Z_dom_freq,-0.506955,Medium,-0.174721,Negligible,0.430608,Small
LB_Gyr_Z_spec_centroid,-0.345792,Small,-0.126432,Negligible,0.211332,Small
LB_Gyr_Z_spec_power,0.225720,Small,0.581526,Medium,0.370875,Small
LF_Acc_X_mean,0.385894,Small,0.597629,Medium,0.147354,Negligible
LF_Acc_X_std,0.806351,Large,1.039212,Large,0.063491,Negligible
LF_Acc_X_rms,0.587121,Medium,0.827445,Large,0.167324,Negligible
LF_Acc_X_dom_freq,-0.057805,Negligible,-0.392691,Small,-0.315000,Small
LF_Acc_X_spec_centroid,0.872572,Large,0.420787,Small,-0.513064,Medium
LF_Acc_X_spec_power,0.719193,Medium,1.031645,Large,0.112273,Negligible
LF_Acc_Y_mean,-0.197931,Negligible,-1.336484,Large,-1.332001,Large
LF_Acc_Y_std,1.243818,Large,0.989082,Large,-0.281505,Small
LF_Acc_Y_rms,1.505096,Large,1.515739,Large,-0.038439,Negligible
LF_Acc_Y_dom_freq,0.490558,Small,0.115176,Negligible,-0.309870,Small
LF_Acc_Y_spec_centroid,0.682659,Medium,-0.053392,Negligible,-0.754025,Medium
LF_Acc_Y_spec_power,1.045452,Large,0.841743,Large,-0.218317,Small
LF_Acc_Z_mean,-0.010076,Negligible,-0.741042,Medium,-0.572607,Medium
LF_Acc_Z_std,0.715481,Medium,0.852100,Large,0.018620,Negligible
LF_Acc_Z_rms,0.176977,Negligible,-0.472074,Small,-0.563930,Medium
LF_Acc_Z_dom_freq,0.137823,Negligible,-0.264764,Small,-0.431896,Small
LF_Acc_Z_spec_centroid,0.690216,Medium,0.209051,Small,-0.523346,Medium
LF_Acc_Z_spec_power,0.547150,Medium,0.798600,Medium,0.061619,Negligible
LF_FreeAcc_X_mean,0.878967,Large,1.490987,Large,0.224386,Small
LF_FreeAcc_X_std,0.806351,Large,1.039212,Large,0.063491,Negligible
LF_FreeAcc_X_rms,0.846163,Large,1.155569,Large,0.115945,Negligible
LF_FreeAcc_X_dom_freq,-0.057805,Negligible,-0.392691,Small,-0.315000,Small
LF_FreeAcc_X_spec_centroid,0.872572,Large,0.420787,Small,-0.513064,Medium
LF_FreeAcc_X_spec_power,0.719193,Medium,1.031645,Large,0.112273,Negligible
LF_FreeAcc_Y_mean,-0.568264,Medium,-1.087150,Large,-0.213286,Small
LF_FreeAcc_Y_std,1.243818,Large,0.989082,Large,-0.281505,Small
LF_FreeAcc_Y_rms,1.187128,Large,1.033281,Large,-0.217823,Small
LF_FreeAcc_Y_dom_freq,0.490558,Small,0.115176,Negligible,-0.309870,Small
LF_FreeAcc_Y_spec_centroid,0.682659,Medium,-0.053392,Negligible,-0.754025,Medium
LF_FreeAcc_Y_spec_power,1.045452,Large,0.841743,Large,-0.218317,Small
LF_FreeAcc_Z_mean,-0.510724,Medium,-1.060254,Large,-0.191111,Negligible
LF_FreeAcc_Z_std,0.715481,Medium,0.852100,Large,0.018620,Negligible
LF_FreeAcc_Z_rms,0.714315,Medium,0.900913,Large,0.052894,Negligible
LF_FreeAcc_Z_dom_freq,0.137823,Negligible,-0.264764,Small,-0.431896,Small
LF_FreeAcc_Z_spec_centroid,0.690216,Medium,0.209051,Small,-0.523346,Medium
LF_FreeAcc_Z_spec_power,0.547150,Medium,0.798600,Medium,0.061619,Negligible
LF_Gyr_X_mean,1.459154,Large,1.013938,Large,-0.713716,Medium
LF_Gyr_X_std,0.557367,Medium,0.790566,Medium,0.191668,Negligible
LF_Gyr_X_rms,0.604430,Medium,0.863123,Large,0.197144,Negligible
LF_Gyr_X_dom_freq,-0.392417,Small,-0.392593,Small,-0.018161,Negligible
LF_Gyr_X_spec_centroid,0.236006,Small,0.575224,Medium,0.279352,Small
LF_Gyr_X_spec_power,0.549296,Medium,0.765791,Medium,0.194276,Negligible
LF_Gyr_Y_mean,-0.761999,Medium,-0.480227,Small,0.273477,Small
LF_Gyr_Y_std,0.511880,Medium,0.925897,Large,0.336845,Small
LF_Gyr_Y_rms,0.558813,Medium,0.994989,Large,0.343746,Small
LF_Gyr_Y_dom_freq,-0.496825,Small,-0.451104,Small,0.068703,Negligible
LF_Gyr_Y_spec_centroid,0.149032,Negligible,0.180333,Negligible,0.042506,Negligible
LF_Gyr_Y_spec_power,0.501677,Medium,0.958333,Large,0.336508,Small
LF_Gyr_Z_mean,1.604197,Large,0.889850,Large,-0.801806,Large
LF_Gyr_Z_std,1.364973,Large,1.542200,Large,0.112305,Negligible
LF_Gyr_Z_rms,1.351985,Large,1.442811,Large,0.067220,Negligible
LF_Gyr_Z_dom_freq,-0.448656,Small,-0.258365,Small,0.252242,Small
LF_Gyr_Z_spec_centroid,-0.270415,Small,0.130226,Negligible,0.380597,Small
LF_Gyr_Z_spec_power,1.512932,Large,1.662993,Large,0.106017,Negligible
RF_Acc_X_mean,-0.156761,Negligible,0.209859,Small,0.300354,Small
RF_Acc_X_std,0.796259,Medium,0.501142,Medium,-0.370470,Small
RF_Acc_X_rms,0.092912,Negligible,0.364243,Small,0.186687,Negligible
RF_Acc_X_dom_freq,-0.166047,Negligible,-0.334175,Small,-0.165164,Negligible
RF_Acc_X_spec_centroid,0.449366,Small,-0.083409,Negligible,-0.535014,Medium
RF_Acc_X_spec_power,0.809521,Large,0.560720,Medium,-0.286450,Small
RF_Acc_Y_mean,-1.220221,Large,-0.183749,Negligible,1.089092,Large
RF_Acc_Y_std,1.023875,Large,0.854914,Large,-0.315144,Small
RF_Acc_Y_rms,0.881401,Large,1.087556,Large,-0.116073,Negligible
RF_Acc_Y_dom_freq,0.216377,Small,-0.202465,Small,-0.484401,Small
RF_Acc_Y_spec_centroid,0.434337,Small,-0.616695,Medium,-0.941525,Large
RF_Acc_Y_spec_power,0.983478,Large,0.916854,Large,-0.164275,Negligible
RF_Acc_Z_mean,0.545464,Medium,-0.042665,Negligible,-0.584398,Medium
RF_Acc_Z_std,0.463897,Small,0.342791,Small,-0.157497,Negligible
RF_Acc_Z_rms,0.692187,Medium,0.120323,Negligible,-0.633729,Medium
RF_Acc_Z_dom_freq,0.120506,Negligible,0.083044,Negligible,-0.039693,Negligible
RF_Acc_Z_spec_centroid,0.394299,Small,-0.187172,Negligible,-0.563284,Medium
RF_Acc_Z_spec_power,0.343772,Small,0.369598,Small,-0.066097,Negligible
RF_FreeAcc_X_mean,0.732038,Medium,0.980273,Large,0.027048,Negligible
RF_FreeAcc_X_std,0.796259,Medium,0.501142,Medium,-0.370470,Small
RF_FreeAcc_X_rms,0.797427,Medium,0.593042,Medium,-0.292426,Small
RF_FreeAcc_X_dom_freq,-0.166047,Negligible,-0.334175,Small,-0.165164,Negligible
RF_FreeAcc_X_spec_centroid,0.449366,Small,-0.083409,Negligible,-0.535014,Medium
RF_FreeAcc_X_spec_power,0.809521,Large,0.560720,Medium,-0.286450,Small
RF_FreeAcc_Y_mean,-1.432390,Large,-0.815034,Large,0.797596,Medium
RF_FreeAcc_Y_std,1.023875,Large,0.854914,Large,-0.315144,Small
RF_FreeAcc_Y_rms,0.964871,Large,0.889588,Large,-0.233545,Small
RF_FreeAcc_Y_dom_freq,0.216377,Small,-0.202465,Small,-0.484401,Small
RF_FreeAcc_Y_spec_centroid,0.434337,Small,-0.616695,Medium,-0.941525,Large
RF_FreeAcc_Y_spec_power,0.983478,Large,0.916854,Large,-0.164275,Negligible
RF_FreeAcc_Z_mean,-0.193402,Negligible,-0.497467,Small,-0.205053,Small
RF_FreeAcc_Z_std,0.463897,Small,0.342791,Small,-0.157497,Negligible
RF_FreeAcc_Z_rms,0.464427,Small,0.381279,Small,-0.124517,Negligible
RF_FreeAcc_Z_dom_freq,0.120506,Negligible,0.083044,Negligible,-0.039693,Negligible
RF_FreeAcc_Z_spec_centroid,0.394299,Small,-0.187172,Negligible,-0.563284,Medium
RF_FreeAcc_Z_spec_power,0.343772,Small,0.369598,Small,-0.066097,Negligible
RF_Gyr_X_mean,1.399824,Large,0.961652,Large,-0.712485,Medium
RF_Gyr_X_std,0.624017,Medium,0.822435,Large,0.132562,Negligible
RF_Gyr_X_rms,0.607001,Medium,0.857237,Large,0.171816,Negligible
RF_Gyr_X_dom_freq,0.061473,Negligible,-0.142495,Negligible,-0.243959,Small
RF_Gyr_X_spec_centroid,-0.383889,Small,-0.446067,Small,-0.044776,Negligible
RF_Gyr_X_spec_power,0.666804,Medium,0.857603,Large,0.168326,Negligible
RF_Gyr_Y_mean,-0.051028,Negligible,-0.061323,Negligible,-0.017031,Negligible
RF_Gyr_Y_std,0.214758,Small,0.291930,Small,0.065814,Negligible
RF_Gyr_Y_rms,0.235183,Small,0.313882,Small,0.065157,Negligible
RF_Gyr_Y_dom_freq,-0.186757,Negligible,-0.124092,Negligible,0.109915,Negligible
RF_Gyr_Y_spec_centroid,0.066999,Negligible,0.062157,Negligible,-0.002698,Negligible
RF_Gyr_Y_spec_power,0.255357,Small,0.384423,Small,0.100378,Negligible
RF_Gyr_Z_mean,1.479191,Large,0.903987,Large,-0.664174,Medium
RF_Gyr_Z_std,0.952678,Large,0.827709,Large,-0.084921,Negligible
RF_Gyr_Z_rms,0.968317,Large,0.832034,Large,-0.094717,Negligible
RF_Gyr_Z_dom_freq,-0.267727,Small,-0.128461,Negligible,0.152912,Negligible
RF_Gyr_Z_spec_centroid,-0.093811,Negligible,0.126196,Negligible,0.216931,Small
RF_Gyr_Z_spec_power,1.072667,Large,0.888892,Large,-0.103301,Negligible
