Feature,Sensor,Channel,Metric,Overall_Mean,Overall_Std,Overall_Min,Overall_Max,Overall_Median,healthy_Mean,healthy_Std,healthy_Median,healthy_N,neuro_Mean,neuro_Std,neuro_Median,neuro_N,ortho_Mean,ortho_Std,ortho_Median,ortho_N
HE_Acc_Y_spec_centroid,HE,Acc,Y_spec_centroid,5.448597,1.863096,0.000000,10.336311,5.295865,5.876676,1.780008,5.479120,28,5.425142,1.893113,5.313255,496,5.444542,1.713197,4.985590,87
HE_Acc_Y_spec_power,HE,Acc,Y_spec_power,406.815388,328.787034,0.000000,2619.104688,331.020972,561.195674,379.468867,471.520299,28,378.269145,308.803772,300.769814,496,519.876178,383.783918,466.055709,87
HE_Acc_Z_mean,HE,Acc,Z_mean,0.180645,2.337878,-8.239720,7.905424,0.247230,2.131421,2.346190,2.292664,28,-0.238922,2.172083,-0.124034,496,1.944823,2.116967,2.184408,87
HE_Acc_Z_std,HE,Acc,Z_std,0.972364,0.480319,0.000000,3.540635,0.846088,1.009032,0.417159,0.773536,28,0.965634,0.489566,0.843627,496,0.998933,0.448147,0.903624,87
HE_Acc_Z_rms,HE,Acc,Z_rms,2.213280,1.330215,0.000000,8.547456,2.003028,2.921313,1.611072,2.703465,28,2.072937,1.281952,1.937339,496,2.785521,1.291831,2.612021,87
HE_Acc_Z_dom_freq,HE,Acc,Z_dom_freq,0.593017,0.504474,0.333333,3.333333,0.333333,0.464286,0.291714,0.333333,28,0.609543,0.525539,0.333333,496,0.540230,0.422987,0.333333,87
HE_Acc_Z_spec_centroid,HE,Acc,Z_spec_centroid,6.004141,2.097612,0.000000,12.353116,5.966199,6.563175,1.721766,6.596020,28,5.883658,2.127123,5.793919,496,6.511114,1.946762,6.620162,87
HE_Acc_Z_spec_power,HE,Acc,Z_spec_power,355.111002,392.215213,0.000000,3785.997571,216.198876,358.169611,298.011109,180.826557,28,353.848604,400.911028,214.941672,496,361.323739,371.585488,246.604845,87
HE_FreeAcc_X_mean,HE,FreeAcc,X_mean,-0.067657,0.643355,-3.548588,3.170885,-0.036805,-0.171754,1.005247,-0.086562,28,-0.132314,0.546076,-0.049720,496,0.334463,0.843197,0.199662,87
HE_FreeAcc_X_std,HE,FreeAcc,X_std,0.816541,0.394524,0.000000,2.944855,0.719958,1.270053,0.463190,1.249503,28,0.714184,0.313397,0.665605,496,1.254139,0.387604,1.242241,87
HE_FreeAcc_X_rms,HE,FreeAcc,X_rms,0.974503,0.539220,0.000000,3.660770,0.808966,1.543662,0.676229,1.391386,28,0.850077,0.448284,0.742090,496,1.500701,0.535955,1.375496,87
HE_FreeAcc_X_dom_freq,HE,FreeAcc,X_dom_freq,1.825968,1.070251,0.333333,6.000000,1.666667,1.119048,0.948094,0.666667,28,2.063172,1.020352,2.000000,496,0.701149,0.287709,0.666667,87
HE_FreeAcc_X_spec_centroid,HE,FreeAcc,X_spec_centroid,5.890066,1.755051,0.000000,11.635492,5.730475,6.151157,1.879752,6.174879,28,5.953473,1.746532,5.807641,496,5.444542,1.713197,4.985590,87
HE_FreeAcc_X_spec_power,HE,FreeAcc,X_spec_power,248.294070,274.192584,0.000000,2619.104688,156.536566,549.636031,389.190421,471.520299,28,183.646453,191.072270,133.800381,496,519.876178,383.783918,466.055709,87
HE_FreeAcc_Y_mean,HE,FreeAcc,Y_mean,-0.025054,0.773632,-2.736220,4.553410,-0.070508,-0.005312,1.434821,-0.068803,28,0.018039,0.729793,-0.039588,496,-0.277086,0.676945,-0.211656,87
HE_FreeAcc_Y_std,HE,FreeAcc,Y_std,0.996378,0.399813,0.000000,2.755086,0.936910,0.925226,0.257535,0.846741,28,1.044368,0.409535,0.997940,496,0.745680,0.262928,0.700753,87
HE_FreeAcc_Y_rms,HE,FreeAcc,Y_rms,1.198874,0.560116,0.000000,4.790579,1.113885,1.347249,1.063254,0.974066,28,1.230880,0.524810,1.158632,496,0.968648,0.467301,0.799452,87
HE_FreeAcc_Y_dom_freq,HE,FreeAcc,Y_dom_freq,1.021822,0.742096,0.333333,5.000000,0.666667,1.761905,1.243443,1.500000,28,0.836694,0.394106,0.666667,496,1.839080,1.214535,1.666667,87
HE_FreeAcc_Y_spec_centroid,HE,FreeAcc,Y_spec_centroid,5.651565,1.895416,0.000000,10.368820,5.564679,6.468066,1.613650,6.283677,28,5.417952,1.890913,5.298949,496,6.720644,1.548124,6.436669,87
HE_FreeAcc_Y_spec_power,HE,FreeAcc,Y_spec_power,348.025849,295.257676,0.000000,2292.409885,265.106288,277.850016,160.679699,216.534092,28,379.956761,310.042141,300.769814,496,188.568269,154.120955,148.305042,87
HE_FreeAcc_Z_mean,HE,FreeAcc,Z_mean,-1.205910,2.100294,-8.958761,7.561040,-1.106829,-0.718926,2.283046,-0.396033,28,-1.229571,2.118318,-1.241620,496,-1.227747,1.934875,-0.919286,87
HE_FreeAcc_Z_std,HE,FreeAcc,Z_std,0.972364,0.480319,0.000000,3.540635,0.846088,1.009032,0.417159,0.773536,28,0.965634,0.489566,0.843627,496,0.998933,0.448147,0.903624,87
HE_FreeAcc_Z_rms,HE,FreeAcc,Z_rms,2.235847,1.427719,0.000000,9.001291,1.816149,2.071253,1.590343,1.366621,28,2.265373,1.426148,1.901346,496,2.120489,1.389309,1.582528,87
HE_FreeAcc_Z_dom_freq,HE,FreeAcc,Z_dom_freq,0.593017,0.504474,0.333333,3.333333,0.333333,0.464286,0.291714,0.333333,28,0.609543,0.525539,0.333333,496,0.540230,0.422987,0.333333,87
HE_FreeAcc_Z_spec_centroid,HE,FreeAcc,Z_spec_centroid,6.004141,2.097612,0.000000,12.353116,5.966199,6.563175,1.721766,6.596020,28,5.883658,2.127123,5.793919,496,6.511114,1.946762,6.620162,87
HE_FreeAcc_Z_spec_power,HE,FreeAcc,Z_spec_power,355.111002,392.215213,0.000000,3785.997571,216.198876,358.169611,298.011109,180.826557,28,353.848604,400.911028,214.941672,496,361.323739,371.585488,246.604845,87
HE_Gyr_X_mean,HE,Gyr,X_mean,-0.036669,0.804614,-2.033080,1.485229,-0.171010,0.934118,0.215422,0.956200,28,-0.156238,0.790669,-0.404919,496,0.332575,0.672286,0.636541,87
HE_Gyr_X_std,HE,Gyr,X_std,0.545874,0.251030,0.000000,1.909838,0.536087,0.720503,0.240447,0.685180,28,0.523986,0.235979,0.519786,496,0.614456,0.301423,0.599980,87
HE_Gyr_X_rms,HE,Gyr,X_rms,0.940860,0.351519,0.000000,2.400661,1.015809,1.194263,0.261490,1.197485,28,0.925078,0.350603,1.004238,496,0.949281,0.353625,1.007882,87
HE_Gyr_X_dom_freq,HE,Gyr,X_dom_freq,0.442444,0.223620,0.333333,2.000000,0.333333,0.452381,0.226156,0.333333,28,0.444220,0.223286,0.333333,496,0.429119,0.226808,0.333333,87
HE_Gyr_X_spec_centroid,HE,Gyr,X_spec_centroid,5.322700,2.272370,0.000000,11.847467,5.032271,4.200035,1.846200,3.794681,28,5.440801,2.267822,5.128903,496,5.010706,2.316114,4.376961,87
HE_Gyr_X_spec_power,HE,Gyr,X_spec_power,108.993450,103.467541,0.000000,1101.579677,86.795212,173.619421,123.316602,141.807431,28,99.704674,86.223622,81.597018,496,141.150984,159.577813,108.716356,87
HE_Gyr_Y_mean,HE,Gyr,Y_mean,0.001737,0.112191,-0.474930,0.422666,0.000736,-0.016861,0.167294,-0.022052,28,0.007122,0.110134,0.006119,496,-0.022976,0.098886,-0.024537,87
HE_Gyr_Y_std,HE,Gyr,Y_std,0.219336,0.107049,0.000000,0.755842,0.191182,0.254534,0.117337,0.234242,28,0.216856,0.107648,0.186755,496,0.222146,0.099065,0.206752,87
HE_Gyr_Y_rms,HE,Gyr,Y_rms,0.243084,0.114236,0.000000,0.774694,0.212213,0.297555,0.131980,0.257591,28,0.239838,0.115116,0.208436,496,0.244058,0.098957,0.228144,87
HE_Gyr_Y_dom_freq,HE,Gyr,Y_dom_freq,1.099291,1.074611,0.333333,6.333333,0.666667,1.238095,1.246748,0.666667,28,1.116935,1.111814,0.666667,496,0.954023,0.747385,0.666667,87
HE_Gyr_Y_spec_centroid,HE,Gyr,Y_spec_centroid,5.829415,1.694775,0.000000,12.762703,5.704986,5.731330,1.850290,5.526218,28,5.829004,1.657293,5.704590,496,5.863327,1.866776,5.805913,87
HE_Gyr_Y_spec_power,HE,Gyr,Y_spec_power,17.984506,20.742323,0.000000,172.537959,11.038749,23.576089,27.006271,16.572091,28,17.695277,20.424062,10.533290,496,17.833856,20.274950,12.909819,87
HE_Gyr_Z_mean,HE,Gyr,Z_mean,0.011164,0.194536,-0.890810,0.721444,0.009113,0.209118,0.190051,0.207839,28,-0.014243,0.172285,-0.004934,496,0.092304,0.251202,0.106333,87
HE_Gyr_Z_std,HE,Gyr,Z_std,0.206356,0.102722,0.000000,0.903143,0.186612,0.274634,0.095681,0.267958,28,0.188636,0.087375,0.171028,496,0.285407,0.135566,0.254603,87
HE_Gyr_Z_rms,HE,Gyr,Z_rms,0.263828,0.146473,0.000000,0.999028,0.228877,0.376144,0.148717,0.360970,28,0.238942,0.126360,0.213607,496,0.369557,0.185320,0.338151,87
HE_Gyr_Z_dom_freq,HE,Gyr,Z_dom_freq,0.776323,0.723642,0.333333,4.666667,0.666667,0.571429,0.254299,0.666667,28,0.825269,0.783344,0.666667,496,0.563218,0.297754,0.333333,87
HE_Gyr_Z_spec_centroid,HE,Gyr,Z_spec_centroid,5.528195,1.774868,0.000000,12.170365,5.275701,5.064610,1.610015,4.745005,28,5.649231,1.750354,5.386599,496,4.987348,1.856240,4.837210,87
HE_Gyr_Z_spec_power,HE,Gyr,Z_spec_power,16.042125,19.342712,0.000000,246.340353,10.517285,25.445075,18.111591,21.685136,28,13.047674,13.595658,8.834040,496,30.087702,34.739198,19.577306,87
LB_Acc_X_mean,LB,Acc,X_mean,9.384682,0.456580,7.152136,9.991224,9.501654,9.460166,0.460419,9.598288,28,9.354853,0.445829,9.447157,496,9.530449,0.489459,9.692657,87
LB_Acc_X_std,LB,Acc,X_std,0.710033,0.322434,0.186511,4.220698,0.657193,0.844164,0.197741,0.816969,28,0.710348,0.333867,0.655644,496,0.665065,0.275046,0.621476,87
LB_Acc_X_rms,LB,Acc,X_rms,9.416881,0.459373,7.180143,10.142809,9.543543,9.499661,0.462108,9.636992,28,9.387486,0.450545,9.473312,496,9.557823,0.483800,9.720031,87
LB_Acc_X_dom_freq,LB,Acc,X_dom_freq,2.484452,1.111574,0.333333,7.333333,2.333333,2.869048,1.007541,3.333333,28,2.372312,1.055712,2.333333,496,3.000000,1.280948,3.000000,87
LB_Acc_X_spec_centroid,LB,Acc,X_spec_centroid,6.289808,1.647958,3.020513,11.740799,6.148660,7.085340,1.687090,6.743267,28,6.104662,1.603142,5.935042,496,7.089320,1.589395,6.674811,87
LB_Acc_X_spec_power,LB,Acc,X_spec_power,183.604638,276.458791,10.505665,5380.134380,130.440231,226.603733,110.724697,201.578054,28,185.989757,299.675982,129.825923,496,156.167934,141.300123,116.645789,87
LB_Acc_Y_mean,LB,Acc,Y_mean,0.045808,0.738192,-1.984579,2.207740,0.108175,0.454644,0.679798,0.587389,28,-0.042241,0.755194,-0.016800,496,0.416211,0.446686,0.356426,87
LB_Acc_Y_std,LB,Acc,Y_std,0.961988,0.316639,0.310004,2.558433,0.929937,1.072554,0.243020,1.105026,28,0.944942,0.323104,0.913636,496,1.023587,0.286751,0.970232,87
LB_Acc_Y_rms,LB,Acc,Y_rms,1.192911,0.385823,0.328070,3.320161,1.145344,1.329809,0.307622,1.368716,28,1.186427,0.400959,1.138977,496,1.185814,0.307257,1.147336,87
LB_Acc_Y_dom_freq,LB,Acc,Y_dom_freq,0.941080,0.761662,0.333333,6.333333,0.666667,0.845238,0.909403,0.666667,28,0.954301,0.738956,0.666667,496,0.896552,0.840374,0.666667,87
LB_Acc_Y_spec_centroid,LB,Acc,Y_spec_centroid,5.679405,1.656658,2.456052,10.776266,5.512019,5.836416,1.465314,5.823142,28,5.539969,1.670074,5.332410,496,6.423816,1.434657,6.372174,87
LB_Acc_Y_spec_power,LB,Acc,Y_spec_power,309.718241,218.091797,29.022668,1976.837660,261.173678,364.626105,155.300783,368.785595,28,301.136129,224.081757,252.099033,496,340.974647,195.937421,284.297311,87
LB_Acc_Z_mean,LB,Acc,Z_mean,2.094404,1.936182,-5.765207,6.868904,2.343693,2.675686,1.349267,2.778189,28,1.991007,2.018777,2.305828,496,2.496801,1.491876,2.511382,87
LB_Acc_Z_std,LB,Acc,Z_std,0.663206,0.233869,0.195314,1.867902,0.626164,0.770749,0.217789,0.683574,28,0.669015,0.233193,0.633912,496,0.595473,0.226857,0.538402,87
LB_Acc_Z_rms,LB,Acc,Z_rms,2.616252,1.334833,0.385818,6.891575,2.535184,2.897023,1.097669,2.898954,28,2.602519,1.328028,2.514453,496,2.604186,1.442820,2.532003,87
LB_Acc_Z_dom_freq,LB,Acc,Z_dom_freq,1.331697,0.656339,0.333333,3.666667,1.333333,1.226190,0.444940,1.333333,28,1.372312,0.676563,1.666667,496,1.134100,0.553261,1.333333,87
LB_Acc_Z_spec_centroid,LB,Acc,Z_spec_centroid,6.172003,1.798716,2.413222,10.977871,6.061699,6.671892,1.790113,6.246617,28,6.011660,1.814539,5.822785,496,6.925257,1.479060,6.949489,87
LB_Acc_Z_spec_power,LB,Acc,Z_spec_power,149.328531,110.586675,11.520919,1053.741190,118.410369,193.223919,113.020824,141.129322,28,151.564539,112.050507,121.362373,496,122.453464,95.290400,87.546440,87
LB_FreeAcc_X_mean,LB,FreeAcc,X_mean,-0.012093,0.204524,-0.878920,0.722194,-0.009945,-0.037779,0.203104,-0.003015,28,0.006682,0.199237,0.006465,496,-0.110865,0.207739,-0.079535,87
LB_FreeAcc_X_std,LB,FreeAcc,X_std,0.710033,0.322434,0.186511,4.220698,0.657193,0.844164,0.197741,0.816969,28,0.710348,0.333867,0.655644,496,0.665065,0.275046,0.621476,87
LB_FreeAcc_X_rms,LB,FreeAcc,X_rms,0.739827,0.320423,0.232181,4.228474,0.695502,0.865216,0.210983,0.817036,28,0.739618,0.329668,0.696963,496,0.700666,0.286450,0.635561,87
LB_FreeAcc_X_dom_freq,LB,FreeAcc,X_dom_freq,2.484452,1.111574,0.333333,7.333333,2.333333,2.869048,1.007541,3.333333,28,2.372312,1.055712,2.333333,496,3.000000,1.280948,3.000000,87
LB_FreeAcc_X_spec_centroid,LB,FreeAcc,X_spec_centroid,6.289808,1.647958,3.020513,11.740799,6.148660,7.085340,1.687090,6.743267,28,6.104662,1.603142,5.935042,496,7.089320,1.589395,6.674811,87
LB_FreeAcc_X_spec_power,LB,FreeAcc,X_spec_power,183.604638,276.458791,10.505665,5380.134380,130.440231,226.603733,110.724697,201.578054,28,185.989757,299.675982,129.825923,496,156.167934,141.300123,116.645789,87
LB_FreeAcc_Y_mean,LB,FreeAcc,Y_mean,0.032664,0.456355,-1.555067,1.979040,0.009966,0.050231,0.331187,0.042380,28,0.032519,0.484618,0.003265,496,0.027839,0.301416,0.035355,87
LB_FreeAcc_Y_std,LB,FreeAcc,Y_std,0.961988,0.316639,0.310004,2.558433,0.929937,1.072554,0.243020,1.105026,28,0.944942,0.323104,0.913636,496,1.023587,0.286751,0.970232,87
LB_FreeAcc_Y_rms,LB,FreeAcc,Y_rms,1.065743,0.314415,0.310420,2.679576,1.017750,1.120234,0.250870,1.117021,28,1.062106,0.323546,1.012819,496,1.068941,0.279022,1.014804,87
LB_FreeAcc_Y_dom_freq,LB,FreeAcc,Y_dom_freq,0.941080,0.761662,0.333333,6.333333,0.666667,0.845238,0.909403,0.666667,28,0.954301,0.738956,0.666667,496,0.896552,0.840374,0.666667,87
LB_FreeAcc_Y_spec_centroid,LB,FreeAcc,Y_spec_centroid,5.679405,1.656658,2.456052,10.776266,5.512019,5.836416,1.465314,5.823142,28,5.539969,1.670074,5.332410,496,6.423816,1.434657,6.372174,87
LB_FreeAcc_Y_spec_power,LB,FreeAcc,Y_spec_power,309.718241,218.091797,29.022668,1976.837660,261.173678,364.626105,155.300783,368.785595,28,301.136129,224.081757,252.099033,496,340.974647,195.937421,284.297311,87
LB_FreeAcc_Z_mean,LB,FreeAcc,Z_mean,0.150277,0.624422,-2.073278,2.358107,0.145203,0.086034,0.569679,0.130018,28,0.101884,0.585180,0.092941,496,0.446846,0.767382,0.468835,87
LB_FreeAcc_Z_std,LB,FreeAcc,Z_std,0.663206,0.233869,0.195314,1.867902,0.626164,0.770749,0.217789,0.683574,28,0.669015,0.233193,0.633912,496,0.595473,0.226857,0.538402,87
LB_FreeAcc_Z_rms,LB,FreeAcc,Z_rms,0.889799,0.338734,0.231954,2.408169,0.833008,0.931712,0.308965,0.889281,28,0.869206,0.314098,0.821086,496,0.993715,0.449547,0.904911,87
LB_FreeAcc_Z_dom_freq,LB,FreeAcc,Z_dom_freq,1.331697,0.656339,0.333333,3.666667,1.333333,1.226190,0.444940,1.333333,28,1.372312,0.676563,1.666667,496,1.134100,0.553261,1.333333,87
LB_FreeAcc_Z_spec_centroid,LB,FreeAcc,Z_spec_centroid,6.172003,1.798716,2.413222,10.977871,6.061699,6.671892,1.790113,6.246617,28,6.011660,1.814539,5.822785,496,6.925257,1.479060,6.949489,87
LB_FreeAcc_Z_spec_power,LB,FreeAcc,Z_spec_power,149.328531,110.586675,11.520919,1053.741190,118.410369,193.223919,113.020824,141.129322,28,151.564539,112.050507,121.362373,496,122.453464,95.290400,87.546440,87
LB_Gyr_X_mean,LB,Gyr,X_mean,-0.025453,0.750878,-1.275338,1.166924,-0.178263,0.912717,0.143676,0.914958,28,-0.144126,0.731389,-0.410932,496,0.349183,0.635579,0.593615,87
LB_Gyr_X_std,LB,Gyr,X_std,0.489263,0.164783,0.132550,1.038392,0.502913,0.599582,0.119367,0.619895,28,0.483571,0.163636,0.498919,496,0.486209,0.172764,0.498287,87
LB_Gyr_X_rms,LB,Gyr,X_rms,0.866630,0.281269,0.148192,1.485063,0.923161,1.096026,0.160765,1.104271,28,0.858097,0.281100,0.903286,496,0.841451,0.282897,0.871293,87
LB_Gyr_X_dom_freq,LB,Gyr,X_dom_freq,0.477360,0.304170,0.333333,2.666667,0.333333,0.404762,0.139285,0.333333,28,0.485887,0.322418,0.333333,496,0.452107,0.221441,0.333333,87
LB_Gyr_X_spec_centroid,LB,Gyr,X_spec_centroid,5.854504,1.945572,1.995791,10.993089,5.770848,4.696740,1.836069,4.438776,28,5.920655,1.927723,5.843896,496,5.849978,1.984826,5.932301,87
LB_Gyr_X_spec_power,LB,Gyr,X_spec_power,80.482291,49.149412,5.305920,325.648249,76.385096,112.722617,42.174932,116.059048,28,78.693184,48.617569,75.176300,496,80.306062,51.129065,74.986732,87
LB_Gyr_Y_mean,LB,Gyr,Y_mean,0.018093,0.065648,-0.256775,0.454934,0.013937,0.064003,0.088410,0.089699,28,0.013288,0.064359,0.009294,496,0.030711,0.057385,0.034637,87
LB_Gyr_Y_std,LB,Gyr,Y_std,0.211974,0.087993,0.059502,0.576110,0.191818,0.198650,0.073425,0.176280,28,0.221641,0.089847,0.202632,496,0.161148,0.059609,0.143912,87
LB_Gyr_Y_rms,LB,Gyr,Y_rms,0.222275,0.088880,0.060377,0.611850,0.203721,0.226847,0.070804,0.203693,28,0.230429,0.091710,0.212770,496,0.174316,0.057720,0.155873,87
LB_Gyr_Y_dom_freq,LB,Gyr,Y_dom_freq,1.242226,0.897411,0.333333,8.333333,1.000000,1.071429,0.523970,1.000000,28,1.276882,0.965601,1.000000,496,1.099617,0.471719,1.000000,87
LB_Gyr_Y_spec_centroid,LB,Gyr,Y_spec_centroid,6.240455,1.571858,3.015117,12.275769,6.092383,6.264075,1.874909,6.011267,28,6.321509,1.523093,6.204266,496,5.770750,1.675615,5.405295,87
LB_Gyr_Y_spec_power,LB,Gyr,Y_spec_power,15.904833,13.680655,1.069278,100.238278,11.112322,13.487788,12.119896,9.389611,28,17.269307,14.278224,12.400477,496,8.903663,6.764954,6.254873,87
LB_Gyr_Z_mean,LB,Gyr,Z_mean,0.008878,0.227874,-0.736022,0.603715,0.002413,0.273747,0.127593,0.251280,28,-0.015687,0.221087,-0.034569,496,0.063680,0.229136,0.108238,87
LB_Gyr_Z_std,LB,Gyr,Z_std,0.233519,0.098818,0.049296,0.582088,0.220679,0.265328,0.092543,0.249121,28,0.238661,0.097858,0.229213,496,0.193967,0.096910,0.164128,87
LB_Gyr_Z_rms,LB,Gyr,Z_rms,0.310864,0.139985,0.051364,0.911892,0.298049,0.389190,0.135956,0.337970,28,0.312404,0.134100,0.300181,496,0.276877,0.162805,0.222890,87
LB_Gyr_Z_dom_freq,LB,Gyr,Z_dom_freq,0.882706,0.838003,0.333333,6.000000,0.666667,0.511905,0.532732,0.333333,28,0.954301,0.887458,0.666667,496,0.593870,0.447287,0.333333,87
LB_Gyr_Z_spec_centroid,LB,Gyr,Z_spec_centroid,5.929026,1.681091,2.927255,11.898091,5.647313,5.432495,1.540433,5.311792,28,6.005910,1.664452,5.765128,496,5.650501,1.778093,5.270639,87
LB_Gyr_Z_spec_power,LB,Gyr,Z_spec_power,19.413332,16.269237,0.733911,102.329447,14.707573,23.755375,19.407993,18.743325,28,20.088539,16.054598,15.867248,496,14.166433,15.459697,8.135383,87
LF_Acc_X_mean,LF,Acc,X_mean,6.396531,1.117435,2.499422,12.064190,6.356869,6.837471,1.086866,6.895597,28,6.399868,1.136509,6.353407,496,6.235595,0.980728,6.371025,87
LF_Acc_X_std,LF,Acc,X_std,2.586429,1.211345,0.044236,7.498633,2.545233,3.532816,0.865117,3.548142,28,2.552424,1.232100,2.487187,496,2.475712,1.060479,2.336358,87
LF_Acc_X_rms,LF,Acc,X_rms,6.986511,1.227978,3.648003,12.710646,6.923654,7.710681,1.303322,7.733782,28,6.982031,1.237569,6.904008,496,6.778988,1.064236,6.970452,87
LF_Acc_X_dom_freq,LF,Acc,X_dom_freq,1.749045,1.182113,0.333333,6.333333,1.666667,1.630952,0.926693,1.333333,28,1.698925,1.187983,1.333333,496,2.072797,1.180620,2.000000,87
LF_Acc_X_spec_centroid,LF,Acc,X_spec_centroid,5.872341,2.300711,1.465156,15.445709,5.450798,7.609706,2.216908,7.500555,28,5.617550,2.286638,5.120153,496,6.765790,1.934455,6.072902,87
LF_Acc_X_spec_power,LF,Acc,X_spec_power,2462.768598,2136.547281,0.590981,16981.784372,1956.456828,3987.262197,1873.857435,3802.204205,28,2425.111631,2187.185608,1868.263641,496,2186.814978,1702.830927,1648.560360,87
LF_Acc_Y_mean,LF,Acc,Y_mean,-0.688920,1.674048,-6.233221,3.164385,-0.802421,-1.263177,2.780483,-0.768635,28,-0.948925,1.495509,-1.028260,496,0.978224,1.126257,0.883510,87
LF_Acc_Y_std,LF,Acc,Y_std,1.913088,0.861596,0.267951,7.234959,1.827668,2.863597,0.601590,2.858476,28,1.832046,0.839992,1.758114,496,2.069211,0.856711,1.941832,87
LF_Acc_Y_rms,LF,Acc,Y_rms,2.554491,1.072362,0.503241,7.262961,2.374360,4.036329,1.164581,3.602827,28,2.477491,1.028213,2.301695,496,2.516564,0.946120,2.322950,87
LF_Acc_Y_dom_freq,LF,Acc,Y_dom_freq,1.643753,1.307197,0.333333,9.000000,1.333333,2.154762,1.785820,1.333333,28,1.560484,1.172034,1.333333,496,1.954023,1.729193,1.666667,87
LF_Acc_Y_spec_centroid,LF,Acc,Y_spec_centroid,5.851356,1.908799,2.719253,14.250307,5.508601,6.896590,1.922348,6.392223,28,5.595040,1.905725,5.115341,496,6.976251,1.328432,6.830921,87
LF_Acc_Y_spec_power,LF,Acc,Y_spec_power,1329.166074,1330.799714,21.683765,15808.779334,1008.837048,2581.945975,1087.782960,2468.513781,28,1226.336378,1307.107060,933.502815,496,1512.220003,1323.104752,1138.804895,87
LF_Acc_Z_mean,LF,Acc,Z_mean,7.632885,0.928671,1.438249,9.920722,7.712967,7.548909,0.733001,7.402792,28,7.558376,0.949535,7.660221,496,8.084695,0.719855,8.159626,87
LF_Acc_Z_std,LF,Acc,Z_std,1.932960,0.946393,0.045521,6.427602,1.747985,2.585597,0.759965,2.513128,28,1.904239,0.961692,1.717642,496,1.886654,0.838294,1.728342,87
LF_Acc_Z_rms,LF,Acc,Z_rms,7.937181,0.868836,4.629543,10.409700,8.074315,8.016248,0.710028,8.139130,28,7.861046,0.885157,8.030263,496,8.345788,0.694274,8.418082,87
LF_Acc_Z_dom_freq,LF,Acc,Z_dom_freq,1.770322,1.137290,0.333333,8.666667,1.666667,1.845238,1.156418,1.666667,28,1.694220,1.092327,1.500000,496,2.180077,1.296791,2.000000,87
LF_Acc_Z_spec_centroid,LF,Acc,Z_spec_centroid,5.917051,2.246495,1.453282,15.511780,5.513164,7.238533,2.442749,6.551784,28,5.683072,2.242807,5.149964,496,6.825696,1.803029,6.310547,87
LF_Acc_Z_spec_power,LF,Acc,Z_spec_power,1398.469753,1445.715770,0.625823,12477.403542,922.787571,2187.226126,1242.016363,1907.551868,28,1373.882258,1498.699313,891.027912,496,1284.794108,1092.489391,902.163836,87
LF_FreeAcc_X_mean,LF,FreeAcc,X_mean,0.821826,0.722501,-2.929420,3.269075,0.759263,1.462808,0.676370,1.372296,28,0.814785,0.740432,0.758852,496,0.655672,0.491356,0.608500,87
