Feature,Sensor,Channel,Metric,Overall_Mean,Overall_Std,Overall_Min,Overall_Max,Overall_Median,healthy_Mean,healthy_Std,healthy_Median,healthy_N,neuro_Mean,neuro_Std,neuro_Median,neuro_N,ortho_Mean,ortho_Std,ortho_Median,ortho_N
HE_Acc_X_mean,HE,Acc,X_mean,9.382068,0.802446,0,14.179558,9.520845,9.279997,0.427665,9.374506,1151,9.438389,0.923726,9.579501,4060,9.257002,0.491748,9.407009,889
HE_Acc_X_std,HE,Acc,X_std,1.110453,0.555741,0,3.853444,1.042954,1.528623,0.601572,1.520097,1151,1.017591,0.489839,0.962877,4060,0.993136,0.525315,0.954447,889
HE_Acc_X_rms,HE,Acc,X_rms,9.463903,0.802223,0,14.201111,9.591311,9.42418,0.429334,9.501512,1151,9.505601,0.924875,9.630299,4060,9.324898,0.492073,9.470958,889
HE_Acc_X_dom_freq,HE,Acc,X_dom_freq,1.77999,0.794938,0.166667,8.333333,1.666667,1.712095,0.558362,1.833333,1152,1.827217,0.812579,1.666667,4060,1.652434,0.941242,1.666667,890
HE_Acc_X_spec_centroid,HE,Acc,X_spec_centroid,5.603445,1.54496,0,13.454407,5.485663,6.037843,1.397442,5.965011,1151,5.309381,1.518207,5.112984,4060,6.383992,1.441909,6.073354,889
HE_Acc_X_spec_power,HE,Acc,X_spec_power,928.234694,901.506382,0,8939.18785,654.833617,1624.37103,1146.134173,1391.052066,1151,767.782746,744.606236,558.138418,4060,759.710497,756.395584,548.408214,889
HE_Acc_Y_mean,HE,Acc,Y_mean,-0.276978,0.8672,-3.397849,6.395177,-0.31229,-0.335824,0.740089,-0.384305,1151,-0.197084,0.931434,-0.249622,4060,-0.565658,0.610834,-0.524134,889
HE_Acc_Y_std,HE,Acc,Y_std,1.024498,0.427695,0,3.159585,1.007837,1.100298,0.449253,1.062558,1151,1.005668,0.406566,0.977786,4060,1.012353,0.4798,1.066749,889
HE_Acc_Y_rms,HE,Acc,Y_rms,1.314689,0.576859,0,6.431073,1.240089,1.345301,0.512577,1.270802,1151,1.305677,0.614915,1.216138,4060,1.316209,0.464015,1.274726,889
HE_Acc_Y_dom_freq,HE,Acc,Y_dom_freq,0.881514,0.557842,0.166667,6.833333,0.833333,0.87283,0.583221,0.833333,1152,0.91055,0.561471,0.833333,4060,0.7603,0.487024,0.833333,890
HE_Acc_Y_spec_centroid,HE,Acc,Y_spec_centroid,5.035479,1.68125,0,13.447948,4.889603,5.197552,1.62036,5.000997,1151,4.877334,1.669842,4.725989,4060,5.547878,1.690216,5.339231,889
HE_Acc_Y_spec_power,HE,Acc,Y_spec_power,741.965034,583.79352,0,6009.820946,611.476248,850.21795,658.182517,679.682262,1151,708.333633,547.110686,575.556719,4060,755.400788,625.313725,685.051572,889
