Feature,H_Statistic,p_value,eta_squared,Effect_Size,Significant
LB_Acc_Z_spec_centroid,436.173195,0.000000,0.071211,Medium,Yes
LB_Gyr_Z_spec_power,431.832692,0.000000,0.070499,Medium,Yes
LB_Gyr_Z_std,431.830763,0.000000,0.070499,Medium,Yes
RF_Gyr_Z_std,428.685304,0.000000,0.070029,Medium,Yes
RF_Gyr_Z_spec_power,428.683766,0.000000,0.070029,Medium,Yes
RF_Gyr_Z_rms,427.773451,0.000000,0.069879,Medium,Yes
LB_Acc_Y_dom_freq,418.442357,0.000000,0.068280,Medium,Yes
LB_FreeAcc_Y_dom_freq,418.442357,0.000000,0.068280,Medium,Yes
LF_FreeAcc_X_mean,415.123902,0.000000,0.067803,Medium,Yes
LB_Gyr_Z_rms,407.099414,0.000000,0.066442,Medium,Yes
RF_Gyr_Z_mean,389.705020,0.000000,0.063631,Medium,Yes
LB_FreeAcc_Z_rms,377.185809,0.000000,0.061536,Medium,Yes
HE_FreeAcc_Y_std,370.153058,0.000000,0.060383,Medium,Yes
HE_FreeAcc_Y_spec_power,370.152351,0.000000,0.060383,Medium,Yes
RF_FreeAcc_Z_dom_freq,360.445563,0.000000,0.058771,Small,Yes
RF_Acc_Z_dom_freq,360.445563,0.000000,0.058771,Small,Yes
HE_FreeAcc_X_mean,326.252985,0.000000,0.053182,Small,Yes
LF_Acc_X_mean,324.344732,0.000000,0.052904,Small,Yes
LF_Acc_Z_dom_freq,324.104834,0.000000,0.052813,Small,Yes
LF_FreeAcc_Z_dom_freq,324.104834,0.000000,0.052813,Small,Yes
LF_FreeAcc_Z_mean,298.322225,0.000000,0.048633,Small,Yes
RF_Acc_X_mean,295.865936,0.000000,0.048230,Small,Yes
HE_Acc_X_rms,280.286170,0.000000,0.045643,Small,Yes
LB_FreeAcc_Y_spec_power,276.695686,0.000000,0.045054,Small,Yes
LB_Acc_Y_std,276.695686,0.000000,0.045054,Small,Yes
LB_FreeAcc_Y_std,276.695686,0.000000,0.045054,Small,Yes
LB_Acc_Y_spec_power,276.695686,0.000000,0.045054,Small,Yes
HE_FreeAcc_X_rms,271.740305,0.000000,0.044241,Small,Yes
HE_FreeAcc_Y_rms,267.021008,0.000000,0.043467,Small,Yes
LB_FreeAcc_Z_dom_freq,260.757501,0.000000,0.042426,Small,Yes
LB_Acc_Z_dom_freq,260.757501,0.000000,0.042426,Small,Yes
LF_Gyr_Z_std,260.138832,0.000000,0.042366,Small,Yes
LF_Gyr_Z_spec_power,260.137593,0.000000,0.042366,Small,Yes
RF_Gyr_X_std,258.467977,0.000000,0.042092,Small,Yes
RF_Gyr_X_spec_power,258.467977,0.000000,0.042092,Small,Yes
LF_Gyr_Z_rms,255.770444,0.000000,0.041650,Small,Yes
RF_Gyr_X_rms,250.481770,0.000000,0.040782,Small,Yes
RF_FreeAcc_Y_mean,246.198860,0.000000,0.040079,Small,Yes
LF_Gyr_X_std,244.984988,0.000000,0.039879,Small,Yes
LF_Gyr_X_spec_power,244.983944,0.000000,0.039879,Small,Yes
LF_Gyr_X_rms,240.348869,0.000000,0.039118,Small,Yes
LB_Acc_Y_mean,230.053493,0.000000,0.037404,Small,Yes
LB_Gyr_Z_dom_freq,227.538605,0.000000,0.036980,Small,Yes
HE_Gyr_X_std,225.884104,0.000000,0.036720,Small,Yes
HE_Gyr_X_spec_power,225.884032,0.000000,0.036720,Small,Yes
LB_Gyr_Y_dom_freq,203.076814,0.000000,0.032969,Small,Yes
HE_FreeAcc_X_spec_power,202.687145,0.000000,0.032916,Small,Yes
HE_FreeAcc_X_std,202.686068,0.000000,0.032916,Small,Yes
HE_Gyr_X_rms,190.083263,0.000000,0.030848,Small,Yes
LB_Gyr_X_mean,182.604315,0.000000,0.029622,Small,Yes
LB_FreeAcc_Y_rms,168.149133,0.000000,0.027251,Small,Yes
LB_Gyr_X_std,157.234842,0.000000,0.025461,Small,Yes
LB_Gyr_X_spec_power,157.234330,0.000000,0.025461,Small,Yes
LB_Gyr_Y_mean,155.189227,0.000000,0.025125,Small,Yes
HE_Gyr_X_mean,143.192683,0.000000,0.023158,Small,Yes
LB_Gyr_X_rms,135.452561,0.000000,0.021888,Small,Yes
HE_Acc_Y_mean,133.474477,0.000000,0.021564,Small,Yes
HE_Acc_Z_spec_centroid,130.079967,0.000000,0.021007,Small,Yes
HE_FreeAcc_Z_spec_centroid,130.079967,0.000000,0.021007,Small,Yes
HE_Acc_Y_spec_centroid,116.472541,0.000000,0.018775,Small,Yes
HE_Acc_Y_dom_freq,111.070063,0.000000,0.017883,Small,Yes
LF_Gyr_Y_dom_freq,101.549519,0.000000,0.016322,Small,Yes
LF_FreeAcc_Y_mean,91.304062,0.000000,0.014657,Small,Yes
HE_Gyr_Z_dom_freq,87.052193,0.000000,0.013945,Small,Yes
RF_Gyr_Y_dom_freq,85.196814,0.000000,0.013641,Small,Yes
LF_Gyr_X_dom_freq,82.695535,0.000000,0.013231,Small,Yes
HE_Acc_X_dom_freq,79.986479,0.000000,0.012787,Small,Yes
HE_Gyr_Y_dom_freq,76.322184,0.000000,0.012186,Small,Yes
HE_FreeAcc_Z_rms,75.363599,0.000000,0.012033,Small,Yes
HE_FreeAcc_Y_mean,73.513626,0.000000,0.011729,Small,Yes
LB_Acc_Y_rms,73.268780,0.000000,0.011689,Small,Yes
HE_Gyr_Y_spec_centroid,63.296841,0.000000,0.010054,Small,Yes
HE_Gyr_Z_spec_centroid,60.709135,0.000000,0.009629,Negligible,Yes
HE_Gyr_X_dom_freq,58.083910,0.000000,0.009196,Negligible,Yes
HE_FreeAcc_Z_mean,55.119969,0.000000,0.008712,Negligible,Yes
HE_Acc_Z_dom_freq,50.107169,0.000000,0.007888,Negligible,Yes
HE_FreeAcc_Z_dom_freq,50.107169,0.000000,0.007888,Negligible,Yes
LB_Gyr_Y_spec_centroid,43.089066,0.000000,0.006739,Negligible,Yes
HE_Gyr_Y_mean,40.035884,0.000000,0.006238,Negligible,Yes
LF_Gyr_Z_mean,39.410801,0.000000,0.006140,Negligible,Yes
LB_FreeAcc_Z_mean,37.922013,0.000000,0.005892,Negligible,Yes
HE_Acc_Y_std,35.925297,0.000000,0.005564,Negligible,Yes
HE_Acc_Y_spec_power,35.924306,0.000000,0.005564,Negligible,Yes
LB_Gyr_Z_mean,34.625544,0.000000,0.005351,Negligible,Yes
HE_Gyr_Z_mean,34.606670,0.000000,0.005348,Negligible,Yes
RF_Gyr_X_dom_freq,33.790268,0.000000,0.005212,Negligible,Yes
LB_Acc_Z_rms,33.190792,0.000000,0.005116,Negligible,Yes
LB_Gyr_X_dom_freq,32.197641,0.000000,0.004951,Negligible,Yes
RF_Gyr_X_mean,31.602517,0.000000,0.004858,Negligible,Yes
LF_Gyr_Y_mean,31.486919,0.000000,0.004839,Negligible,Yes
LF_Gyr_Z_dom_freq,25.823642,0.000002,0.003906,Negligible,Yes
LB_Gyr_X_spec_centroid,22.714380,0.000012,0.003397,Negligible,Yes
HE_Acc_Y_rms,20.841740,0.000030,0.003090,Negligible,Yes
LB_FreeAcc_X_mean,20.470398,0.000036,0.003029,Negligible,Yes
HE_Gyr_X_spec_centroid,17.088508,0.000195,0.002475,Negligible,Yes
RF_Acc_Y_dom_freq,15.820355,0.000367,0.002266,Negligible,Yes
RF_FreeAcc_Y_dom_freq,15.820355,0.000367,0.002266,Negligible,Yes
RF_FreeAcc_X_dom_freq,14.540229,0.000696,0.002056,Negligible,Yes
RF_Acc_X_dom_freq,14.540229,0.000696,0.002056,Negligible,Yes
LF_Acc_X_dom_freq,13.380211,0.001243,0.001866,Negligible,No
LF_FreeAcc_X_dom_freq,13.380211,0.001243,0.001866,Negligible,No
RF_Gyr_Z_dom_freq,12.689782,0.001756,0.001753,Negligible,No
LB_FreeAcc_Y_mean,11.947579,0.002545,0.001632,Negligible,No
HE_FreeAcc_X_spec_centroid,9.942859,0.006933,0.001303,Negligible,No
RF_Gyr_Y_spec_centroid,8.544073,0.013953,0.001074,Negligible,No
LF_Gyr_X_spec_centroid,7.630255,0.022035,0.000924,Negligible,No
LF_Gyr_Y_spec_centroid,7.474871,0.023815,0.000899,Negligible,No
LB_Gyr_Z_spec_centroid,6.209511,0.044835,0.000690,Negligible,No
LF_Acc_Y_dom_freq,5.847620,0.053729,0.000631,Negligible,No
LF_FreeAcc_Y_dom_freq,5.847620,0.053729,0.000631,Negligible,No
RF_Gyr_Z_spec_centroid,5.819006,0.054503,0.000627,Negligible,No
LB_Acc_X_dom_freq,4.629390,0.098796,0.000431,Negligible,No
LB_FreeAcc_X_dom_freq,4.629390,0.098796,0.000431,Negligible,No
RF_Gyr_Y_mean,3.896444,0.142527,0.000311,Negligible,No
LB_Acc_Z_mean,1.129888,0.568392,-0.000143,Negligible,No
RF_Gyr_X_spec_centroid,0.957798,0.619465,-0.000171,Negligible,No
LF_Gyr_Z_spec_centroid,0.419692,0.810709,-0.000259,Negligible,No
