phase,sensor,win_s,overlap,model,acc_mean,acc_std,bacc_mean,bacc_std,macro_f1_mean,macro_f1_std,auc_macro_ovr_mean,auc_macro_ovr_std,LR_acc_mean,LR_acc_std,LR_bacc_mean,LR_bacc_std,LR_f1_mean,LR_f1_std,LR_auc_mean,LR_auc_std,SVM_acc_mean,SVM_acc_std,SVM_bacc_mean,SVM_bacc_std,SVM_f1_mean,SVM_f1_std,SVM_auc_mean,SVM_auc_std,RF_acc_mean,RF_acc_std,RF_bacc_mean,RF_bacc_std,RF_f1_mean,RF_f1_std,RF_auc_mean,RF_auc_std
pre_uturn,RF,3.0,0.25,LR,0.7647222447130205,0.0645983629273588,0.723430875516958,0.0601535296295128,0.6758015091677889,0.0686551015042541,0.3820808718914125,0.0407959639834265,0.7647222447130205,0.0645983629273588,0.723430875516958,0.0601535296295128,0.6758015091677889,0.0686551015042541,0.3820808718914125,0.0407959639834265,0.777890747897001,0.0590740350246125,0.697767674745252,0.0803484248394234,0.6652709511847344,0.0716793914559184,0.386568823368413,0.0322689694702695,0.7948824566143387,0.0613660089946158,0.669125769075958,0.0831520484999937,0.6586978670380893,0.0690205843895541,0.3919531367650236,0.0203624286697081
pre_uturn,RF,4.0,0.25,LR,0.7654976195828076,0.0093378852625805,0.7375267601557873,0.0258951843176345,0.6800122176036381,0.0151032983209068,0.3777482137033084,0.0327833369312866,0.7654976195828076,0.0093378852625805,0.7375267601557873,0.0258951843176345,0.6800122176036381,0.0151032983209068,0.3777482137033084,0.0327833369312866,0.7805559132584503,0.0253896203409071,0.7006269536060203,0.067934329381788,0.6681088136075795,0.0568692719750741,0.3757339253724666,0.023530844728841,0.8236308794065665,0.0440809492632854,0.6906448755503415,0.0568425151469592,0.6940972313929998,0.0630912903672119,0.3797665640612617,0.0331369124740873
post_uturn,RF,5.0,0.25,LR,0.7967278051113109,0.03533503952789051,0.7836940140687362,0.04647209242358325,0.721639874318717,0.026029499846583686,0.38677684309476995,0.017491784021539513,0.7967278051113109,0.03533503952789051,0.7836940140687362,0.04647209242358325,0.721639874318717,0.026029499846583686,0.38677684309476995,0.017491784021539513,0.8050551093101845,0.042749618684933835,0.7367023355581565,0.04518871081054628,0.6980714649699356,0.023636052088589814,0.3589525901723744,0.028614767962346594,0.8085598030957366,0.06510223521066259,0.6886942987688898,0.05555643202935482,0.6775142979856577,0.038241039270281905,0.3680700558996789,0.030641510306172175
post_uturn,ALL,5.0,0.25,LR,0.8716782973545454,0.018215321543500917,0.8058408161668448,0.04535384254848064,0.7780432184893644,0.04062409446615387,0.3969875551458416,0.021702457967662122,0.8716782973545454,0.018215321543500917,0.8058408161668448,0.04535384254848064,0.7780432184893644,0.04062409446615387,0.3969875551458416,0.021702457967662122,0.8730698499405412,0.036453388421132334,0.7794532180085605,0.04668677018888715,0.770904682834202,0.056265404777656874,0.374692798506524,0.019045397388220642,0.8886934521946944,0.0384597292948459,0.7711719035166469,0.07640208991361598,0.7801426814416379,0.06852601644708443,0.366872262094809,0.021791333232332587
post_uturn,RF,6.0,0.25,LR,0.7996135169001657,0.06556052027134258,0.7452886398299381,0.04440222594814972,0.7080701370961584,0.0623857101543134,0.40075793442668994,0.039722437357220405,0.7996135169001657,0.06556052027134258,0.7452886398299381,0.04440222594814972,0.7080701370961584,0.0623857101543134,0.40075793442668994,0.039722437357220405,0.8174207127503401,0.055716942149734716,0.7280744094194092,0.03040773870636348,0.7080296327155373,0.04182177404539502,0.37341672557872935,0.029202013250526966,0.8202587317536819,0.04873068608721774,0.6861995893694738,0.027341072254388817,0.6980864500629822,0.025604864368859243,0.37487031291337664,0.03088729938240196
post_uturn,ALL,6.0,0.25,RF,0.8928037216488682,0.017791963166786388,0.7912293323952259,0.03679482170809545,0.8024928062062013,0.025613069746120695,0.37390181249104454,0.025862847988599235,0.8581126611179636,0.049846814573237114,0.7719421293572581,0.03149017600194698,0.7624483614586763,0.04029226277900884,0.40704045967102453,0.03749931703953012,0.8747084294749634,0.045075300495899834,0.7800677825779055,0.02233918668807286,0.7823191687125635,0.03954874509316569,0.37124426572936264,0.02872297882318264,0.8928037216488682,0.017791963166786388,0.7912293323952259,0.03679482170809545,0.8024928062062013,0.025613069746120695,0.37390181249104454,0.025862847988599235
post_uturn,RF,5.0,0.5,LR,0.7785790517490471,0.06469478403854557,0.7373141036134927,0.07346967595255244,0.6830294612320451,0.07347239971817117,0.3939519258315699,0.024629812378235746,0.7785790517490471,0.06469478403854557,0.7373141036134927,0.07346967595255244,0.6830294612320451,0.07347239971817117,0.3939519258315699,0.024629812378235746,0.7964934652291661,0.038695518787749496,0.7102496028255308,0.05674650841038421,0.6750753879134872,0.05151927523027872,0.36072909654211754,0.022779467829925047,0.8164072344624584,0.03395240139648329,0.691641033116116,0.04870115919565422,0.6837731754711689,0.04200101050390977,0.3649146535749062,0.02082219503763701
post_uturn,ALL,5.0,0.5,RF,0.891421533966456,0.04213113886927106,0.7787764496442504,0.06694780190287156,0.7879933139896862,0.07087883783751084,0.36285794019858797,0.00557611979364718,0.8593573280166957,0.02072100488355924,0.772210398727918,0.009374923639517559,0.7559470808146507,0.016695188732881033,0.3930791744853809,0.02369098298706879,0.8861063662098946,0.026321987042657452,0.7705879059471109,0.047297595907065164,0.7790359912593032,0.04043598908851138,0.3678780926426653,0.013618380684432382,0.891421533966456,0.04213113886927106,0.7787764496442504,0.06694780190287156,0.7879933139896862,0.07087883783751084,0.36285794019858797,0.00557611979364718
post_uturn,RF,6.0,0.5,LR,0.7835293882324985,0.030569932776548302,0.7477722723670277,0.044042627287936356,0.6888086792328468,0.035357564798899094,0.3782991523204143,0.016905999945562068,0.7835293882324985,0.030569932776548302,0.7477722723670277,0.044042627287936356,0.6888086792328468,0.035357564798899094,0.3782991523204143,0.016905999945562068,0.8095208687664226,0.023914652240097596,0.7288020517561721,0.018642660671211876,0.6916635409897527,0.022008617996522484,0.35125627172992635,0.01787179530521478,0.8295241385028465,0.028284733542515532,0.6840466670537103,0.036584831628026386,0.6864754081978941,0.04859159406116111,0.36505523516555927,0.02596456412598025
post_uturn,ALL,6.0,0.5,SVM,0.8964951007844197,0.0391065925965205,0.7989340858218994,0.056326365167457836,0.8038134720210086,0.05258239219832587,0.36338584645297,0.015376605879525216,0.8737125400550504,0.02284529695300311,0.7882907225386961,0.038698695365379676,0.7740729278432886,0.012632092507295847,0.3898703137214742,0.012940785743635367,0.8964951007844197,0.0391065925965205,0.7989340858218994,0.056326365167457836,0.8038134720210086,0.05258239219832587,0.36338584645297,0.015376605879525216,0.901693078591691,0.023135025360052654,0.7853092451431904,0.023212088670312728,0.8003805896351384,0.029508175566762655,0.3670311826492957,0.02742604363018185
gait_full,RF,5.0,0.25,LR,0.7956186403718561,0.06695295698934806,0.7570317436951022,0.062106643817228364,0.7103387561950094,0.095970689075995,0.37825780403455445,0.044986372347535344,0.7956186403718561,0.06695295698934806,0.7570317436951022,0.062106643817228364,0.7103387561950094,0.095970689075995,0.37825780403455445,0.044986372347535344,0.7966655461416747,0.06911544438232148,0.7073220486879179,0.07982086792904053,0.6886888674870214,0.10701073348737174,0.3688371174890182,0.022900811146399854,0.825056960154386,0.047144441844173976,0.7110533835290956,0.06514167867244446,0.7096759125357269,0.08286843888891195,0.3837351706874465,0.022002692017068677
gait_full,ALL,5.0,0.25,SVM,0.8818344461881047,0.02332346397663906,0.7867505363930806,0.05124669767434723,0.7903584242848012,0.055639833896788095,0.3754216616381995,0.024596839073118992,0.8479982554698585,0.0385224325870453,0.7630370909198455,0.058973951345153874,0.7518060511862428,0.06984321906494272,0.37877577688477404,0.0314108798467342,0.8818344461881047,0.02332346397663906,0.7867505363930806,0.05124669767434723,0.7903584242848012,0.055639833896788095,0.3754216616381995,0.024596839073118992,0.8850334687585173,0.015388734540890285,0.7834952514667667,0.03738739186151194,0.7951701974723602,0.044065643473171795,0.37277790275190587,0.013142976238620256
gait_full,RF,6.0,0.25,LR,0.7719909688406299,0.05620754075248162,0.7038527876605495,0.052941264704321,0.6673373719437385,0.05598271255107903,0.37352871803676735,0.02726394717355751,0.7719909688406299,0.05620754075248162,0.7038527876605495,0.052941264704321,0.6673373719437385,0.05598271255107903,0.37352871803676735,0.02726394717355751,0.7912078162004494,0.04471162420779069,0.6972750966074795,0.05440869323931984,0.6724400492078743,0.05152647047193589,0.36412224180010866,0.02631203556448016,0.8153351690204154,0.02758946982853516,0.679802424374096,0.024483612059192257,0.6805362188759119,0.019700154462745905,0.37631692546838647,0.01988661657992674
gait_full,ALL,6.0,0.25,RF,0.8971842690748911,0.02274073529431081,0.7845393816985945,0.03827371208373278,0.7978713112427014,0.04556734806133188,0.37252618536577076,0.014680997089947877,0.8332838758993597,0.024593970555531745,0.7363441238121021,0.06271166186451993,0.7205533020613422,0.057022533505232016,0.3799496647246367,0.018921174261190086,0.8751415930177722,0.036959198958568903,0.7796432363278694,0.0692577233382332,0.7783982600833315,0.07053519116117557,0.3754280002721612,0.019809299331075694,0.8971842690748911,0.02274073529431081,0.7845393816985945,0.03827371208373278,0.7978713112427014,0.04556734806133188,0.37252618536577076,0.014680997089947877
gait_full,RF,5.0,0.5,LR,0.7755433761747177,0.04290520501161857,0.7512240498592789,0.04118721540973527,0.6968266103381183,0.04484632774131339,0.3793745926481785,0.023049697993855908,0.7755433761747177,0.04290520501161857,0.7512240498592789,0.04118721540973527,0.6968266103381183,0.04484632774131339,0.3793745926481785,0.023049697993855908,0.781885439086177,0.04028305546362412,0.7127404612900238,0.06186623136748701,0.6784772208602006,0.05555820851648567,0.36646007383088636,0.026811356076978522,0.8127156785270893,0.023651867789666135,0.6962484976227885,0.051450740925259926,0.689032069507944,0.03490400588865056,0.3884077266225504,0.030336748608854415
gait_full,ALL,5.0,0.5,RF,0.8970258469877755,0.01767523900022848,0.8030020633439816,0.054809659524017895,0.8089505981768245,0.04584038368132621,0.37657721783506976,0.017450313016689176,0.8443010697910577,0.04051161986554326,0.777589200632528,0.03474882120200951,0.7564489539351449,0.04141917809912896,0.37201750918986143,0.01277917095788238,0.883838598048522,0.03320907250993027,0.800186401550231,0.06410087810329669,0.7965849073228856,0.07142365255483132,0.3739701942671015,0.02472776657741697,0.8970258469877755,0.01767523900022848,0.8030020633439816,0.054809659524017895,0.8089505981768245,0.04584038368132621,0.37657721783506976,0.017450313016689176
gait_full,RF,6.0,0.5,LR,0.7682507374959072,0.04939802055917609,0.7188107768067802,0.05700595121774205,0.6714796380395291,0.044883904719072,0.37033240569658155,0.0371408320404255,0.7682507374959072,0.04939802055917609,0.7188107768067802,0.05700595121774205,0.6714796380395291,0.044883904719072,0.37033240569658155,0.0371408320404255,0.7843937773326104,0.054627663287588654,0.6977905193976912,0.06203578856063035,0.6698209859425631,0.05643903210882712,0.35446297407044003,0.040045119201013855,0.8135728032482727,0.05305534569748292,0.6861607309096367,0.057567863475197836,0.6815969341236755,0.06481205804730684,0.36911984111414353,0.032181208693336995
gait_full,ALL,6.0,0.5,RF,0.8919803452014798,0.043921554894319495,0.7941588825925643,0.07556683492089313,0.8011021289489907,0.08225912543166171,0.3641729918744014,0.03037738279593785,0.8450983461762591,0.035215157392218234,0.7649704269222878,0.043406095241137074,0.7419122160477517,0.04935826683477917,0.38459063799439314,0.038471062410547034,0.8755600016483486,0.039200453716729707,0.7772613872895675,0.06890078923881983,0.7758951030969377,0.07129923702119435,0.3788171588264578,0.03534761309649349,0.8919803452014798,0.043921554894319495,0.7941588825925643,0.07556683492089313,0.8011021289489907,0.08225912543166171,0.3641729918744014,0.03037738279593785
uturn,RF,5.0,0.25,LR,0.9605658709106984,0.051802596037854844,0.9166233766233767,0.14509789298781167,0.8817279942279942,0.19625697939453268,0.5031676413255362,0.0,0.9605658709106984,0.051802596037854844,0.9166233766233767,0.14509789298781167,0.8817279942279942,0.19625697939453268,0.5031676413255362,0.0,0.9467727674624224,0.06526229195106566,0.8783116883116883,0.15498007205994535,0.8569609134826525,0.19846208799788054,0.5874756335282652,0.0,0.8902077807250223,0.08756099459985152,0.7904329004329004,0.1354212195047491,0.7718352934495206,0.17738113666880917,0.5589668615984406,0.0
uturn,ALL,5.0,0.25,LR,0.9551913603637743,0.056734714186612537,0.8192640692640694,0.2155522498996436,0.7840613649915975,0.2467168758880178,0.4629629629629629,0.0,0.9551913603637743,0.056734714186612537,0.8192640692640694,0.2155522498996436,0.7840613649915975,0.2467168758880178,0.4629629629629629,0.0,0.9050145257041808,0.08979880581082574,0.724025974025974,0.1630446940930123,0.7113491140856869,0.1765881926358411,0.5394736842105263,0.0,0.921858027030441,0.06838150039203587,0.7792640692640693,0.19596912506291378,0.7465613649915975,0.22427398249086627,0.4946393762183236,0.0
uturn,RF,6.0,0.25,LR,0.862857142857143,0.17180910146711897,0.8836363636363636,0.15833848041510723,0.8425396825396826,0.1997892565669049,,,0.862857142857143,0.17180910146711897,0.8836363636363636,0.15833848041510723,0.8425396825396826,0.1997892565669049,,,0.8517460317460319,0.1642089384284959,0.8586363636363636,0.14748861841506103,0.8248056923918993,0.18865027227329165,,,0.862857142857143,0.17180910146711897,0.8836363636363636,0.15833848041510723,0.8425396825396826,0.1997892565669049,,
uturn,ALL,6.0,0.25,LR,0.9428571428571428,0.11428571428571428,0.9636363636363636,0.07272727272727275,0.9377777777777778,0.12444444444444444,,,0.9428571428571428,0.11428571428571428,0.9636363636363636,0.07272727272727275,0.9377777777777778,0.12444444444444444,,,0.9114285714285714,0.11931778867326344,0.8733333333333333,0.15549205052920803,0.8757326007326007,0.15266960280682737,,,0.8828571428571429,0.14354121928091967,0.9036363636363637,0.12379668749490332,0.8718437118437119,0.15706844288509778,,
uturn,RF,5.0,0.5,LR,0.8982887700534758,0.08411827598515184,0.8436987179487179,0.123521425553129,0.7730246592903856,0.20945617108146142,0.45454545454545453,0.0,0.8982887700534758,0.08411827598515184,0.8436987179487179,0.123521425553129,0.7730246592903856,0.20945617108146142,0.45454545454545453,0.0,0.8911191749427043,0.09781008697056191,0.8093717948717949,0.13020380777145268,0.7600819568014756,0.209352466900759,0.4848484848484848,0.0,0.8720282658517953,0.0963574172491932,0.7739871794871795,0.1237373865426386,0.7274612401956608,0.1930440164123249,0.4696969696969697,0.0
