phase,sensor,win_s,overlap,model,acc_mean,acc_std,bacc_mean,bacc_std,macro_f1_mean,macro_f1_std,auc_macro_ovr_mean,auc_macro_ovr_std,LR_acc_mean,LR_acc_std,LR_bacc_mean,LR_bacc_std,LR_f1_mean,LR_f1_std,LR_auc_mean,LR_auc_std,SVM_acc_mean,SVM_acc_std,SVM_bacc_mean,SVM_bacc_std,SVM_f1_mean,SVM_f1_std,SVM_auc_mean,SVM_auc_std,RF_acc_mean,RF_acc_std,RF_bacc_mean,RF_bacc_std,RF_f1_mean,RF_f1_std,RF_auc_mean,RF_auc_std
pre_uturn,RF,1.0,0.5,SVM,0.7597392442249159,0.04406905321052321,0.6947806922491638,0.04194300553600376,0.659521434006524,0.030553553953808103,0.410067662821891,0.04202252206626445,0.7253898778890622,0.028569703922592813,0.6767863467394875,0.025549974886197112,0.6264063912729017,0.013632420004729333,0.42480845082651514,0.028469242416720823,0.7597392442249159,0.04406905321052321,0.6947806922491638,0.04194300553600376,0.659521434006524,0.030553553953808103,0.410067662821891,0.04202252206626445,0.7836239520424502,0.032483086376442837,0.6182218792970448,0.013056051126782278,0.6307021661215727,0.012613900974043423,0.41697362495937823,0.030050003208374285
pre_uturn,ALL,1.0,0.5,SVM,0.8481402718620918,0.03116405149740655,0.7545182868453948,0.046338881300257165,0.7454711206783816,0.04567447831471019,0.37338021518136116,0.024524234740734882,0.7900308244713946,0.03849475520144204,0.730316030477165,0.03708768395799673,0.6982144391685644,0.0419491912694728,0.38549157686654495,0.017580434834060223,0.8481402718620918,0.03116405149740655,0.7545182868453948,0.046338881300257165,0.7454711206783816,0.04567447831471019,0.37338021518136116,0.024524234740734882,0.8681166433876296,0.044961260488107314,0.748586090178862,0.04370071464116492,0.7686672549493397,0.04374818440529792,0.38022492404890224,0.02208491729655325
pre_uturn,RF,1.28,0.5,SVM,0.8598695744172857,0.11111401982248995,0.870291434416051,0.10323877394321207,0.7304928858340294,0.12084614101756384,0.4323132289069149,0.0011241694573949634,0.8108021781686784,0.10947175316066943,0.8192819633569766,0.09813404206088051,0.6835070379278932,0.09154504770868505,0.4423262784880936,0.008062953801230732,0.8598695744172857,0.11111401982248995,0.870291434416051,0.10323877394321207,0.7304928858340294,0.12084614101756384,0.4323132289069149,0.0011241694573949634,0.8365535467677233,0.13359583557519097,0.8395995518071139,0.11526683084961528,0.7286320882537168,0.15135755774353363,0.4740384902733473,0.0069146095656221485
pre_uturn,ALL,1.28,0.5,RF,0.8230917918293343,0.17107755651704312,0.8294934803845742,0.15670783992070936,0.6653079769863506,0.18921964624958584,0.4819805894718002,0.03596544743038363,0.7948026640451042,0.13375205504016693,0.7940687468612502,0.14142475738053167,0.6503776856025444,0.10680281302575277,0.44963715650252983,0.09315161776113196,0.7636568641482014,0.12569932417821186,0.7712702907886781,0.11129006062880042,0.6356561842049979,0.06448970812441063,0.44198591613917126,0.03140462073524877,0.8230917918293343,0.17107755651704312,0.8294934803845742,0.15670783992070936,0.6653079769863506,0.18921964624958584,0.4819805894718002,0.03596544743038363
pre_uturn,RF,2.56,0.5,SVM,0.8693847553972442,0.12751616492378365,0.873036741036741,0.11368462002659126,0.7374199018582324,0.1274155482637086,0.4558958885460539,0.022249428887801095,0.8584633336729679,0.12868958411522058,0.8507420357420358,0.10512077109850308,0.7255613288410097,0.10762203397265199,0.41069071934336043,0.006575986572501219,0.8693847553972442,0.12751616492378365,0.873036741036741,0.11368462002659126,0.7374199018582324,0.1274155482637086,0.4558958885460539,0.022249428887801095,0.8561836438910481,0.14237057281906282,0.866926406926407,0.12998594002648794,0.8124125211769766,0.18001474710169998,0.47025826235268964,0.04575504883848716
pre_uturn,ALL,2.56,0.5,LR,0.8524815297696655,0.1490316944672139,0.848989898989899,0.13504563199959932,0.792425190049029,0.16509323236381385,0.4575932022035918,0.04626114801439471,0.8524815297696655,0.1490316944672139,0.848989898989899,0.13504563199959932,0.792425190049029,0.16509323236381385,0.4575932022035918,0.04626114801439471,0.808558306595773,0.14152978930638418,0.8078116328116328,0.11859064685344067,0.6949385086504053,0.13192986599670192,0.419195815111845,0.004743461212850797,0.8513416952756827,0.15498461591114437,0.8427519887519888,0.14278788670571976,0.68528299047949,0.1845825895093956,0.4651093997334713,0.05299934861243119
uturn,RF,1.0,0.5,LR,0.8054592907623753,0.08858684343303552,0.8223757192837823,0.08520009873050827,0.6744337646330251,0.15623286751632554,0.45366323878900744,0.02414727781524595,0.8054592907623753,0.08858684343303552,0.8223757192837823,0.08520009873050827,0.6744337646330251,0.15623286751632554,0.45366323878900744,0.02414727781524595,0.750817989797545,0.08585584913345067,0.7638342640543474,0.05365041370754069,0.6197418103634075,0.17964058956482784,0.3788970242410684,0.013108280296205421,0.7809934204033917,0.1298618062180394,0.7678155504626093,0.07367857127442685,0.6307799282009185,0.13846811967662198,0.42773088819760613,0.0075547017810104755
uturn,ALL,1.0,0.5,RF,0.7597182843327033,0.18604259312510518,0.7859611459867215,0.15644649182928885,0.6463732606088496,0.20699524488681553,0.4770058869425605,0.02817572685920347,0.7600564209423607,0.14626249838375244,0.7539685369097133,0.12675200894400313,0.6705159118062344,0.19644171972332847,0.4914692046902147,0.10227537777260257,0.7550102764683109,0.1450523848478177,0.7734486879836188,0.1396484098849294,0.6337200846474862,0.17132298266160828,0.4636421121116665,0.03351991830660819,0.7597182843327033,0.18604259312510518,0.7859611459867215,0.15644649182928885,0.6463732606088496,0.20699524488681553,0.4770058869425605,0.02817572685920347
uturn,RF,1.28,0.5,LR,0.6789898989898989,0.07136610733864542,0.70856820514894,0.08431843665191924,0.5695141058426604,0.09177169769165315,0.38736725533125127,0.08882322085922492,0.6789898989898989,0.07136610733864542,0.70856820514894,0.08431843665191924,0.5695141058426604,0.09177169769165315,0.38736725533125127,0.08882322085922492,0.660995670995671,0.07920565911793805,0.6301601453198227,0.05892995547130577,0.5204428378413233,0.058224432784932896,0.364563916411493,0.08583290898533238,0.6677200577200577,0.08871785516927344,0.6827157428060773,0.11325809741770136,0.5627403509980643,0.1387986427291185,0.38155426140006315,0.14754626770046603
uturn,ALL,1.28,0.5,RF,0.7268109668109668,0.1526435655206707,0.7304554534992291,0.12740110218069267,0.6070745081313998,0.18460451708719564,0.48058835161913127,0.16226879123801166,0.6654112554112553,0.1572022594128291,0.7078863483377847,0.14410897894114966,0.5602804602804603,0.12115219909409823,0.4846548772765812,0.1806890380673342,0.6632900432900433,0.13350724994155316,0.6259450505676742,0.0685753459765766,0.5212221889218089,0.07729009864408398,0.40883623690452187,0.1321690541007692,0.7268109668109668,0.1526435655206707,0.7304554534992291,0.12740110218069267,0.6070745081313998,0.18460451708719564,0.48058835161913127,0.16226879123801166
uturn,RF,2.56,0.5,LR,0.5866666666666667,0.38735570790223867,0.5866666666666667,0.38735570790223867,0.525,0.406201920231798,,,0.5866666666666667,0.38735570790223867,0.5866666666666667,0.38735570790223867,0.525,0.406201920231798,,,0.41111111111111115,0.4239729784075314,0.34444444444444444,0.37581187833972807,0.32727272727272727,0.37526849891909625,,,0.45555555555555555,0.413357227505295,0.3888888888888889,0.3718489006818114,0.35244755244755244,0.3688332252738629,,
uturn,ALL,2.56,0.5,RF,0.5777777777777777,0.47349501672583366,0.5777777777777777,0.47349501672583366,0.49411764705882355,0.4473683139254481,,,0.5688888888888888,0.38454077149019145,0.5688888888888888,0.38454077149019145,0.5186813186813186,0.4077145220688819,,,0.3666666666666667,0.4521553322083512,0.3,0.39999999999999997,0.2909090909090909,0.3958462010377681,,,0.5777777777777777,0.47349501672583366,0.5777777777777777,0.47349501672583366,0.49411764705882355,0.4473683139254481,,
post_uturn,RF,1.0,0.5,SVM,0.8538488406105313,0.056101825821285804,0.8386128894993459,0.05369843693039197,0.8203312431310126,0.055036080119818497,0.4470211031874497,0.07058548963199353,0.7862912742190612,0.06808985673436906,0.7674289268515863,0.07700426676218286,0.7370318227584208,0.09802971348528663,0.401146840069423,0.051913624546229394,0.8538488406105313,0.056101825821285804,0.8386128894993459,0.05369843693039197,0.8203312431310126,0.055036080119818497,0.4470211031874497,0.07058548963199353,0.8249191145738204,0.11542601963473438,0.8027870187314259,0.11609843513902525,0.7688466554395033,0.14617049302688107,0.4625189892874578,0.11110250580943931
post_uturn,ALL,1.0,0.5,RF,0.8460671856833997,0.08426099797342747,0.8143012443352067,0.10881611869787361,0.7969894902418923,0.12938990125208993,0.4673627881707655,0.04459584837296309,0.806098166324128,0.07176311487106245,0.757549079287224,0.08009542204144288,0.7273554166176948,0.10431212888719356,0.44071746004269324,0.06509078921968671,0.8076319156073721,0.08432085765960681,0.7755998124541953,0.09206369936990465,0.7534219096374686,0.10359744713516478,0.43967377273734387,0.01972942431041793,0.8460671856833997,0.08426099797342747,0.8143012443352067,0.10881611869787361,0.7969894902418923,0.12938990125208993,0.4673627881707655,0.04459584837296309
post_uturn,RF,1.28,0.5,SVM,0.8461486917428254,0.10814265448946221,0.8118927065454699,0.16544562392784665,0.7015683657498538,0.15442055085702072,0.46826451338999253,0.0841473283101962,0.8292569311878534,0.11767963422448299,0.7700436835474177,0.18058125306508593,0.6939668326534983,0.24429005921832553,0.41735407356737825,0.04212826778164774,0.8461486917428254,0.10814265448946221,0.8118927065454699,0.16544562392784665,0.7015683657498538,0.15442055085702072,0.46826451338999253,0.0841473283101962,0.8304548540134735,0.15739905322433717,0.793559169429387,0.18862892096131664,0.6780007944533881,0.21318037118969288,0.4804990031768727,0.09661897431334071
post_uturn,ALL,1.28,0.5,RF,0.775320452112574,0.2159500890468156,0.7447297717702819,0.22444283622594316,0.7095812864588893,0.22690264797068738,0.4315552110959779,0.05518194305118083,0.7714882050503645,0.15237195655409114,0.7171990785234857,0.16871886299044883,0.6058050768045711,0.10764296142277122,0.48163878076198224,0.13579401061544294,0.7503827763818938,0.22432411068259353,0.7341914167108137,0.22811748153820088,0.6993048337019776,0.2297840740128929,0.4364163314218568,0.04917296690105358,0.775320452112574,0.2159500890468156,0.7447297717702819,0.22444283622594316,0.7095812864588893,0.22690264797068738,0.4315552110959779,0.05518194305118083
post_uturn,RF,2.56,0.5,LR,0.8550762987012988,0.0961680709410747,0.8308155080213903,0.11744206022502973,0.7821425863378157,0.1698408549274492,0.49617620547958685,0.037536320552837094,0.8550762987012988,0.0961680709410747,0.8308155080213903,0.11744206022502973,0.7821425863378157,0.1698408549274492,0.49617620547958685,0.037536320552837094,0.8419561688311689,0.11928007718265562,0.8057442067736185,0.13796799533177123,0.7707875384198812,0.17452697333650968,0.5088920007716367,0.029797997424021477,0.799241883116883,0.12011664059305202,0.7304229863130792,0.14392778846045323,0.605442760937085,0.21398366241430364,0.5284182019230661,0.0016510653092253746
post_uturn,ALL,2.56,0.5,RF,0.8442370129870131,0.13565735850111516,0.7925472996216029,0.1681357861728064,0.6439624170512264,0.2051072517504154,0.48390572705512763,0.003597921524852832,0.820116883116883,0.12117530640679046,0.7725344779059948,0.12776262663467564,0.6840021240510537,0.14654622053454505,0.508007433109493,0.00275427005844997,0.7635454545454545,0.10163198254088004,0.6994361572380148,0.10087239010274678,0.6190075946597685,0.12758750886282513,0.4397001555168653,0.04832939074732079,0.8442370129870131,0.13565735850111516,0.7925472996216029,0.1681357861728064,0.6439624170512264,0.2051072517504154,0.48390572705512763,0.003597921524852832
gait_full,RF,1.0,0.5,SVM,0.8483675083653978,0.05880137209876002,0.8393746434773934,0.04497157088030087,0.779651212708243,0.10942254665574162,0.4751110953520039,0.0577174832693603,0.7595955635359734,0.0927644339697233,0.7591946874622649,0.09004739731244223,0.6981109028812655,0.14810340409974151,0.434270844321309,0.03472898483460476,0.8483675083653978,0.05880137209876002,0.8393746434773934,0.04497157088030087,0.779651212708243,0.10942254665574162,0.4751110953520039,0.0577174832693603,0.8240882074807787,0.08574762829089722,0.8090705840482164,0.0979205341143231,0.7574043014005365,0.15490100021805478,0.5076367292571167,0.0831043087301419
gait_full,ALL,1.0,0.5,RF,0.842592132518558,0.09788294316261216,0.8482576472077257,0.06289488626133692,0.7773056823775897,0.10407074506923733,0.45703084051362436,0.035442012928237884,0.7967757860131186,0.07529436388009784,0.7722145846260718,0.09877511993933998,0.6990192804052776,0.13775393712285186,0.4511040978179367,0.0783165060551739,0.800563196490913,0.0892326972478565,0.7924651980831643,0.08537609586906028,0.7198955908444258,0.12009031672645122,0.4461622659767124,0.02296951160847596,0.842592132518558,0.09788294316261216,0.8482576472077257,0.06289488626133692,0.7773056823775897,0.10407074506923733,0.45703084051362436,0.035442012928237884
gait_full,RF,1.28,0.5,SVM,0.8634128206340284,0.07051698720642181,0.8660751795486797,0.05546190567644687,0.797498514476142,0.11374516841276473,0.46418961139490295,0.06439132241284688,0.7505793830528502,0.12507547342198724,0.7498996182605571,0.09722950030082089,0.6827792774043127,0.13108727436647707,0.4203549986682728,0.022553109759956422,0.8634128206340284,0.07051698720642181,0.8660751795486797,0.05546190567644687,0.797498514476142,0.11374516841276473,0.46418961139490295,0.06439132241284688,0.8398220240464095,0.08484675424196297,0.8222112260664035,0.11379160389407038,0.773642654442036,0.16934515423765684,0.49032021563862965,0.09434763589094401
