Feature,H_Statistic,p_value,eta_squared,Effect_Size,Significant
LF_Gyr_X_spec_power,310.326695,0.000000,0.086005,Medium,Yes
LF_Gyr_X_std,310.326695,0.000000,0.086005,Medium,Yes
LF_Acc_Z_mean,309.196901,0.000000,0.085690,Medium,Yes
LB_FreeAcc_X_spec_centroid,304.975588,0.000000,0.084254,Medium,Yes
LB_Acc_X_spec_centroid,304.975588,0.000000,0.084254,Medium,Yes
LF_FreeAcc_Z_dom_freq,299.996226,0.000000,0.082754,Medium,Yes
LF_Acc_Z_dom_freq,299.996226,0.000000,0.082754,Medium,Yes
HE_FreeAcc_X_mean,283.547360,0.000000,0.078360,Medium,Yes
HE_FreeAcc_X_rms,279.468321,0.000000,0.077225,Medium,Yes
HE_Gyr_Y_std,265.702504,0.000000,0.073393,Medium,Yes
HE_Gyr_Y_spec_power,265.701802,0.000000,0.073393,Medium,Yes
HE_Gyr_Y_rms,259.641439,0.000000,0.071706,Medium,Yes
LB_FreeAcc_Y_rms,258.682630,0.000000,0.071380,Medium,Yes
RF_FreeAcc_Z_mean,255.855802,0.000000,0.070771,Medium,Yes
HE_Acc_Z_mean,255.236300,0.000000,0.070480,Medium,Yes
LB_Acc_Z_spec_centroid,246.715879,0.000000,0.068052,Medium,Yes
LB_FreeAcc_Z_spec_centroid,246.715879,0.000000,0.068052,Medium,Yes
HE_Acc_X_spec_centroid,244.676271,0.000000,0.067541,Medium,Yes
HE_FreeAcc_Y_rms,240.918547,0.000000,0.066496,Medium,Yes
HE_Acc_X_mean,234.067853,0.000000,0.064589,Medium,Yes
LB_Gyr_Y_dom_freq,229.587762,0.000000,0.063201,Medium,Yes
LB_Gyr_Y_std,217.191908,0.000000,0.059842,Small,Yes
LB_Gyr_Y_spec_power,217.191523,0.000000,0.059842,Small,Yes
LB_Gyr_Y_rms,216.684457,0.000000,0.059701,Small,Yes
LF_Gyr_Z_rms,208.718258,0.000000,0.057662,Small,Yes
LF_Gyr_Z_std,206.421425,0.000000,0.057021,Small,Yes
LF_Gyr_Z_spec_power,206.420981,0.000000,0.057021,Small,Yes
LB_Gyr_Z_dom_freq,193.490609,0.000000,0.053177,Small,Yes
RF_Gyr_Z_mean,182.080293,0.000000,0.050204,Small,Yes
HE_Gyr_X_std,169.666492,0.000000,0.046665,Small,Yes
HE_Gyr_X_spec_power,169.664538,0.000000,0.046664,Small,Yes
LB_FreeAcc_Z_dom_freq,162.497266,0.000000,0.044570,Small,Yes
LB_Acc_Z_dom_freq,162.497266,0.000000,0.044570,Small,Yes
LF_FreeAcc_Z_mean,157.115526,0.000000,0.043268,Small,Yes
HE_FreeAcc_X_std,154.819170,0.000000,0.042532,Small,Yes
HE_FreeAcc_X_spec_power,154.818105,0.000000,0.042532,Small,Yes
LF_FreeAcc_Y_mean,145.460448,0.000000,0.040017,Small,Yes
LF_Gyr_Z_mean,143.696374,0.000000,0.039525,Small,Yes
LB_Gyr_X_mean,143.969105,0.000000,0.039480,Small,Yes
LB_Gyr_X_spec_power,133.914764,0.000000,0.036684,Small,Yes
LB_Gyr_X_std,133.913716,0.000000,0.036683,Small,Yes
LB_Gyr_X_rms,126.181731,0.000000,0.034533,Small,Yes
LB_Acc_Y_rms,122.911575,0.000000,0.033624,Small,Yes
HE_FreeAcc_Y_mean,119.191505,0.000000,0.032617,Small,Yes
LB_Gyr_X_dom_freq,118.037629,0.000000,0.032224,Small,Yes
HE_Gyr_X_rms,111.653829,0.000000,0.030519,Small,Yes
LB_Gyr_Z_mean,110.828446,0.000000,0.030264,Small,Yes
LB_Gyr_Y_spec_centroid,107.597977,0.000000,0.029365,Small,Yes
HE_Acc_Z_spec_centroid,99.748825,0.000000,0.027205,Small,Yes
HE_FreeAcc_Z_spec_centroid,99.748825,0.000000,0.027205,Small,Yes
HE_Acc_Y_dom_freq,96.471428,0.000000,0.026235,Small,Yes
HE_Acc_X_rms,94.979407,0.000000,0.025878,Small,Yes
HE_Gyr_X_mean,90.015285,0.000000,0.024496,Small,Yes
LB_Acc_Y_mean,78.817230,0.000000,0.021362,Small,Yes
HE_Acc_Y_spec_centroid,71.759252,0.000000,0.019415,Small,Yes
LF_Gyr_Y_dom_freq,71.743251,0.000000,0.019368,Small,Yes
HE_Gyr_Z_dom_freq,71.508856,0.000000,0.019303,Small,Yes
RF_Gyr_Y_dom_freq,63.348100,0.000000,0.017036,Small,Yes
HE_FreeAcc_Z_rms,60.515193,0.000000,0.016286,Small,Yes
HE_Acc_Y_spec_power,57.626249,0.000000,0.015482,Small,Yes
HE_Acc_Y_std,57.625252,0.000000,0.015482,Small,Yes
HE_Acc_X_dom_freq,56.585746,0.000000,0.015158,Small,Yes
HE_Gyr_X_dom_freq,52.008888,0.000000,0.013888,Small,Yes
HE_Gyr_Y_dom_freq,46.837205,0.000000,0.012451,Small,Yes
LB_FreeAcc_Z_mean,41.562014,0.000000,0.011002,Small,Yes
LB_Gyr_X_spec_centroid,41.251509,0.000000,0.010915,Small,Yes
RF_Gyr_X_spec_centroid,38.498590,0.000000,0.010175,Small,Yes
LB_Gyr_Y_mean,33.872560,0.000000,0.008863,Negligible,Yes
LF_Gyr_X_dom_freq,33.288248,0.000000,0.008689,Negligible,Yes
LB_Acc_Z_rms,32.664549,0.000000,0.008527,Negligible,Yes
HE_FreeAcc_Z_mean,30.986806,0.000000,0.008068,Negligible,Yes
RF_FreeAcc_X_dom_freq,25.201079,0.000003,0.006443,Negligible,Yes
RF_Acc_X_dom_freq,25.201079,0.000003,0.006443,Negligible,Yes
LB_FreeAcc_X_mean,23.317590,0.000009,0.005928,Negligible,Yes
HE_Gyr_Y_spec_centroid,23.137971,0.000009,0.005883,Negligible,Yes
HE_Gyr_Z_spec_centroid,22.218156,0.000015,0.005627,Negligible,Yes
RF_Gyr_X_dom_freq,21.135889,0.000026,0.005314,Negligible,Yes
HE_Acc_Y_mean,19.813610,0.000050,0.004958,Negligible,Yes
LF_Gyr_Y_mean,17.265570,0.000178,0.004258,Negligible,Yes
LF_Gyr_Z_dom_freq,15.759268,0.000378,0.003821,Negligible,Yes
LF_Gyr_Y_spec_centroid,15.501826,0.000430,0.003766,Negligible,Yes
RF_Gyr_Y_spec_centroid,15.350334,0.000464,0.003722,Negligible,Yes
HE_Gyr_Y_mean,15.226547,0.000494,0.003681,Negligible,Yes
HE_Gyr_X_spec_centroid,14.716751,0.000637,0.003539,Negligible,Yes
LB_Gyr_Z_spec_centroid,14.503180,0.000709,0.003477,Negligible,Yes
LF_Gyr_X_spec_centroid,13.363800,0.001253,0.003170,Negligible,No
HE_FreeAcc_Z_dom_freq,13.098416,0.001431,0.003082,Negligible,No
HE_Acc_Z_dom_freq,13.098416,0.001431,0.003082,Negligible,No
LB_FreeAcc_Y_mean,12.497283,0.001933,0.002919,Negligible,No
LF_Gyr_Z_spec_centroid,11.693560,0.002889,0.002704,Negligible,No
RF_Acc_Y_dom_freq,10.489358,0.005276,0.002358,Negligible,No
RF_FreeAcc_Y_dom_freq,10.489358,0.005276,0.002358,Negligible,No
HE_FreeAcc_X_spec_centroid,8.247282,0.016185,0.001739,Negligible,No
RF_FreeAcc_Y_mean,7.857934,0.019664,0.001633,Negligible,No
LF_Acc_X_dom_freq,7.840198,0.019839,0.001622,Negligible,No
LF_FreeAcc_X_dom_freq,7.840198,0.019839,0.001622,Negligible,No
HE_Acc_Y_rms,6.585281,0.037156,0.001276,Negligible,No
HE_Gyr_Z_mean,5.508942,0.063643,0.000977,Negligible,No
RF_Gyr_Z_spec_centroid,4.834549,0.089164,0.000790,Negligible,No
RF_Gyr_Y_mean,4.680828,0.096288,0.000747,Negligible,No
LB_FreeAcc_X_dom_freq,4.179756,0.123702,0.000605,Negligible,No
LB_Acc_X_dom_freq,4.179756,0.123702,0.000605,Negligible,No
LF_Acc_Y_dom_freq,2.835895,0.242211,0.000232,Negligible,No
LF_FreeAcc_Y_dom_freq,2.835895,0.242211,0.000232,Negligible,No
RF_Gyr_Z_dom_freq,1.484613,0.476015,-0.000143,Negligible,No
LB_Acc_Z_mean,1.296304,0.523011,-0.000196,Negligible,No
