Feature,H_Statistic,p_value,eta_squared,Effect_Size,Significant
LF_FreeAcc_Y_rms,37.731595,0.000000,0.065683,Medium,Yes
LF_Acc_X_spec_centroid,36.664507,0.000000,0.063722,Medium,Yes
LF_FreeAcc_X_spec_centroid,36.664507,0.000000,0.063722,Medium,Yes
LF_Acc_Z_spec_centroid,36.208121,0.000000,0.062883,Medium,Yes
LF_FreeAcc_Z_spec_centroid,36.208121,0.000000,0.062883,Medium,Yes
HE_FreeAcc_Y_spec_centroid,35.855002,0.000000,0.062233,Medium,Yes
LB_Gyr_Y_rms,33.346315,0.000000,0.057622,Small,Yes
RF_Acc_Z_mean,32.802478,0.000000,0.056622,Small,Yes
RF_Acc_Y_spec_power,29.443684,0.000000,0.050448,Small,Yes
RF_FreeAcc_Y_std,29.443684,0.000000,0.050448,Small,Yes
RF_FreeAcc_Y_spec_power,29.443684,0.000000,0.050448,Small,Yes
RF_Acc_Y_std,29.443684,0.000000,0.050448,Small,Yes
HE_Acc_Y_std,28.020051,0.000001,0.047831,Small,Yes
HE_Acc_Y_spec_power,28.020051,0.000001,0.047831,Small,Yes
LB_Acc_X_spec_centroid,27.147857,0.000001,0.046228,Small,Yes
LB_FreeAcc_X_spec_centroid,27.147857,0.000001,0.046228,Small,Yes
LB_Acc_X_mean,27.138378,0.000001,0.046210,Small,Yes
LF_FreeAcc_X_mean,27.086513,0.000001,0.046115,Small,Yes
LB_Gyr_Z_dom_freq,26.970585,0.000001,0.045902,Small,Yes
LB_FreeAcc_X_mean,26.861687,0.000001,0.045702,Small,Yes
LF_Acc_Z_mean,26.252736,0.000002,0.044582,Small,Yes
RF_Acc_Y_rms,24.913028,0.000004,0.042120,Small,Yes
HE_FreeAcc_Y_rms,24.573896,0.000005,0.041496,Small,Yes
LB_Acc_X_rms,24.141242,0.000006,0.040701,Small,Yes
RF_FreeAcc_Y_rms,23.392335,0.000008,0.039324,Small,Yes
HE_FreeAcc_X_mean,23.063259,0.000010,0.038719,Small,Yes
LB_FreeAcc_Z_mean,22.978234,0.000010,0.038563,Small,Yes
LF_Acc_Z_rms,22.659135,0.000012,0.037976,Small,Yes
LB_FreeAcc_X_dom_freq,22.556166,0.000013,0.037787,Small,Yes
LB_Acc_X_dom_freq,22.556166,0.000013,0.037787,Small,Yes
LB_Gyr_Z_spec_power,22.029592,0.000016,0.036819,Small,Yes
LB_Gyr_Z_std,22.029592,0.000016,0.036819,Small,Yes
LB_Gyr_Y_spec_centroid,21.877155,0.000018,0.036539,Small,Yes
LB_Gyr_X_rms,20.208736,0.000041,0.033472,Small,Yes
HE_Acc_Y_rms,20.022389,0.000045,0.033129,Small,Yes
LF_FreeAcc_X_rms,19.813055,0.000050,0.032745,Small,Yes
HE_Acc_Y_mean,19.583874,0.000056,0.032323,Small,Yes
HE_Gyr_X_std,19.437595,0.000060,0.032054,Small,Yes
HE_Gyr_X_spec_power,19.432314,0.000060,0.032045,Small,Yes
RF_Gyr_Z_rms,19.046543,0.000073,0.031336,Small,Yes
RF_FreeAcc_X_std,18.813416,0.000082,0.030907,Small,Yes
RF_FreeAcc_X_spec_power,18.813416,0.000082,0.030907,Small,Yes
RF_Acc_X_spec_power,18.813416,0.000082,0.030907,Small,Yes
RF_Acc_X_std,18.813416,0.000082,0.030907,Small,Yes
LF_FreeAcc_X_std,18.031867,0.000121,0.029470,Small,Yes
LF_Acc_X_spec_power,18.031867,0.000121,0.029470,Small,Yes
LF_FreeAcc_X_spec_power,18.031867,0.000121,0.029470,Small,Yes
LF_Acc_X_std,18.031867,0.000121,0.029470,Small,Yes
LF_Gyr_Z_spec_centroid,17.376322,0.000169,0.028265,Small,Yes
LB_Gyr_Y_mean,17.325542,0.000173,0.028172,Small,Yes
RF_Gyr_Z_spec_power,17.316348,0.000174,0.028155,Small,Yes
RF_Gyr_Z_std,17.314860,0.000174,0.028152,Small,Yes
HE_Acc_Y_dom_freq,17.299350,0.000175,0.028124,Small,Yes
HE_Gyr_Z_spec_centroid,16.961667,0.000207,0.027503,Small,Yes
LB_FreeAcc_Z_spec_centroid,16.899416,0.000214,0.027389,Small,Yes
LB_Acc_Z_spec_centroid,16.899416,0.000214,0.027389,Small,Yes
LF_FreeAcc_Z_rms,16.780806,0.000227,0.027171,Small,Yes
LF_FreeAcc_Z_spec_power,16.200242,0.000304,0.026103,Small,Yes
LF_Acc_Z_spec_power,16.200242,0.000304,0.026103,Small,Yes
LF_Acc_Z_std,16.200242,0.000304,0.026103,Small,Yes
LF_FreeAcc_Z_std,16.200242,0.000304,0.026103,Small,Yes
RF_FreeAcc_X_rms,16.034585,0.000330,0.025799,Small,Yes
LB_FreeAcc_Y_spec_centroid,16.002726,0.000335,0.025740,Small,Yes
LB_Acc_Y_spec_centroid,16.002726,0.000335,0.025740,Small,Yes
LF_Gyr_X_rms,15.616327,0.000406,0.025030,Small,Yes
LF_Gyr_Y_rms,15.550201,0.000420,0.024908,Small,Yes
LF_FreeAcc_Z_mean,15.384433,0.000456,0.024604,Small,Yes
LB_FreeAcc_Z_dom_freq,15.264334,0.000485,0.024383,Small,Yes
LB_Acc_Z_dom_freq,15.264334,0.000485,0.024383,Small,Yes
HE_Acc_X_spec_power,14.716093,0.000637,0.023375,Small,Yes
HE_Acc_X_std,14.706977,0.000640,0.023358,Small,Yes
LB_Gyr_Z_rms,14.423094,0.000738,0.022837,Small,Yes
HE_Acc_X_spec_centroid,14.212768,0.000820,0.022450,Small,Yes
LB_FreeAcc_Z_spec_power,13.898385,0.000959,0.021872,Small,Yes
LB_Acc_Z_std,13.898385,0.000959,0.021872,Small,Yes
LB_FreeAcc_Z_std,13.898385,0.000959,0.021872,Small,Yes
LB_Acc_Z_spec_power,13.898385,0.000959,0.021872,Small,Yes
LF_Gyr_Y_std,13.760944,0.001028,0.021619,Small,No
LF_Gyr_Y_spec_power,13.760944,0.001028,0.021619,Small,No
HE_Gyr_X_rms,13.661411,0.001080,0.021436,Small,No
LF_Gyr_X_std,13.508189,0.001166,0.021155,Small,No
LF_Gyr_X_spec_power,13.508189,0.001166,0.021155,Small,No
LF_FreeAcc_Y_mean,13.207871,0.001355,0.020603,Small,No
RF_FreeAcc_X_mean,12.683073,0.001762,0.019638,Small,No
LB_FreeAcc_X_std,12.597646,0.001838,0.019481,Small,No
LB_FreeAcc_X_spec_power,12.597646,0.001838,0.019481,Small,No
LB_Acc_X_std,12.597646,0.001838,0.019481,Small,No
LB_Acc_X_spec_power,12.597646,0.001838,0.019481,Small,No
LB_FreeAcc_Y_spec_power,12.235006,0.002204,0.018814,Small,No
LB_Acc_Y_spec_power,12.235006,0.002204,0.018814,Small,No
LB_FreeAcc_Y_std,12.235006,0.002204,0.018814,Small,No
LB_Acc_Y_std,12.235006,0.002204,0.018814,Small,No
LF_Acc_Z_dom_freq,11.162947,0.003767,0.016844,Small,No
LF_FreeAcc_Z_dom_freq,11.162947,0.003767,0.016844,Small,No
LB_Gyr_X_spec_power,11.156547,0.003779,0.016832,Small,No
LB_Gyr_X_std,11.156547,0.003779,0.016832,Small,No
LB_Gyr_X_spec_centroid,11.136991,0.003816,0.016796,Small,No
LB_Acc_Y_dom_freq,11.058039,0.003970,0.016651,Small,No
LB_FreeAcc_Y_dom_freq,11.058039,0.003970,0.016651,Small,No
HE_Gyr_Y_rms,10.805058,0.004505,0.016186,Small,No
LB_FreeAcc_X_rms,10.622209,0.004936,0.015850,Small,No
LF_Gyr_X_spec_centroid,10.277568,0.005865,0.015216,Small,No
LF_Gyr_Z_dom_freq,9.729930,0.007712,0.014209,Small,No
LF_Gyr_Y_mean,9.215274,0.009975,0.013263,Small,No
LF_Acc_X_rms,9.079615,0.010675,0.013014,Small,No
RF_Acc_X_mean,8.805066,0.012246,0.012509,Small,No
HE_Gyr_X_spec_centroid,8.678375,0.013047,0.012276,Small,No
RF_Gyr_X_rms,8.604746,0.013536,0.012141,Small,No
RF_Gyr_X_std,8.122919,0.017224,0.011255,Small,No
RF_Gyr_X_spec_power,8.122919,0.017224,0.011255,Small,No
LF_FreeAcc_X_dom_freq,7.576898,0.022631,0.010252,Small,No
LF_Acc_X_dom_freq,7.576898,0.022631,0.010252,Small,No
HE_FreeAcc_Y_mean,7.400329,0.024719,0.009927,Negligible,No
HE_Gyr_Y_spec_power,6.939266,0.031128,0.009080,Negligible,No
HE_Gyr_Y_std,6.939266,0.031128,0.009080,Negligible,No
LF_Acc_X_mean,6.582479,0.037208,0.008424,Negligible,No
HE_FreeAcc_X_spec_centroid,6.501968,0.038736,0.008276,Negligible,No
LF_Gyr_X_dom_freq,6.477202,0.039219,0.008230,Negligible,No
LB_Acc_Y_rms,6.313704,0.042560,0.007930,Negligible,No
RF_Gyr_X_spec_centroid,5.989155,0.050058,0.007333,Negligible,No
LF_Gyr_Y_dom_freq,5.906446,0.052171,0.007181,Negligible,No
RF_Acc_Z_spec_power,5.716850,0.057359,0.006832,Negligible,No
RF_FreeAcc_Z_spec_power,5.716850,0.057359,0.006832,Negligible,No
RF_Acc_Z_std,5.714666,0.057422,0.006828,Negligible,No
RF_FreeAcc_Z_std,5.714666,0.057422,0.006828,Negligible,No
LB_Acc_Z_mean,5.481353,0.064527,0.006400,Negligible,No
LF_Acc_Y_dom_freq,5.431026,0.066171,0.006307,Negligible,No
LF_FreeAcc_Y_dom_freq,5.431026,0.066171,0.006307,Negligible,No
HE_Gyr_Y_mean,5.197642,0.074361,0.005878,Negligible,No
RF_FreeAcc_Z_rms,5.153380,0.076025,0.005797,Negligible,No
LB_Gyr_Z_spec_centroid,5.064470,0.079481,0.005633,Negligible,No
HE_Acc_Z_spec_centroid,4.650608,0.097754,0.004872,Negligible,No
HE_FreeAcc_Z_spec_centroid,4.650608,0.097754,0.004872,Negligible,No
HE_Gyr_Z_dom_freq,4.541699,0.103224,0.004672,Negligible,No
RF_Gyr_Z_dom_freq,4.359418,0.113074,0.004337,Negligible,No
RF_FreeAcc_Z_mean,3.390891,0.183517,0.002557,Negligible,No
LB_Gyr_X_dom_freq,3.084091,0.213943,0.001993,Negligible,No
LF_Gyr_Y_spec_centroid,3.062035,0.216315,0.001952,Negligible,No
RF_Acc_X_rms,2.931509,0.230904,0.001712,Negligible,No
HE_FreeAcc_Z_rms,2.831096,0.242792,0.001528,Negligible,No
LB_FreeAcc_Y_rms,2.708196,0.258180,0.001302,Negligible,No
RF_Gyr_Y_dom_freq,2.632686,0.268114,0.001163,Negligible,No
HE_FreeAcc_Z_mean,2.622451,0.269490,0.001144,Negligible,No
RF_Gyr_Z_spec_centroid,2.569554,0.276712,0.001047,Negligible,No
HE_Acc_X_dom_freq,2.407266,0.300102,0.000749,Negligible,No
LB_Acc_Z_rms,2.332200,0.311580,0.000611,Negligible,No
RF_FreeAcc_Y_dom_freq,2.315929,0.314125,0.000581,Negligible,No
RF_Acc_Y_dom_freq,2.315929,0.314125,0.000581,Negligible,No
RF_Gyr_Y_spec_centroid,2.241691,0.326004,0.000444,Negligible,No
LB_Gyr_Y_dom_freq,2.234963,0.327103,0.000432,Negligible,No
HE_Acc_Y_spec_centroid,1.991507,0.369445,-0.000016,Negligible,No
LB_FreeAcc_Z_rms,1.776418,0.411392,-0.000411,Negligible,No
HE_FreeAcc_Z_dom_freq,1.616741,0.445584,-0.000705,Negligible,No
HE_Acc_Z_dom_freq,1.616741,0.445584,-0.000705,Negligible,No
RF_Acc_X_dom_freq,0.928749,0.628528,-0.001969,Negligible,No
RF_FreeAcc_X_dom_freq,0.928749,0.628528,-0.001969,Negligible,No
HE_Acc_Z_std,0.833791,0.659090,-0.002144,Negligible,No
HE_Acc_Z_spec_power,0.833791,0.659090,-0.002144,Negligible,No
HE_FreeAcc_Z_spec_power,0.833791,0.659090,-0.002144,Negligible,No
HE_FreeAcc_Z_std,0.833791,0.659090,-0.002144,Negligible,No
RF_Gyr_X_dom_freq,0.760864,0.683566,-0.002278,Negligible,No
RF_Gyr_Y_rms,0.750708,0.687046,-0.002296,Negligible,No
RF_Gyr_Y_mean,0.688880,0.708617,-0.002410,Negligible,No
HE_Gyr_Y_spec_centroid,0.670459,0.715174,-0.002444,Negligible,No
HE_Gyr_X_dom_freq,0.661061,0.718543,-0.002461,Negligible,No
RF_Gyr_Y_spec_power,0.632256,0.728966,-0.002514,Negligible,No
RF_Gyr_Y_std,0.631416,0.729272,-0.002516,Negligible,No
HE_Gyr_Y_dom_freq,0.586971,0.745660,-0.002597,Negligible,No
LB_FreeAcc_Y_mean,0.463832,0.793013,-0.002824,Negligible,No
RF_FreeAcc_Z_dom_freq,0.429381,0.806791,-0.002887,Negligible,No
RF_Acc_Z_dom_freq,0.429381,0.806791,-0.002887,Negligible,No
