Feature,H_Statistic,p_value,eta_squared,Effect_Size,Significant
HE_FreeAcc_X_dom_freq,1201.172530,0.000000,0.262000,Large,Yes
RF_FreeAcc_Y_spec_centroid,980.447723,0.000000,0.213775,Large,Yes
RF_Acc_Y_spec_centroid,980.447723,0.000000,0.213775,Large,Yes
LF_Acc_Y_mean,945.415700,0.000000,0.206121,Large,Yes
LF_Acc_Y_spec_centroid,862.659978,0.000000,0.188040,Large,Yes
LF_FreeAcc_Y_spec_centroid,862.659978,0.000000,0.188040,Large,Yes
HE_FreeAcc_Y_dom_freq,859.316370,0.000000,0.187310,Large,Yes
RF_FreeAcc_Z_spec_centroid,781.283671,0.000000,0.170261,Large,Yes
RF_Acc_Z_spec_centroid,781.283671,0.000000,0.170261,Large,Yes
LB_Acc_X_rms,712.541978,0.000000,0.155242,Large,Yes
RF_Acc_Z_mean,711.543581,0.000000,0.155024,Large,Yes
LB_Acc_X_mean,694.470766,0.000000,0.151294,Large,Yes
RF_Acc_Y_mean,662.475496,0.000000,0.144303,Large,Yes
RF_FreeAcc_X_spec_centroid,655.909446,0.000000,0.142869,Large,Yes
RF_Acc_X_spec_centroid,655.909446,0.000000,0.142869,Large,Yes
LB_FreeAcc_Y_spec_centroid,650.590996,0.000000,0.141707,Large,Yes
LB_Acc_Y_spec_centroid,650.590996,0.000000,0.141707,Large,Yes
LF_Acc_Z_rms,640.676019,0.000000,0.139540,Medium,Yes
LF_FreeAcc_Z_spec_centroid,620.453210,0.000000,0.135122,Medium,Yes
LF_Acc_Z_spec_centroid,620.453210,0.000000,0.135122,Medium,Yes
RF_Acc_Z_rms,620.060185,0.000000,0.135036,Medium,Yes
LF_FreeAcc_X_spec_centroid,588.624477,0.000000,0.128168,Medium,Yes
LF_Acc_X_spec_centroid,588.624477,0.000000,0.128168,Medium,Yes
HE_Acc_Z_mean,570.478920,0.000000,0.124203,Medium,Yes
RF_FreeAcc_Z_mean,566.705767,0.000000,0.123379,Medium,Yes
LF_Acc_Z_mean,557.751181,0.000000,0.121423,Medium,Yes
HE_Acc_Z_rms,549.398291,0.000000,0.119598,Medium,Yes
HE_FreeAcc_Y_spec_centroid,549.014342,0.000000,0.119514,Medium,Yes
LF_Gyr_X_mean,513.682796,0.000000,0.111794,Medium,Yes
RF_Gyr_X_mean,497.099459,0.000000,0.108171,Medium,Yes
LB_Gyr_Z_rms,457.108338,0.000000,0.099434,Medium,Yes
LB_Gyr_Z_std,455.149582,0.000000,0.099006,Medium,Yes
LB_Gyr_Z_spec_power,455.148333,0.000000,0.099006,Medium,Yes
LB_Gyr_Y_std,434.048191,0.000000,0.094395,Medium,Yes
LB_Gyr_Y_spec_power,434.045621,0.000000,0.094395,Medium,Yes
LB_FreeAcc_X_spec_power,429.658187,0.000000,0.093436,Medium,Yes
LB_Acc_X_spec_power,429.658187,0.000000,0.093436,Medium,Yes
LB_Acc_X_std,429.657812,0.000000,0.093436,Medium,Yes
LB_FreeAcc_X_std,429.657812,0.000000,0.093436,Medium,Yes
LB_Gyr_Y_rms,424.445713,0.000000,0.092298,Medium,Yes
LB_FreeAcc_X_rms,418.738771,0.000000,0.091051,Medium,Yes
HE_Acc_X_std,413.117280,0.000000,0.089822,Medium,Yes
HE_Acc_X_spec_power,413.117042,0.000000,0.089822,Medium,Yes
LB_Acc_X_spec_centroid,398.400639,0.000000,0.086607,Medium,Yes
LB_FreeAcc_X_spec_centroid,398.400639,0.000000,0.086607,Medium,Yes
LF_FreeAcc_X_spec_power,398.348626,0.000000,0.086596,Medium,Yes
LF_Acc_X_spec_power,398.348626,0.000000,0.086596,Medium,Yes
LF_Acc_X_std,398.348066,0.000000,0.086596,Medium,Yes
LF_FreeAcc_X_std,398.348066,0.000000,0.086596,Medium,Yes
RF_FreeAcc_X_spec_power,389.286906,0.000000,0.084616,Medium,Yes
RF_Acc_X_spec_power,389.286906,0.000000,0.084616,Medium,Yes
RF_Acc_X_std,389.285840,0.000000,0.084616,Medium,Yes
RF_FreeAcc_X_std,389.285840,0.000000,0.084616,Medium,Yes
HE_Acc_X_mean,389.133950,0.000000,0.084582,Medium,Yes
HE_Acc_X_spec_centroid,379.406783,0.000000,0.082457,Medium,Yes
LF_FreeAcc_X_rms,359.276621,0.000000,0.078059,Medium,Yes
RF_FreeAcc_X_rms,344.905958,0.000000,0.074919,Medium,Yes
RF_Acc_Y_rms,333.635431,0.000000,0.072457,Medium,Yes
RF_Acc_Y_std,321.810132,0.000000,0.069873,Medium,Yes
RF_Acc_Y_spec_power,321.810132,0.000000,0.069873,Medium,Yes
RF_FreeAcc_Y_spec_power,321.810132,0.000000,0.069873,Medium,Yes
RF_FreeAcc_Y_std,321.810132,0.000000,0.069873,Medium,Yes
LF_FreeAcc_Z_mean,320.981602,0.000000,0.069692,Medium,Yes
RF_FreeAcc_Y_rms,316.913403,0.000000,0.068803,Medium,Yes
LF_Acc_Z_std,316.795183,0.000000,0.068778,Medium,Yes
LF_FreeAcc_Z_std,316.795183,0.000000,0.068778,Medium,Yes
LF_Acc_Z_spec_power,316.794157,0.000000,0.068777,Medium,Yes
LF_FreeAcc_Z_spec_power,316.794157,0.000000,0.068777,Medium,Yes
LB_Acc_Z_spec_power,316.484238,0.000000,0.068710,Medium,Yes
LB_FreeAcc_Z_spec_power,316.484238,0.000000,0.068710,Medium,Yes
LB_FreeAcc_Z_std,316.483785,0.000000,0.068710,Medium,Yes
LB_Acc_Z_std,316.483785,0.000000,0.068710,Medium,Yes
LF_FreeAcc_Z_rms,313.220052,0.000000,0.067997,Medium,Yes
HE_FreeAcc_Z_spec_power,297.446052,0.000000,0.064550,Medium,Yes
HE_Acc_Z_spec_power,297.446052,0.000000,0.064550,Medium,Yes
HE_Acc_Z_std,297.443122,0.000000,0.064550,Medium,Yes
HE_FreeAcc_Z_std,297.443122,0.000000,0.064550,Medium,Yes
HE_Gyr_Y_std,281.318338,0.000000,0.061027,Medium,Yes
HE_Gyr_Y_spec_power,281.317356,0.000000,0.061026,Medium,Yes
LB_FreeAcc_Y_dom_freq,280.370433,0.000000,0.060819,Medium,Yes
LB_Acc_Y_dom_freq,280.370433,0.000000,0.060819,Medium,Yes
HE_Acc_X_rms,275.786678,0.000000,0.059818,Small,Yes
LF_Gyr_Y_rms,272.015627,0.000000,0.058994,Small,Yes
LF_Gyr_Y_spec_power,271.835655,0.000000,0.058955,Small,Yes
LF_Gyr_Y_std,271.834885,0.000000,0.058955,Small,Yes
