Feature,Sensor,Channel,Metric,Overall_Mean,Overall_Std,Overall_Min,Overall_Max,Overall_Median,healthy_Mean,healthy_Std,healthy_Median,healthy_N,neuro_Mean,neuro_Std,neuro_Median,neuro_N,ortho_Mean,ortho_Std,ortho_Median,ortho_N
HE_Acc_X_mean,HE,Acc,X_mean,9.379289,0.787434,0.000000,14.061965,9.508609,9.269898,0.412029,9.358817,807,9.442200,0.898379,9.570702,3066,9.231334,0.520679,9.387566,707
HE_Acc_X_std,HE,Acc,X_std,1.023904,0.533483,0.000000,3.663587,0.975054,1.377144,0.572098,1.365947,807,0.965672,0.494483,0.922453,3066,0.873227,0.480239,0.860594,707
HE_Acc_X_rms,HE,Acc,X_rms,9.450091,0.787292,0.000000,14.098272,9.573317,9.388844,0.416920,9.473930,807,9.504232,0.899307,9.616187,3066,9.285210,0.516072,9.441720,707
HE_Acc_X_dom_freq,HE,Acc,X_dom_freq,1.703530,0.820384,0.166667,8.333333,1.666667,1.646840,0.601114,1.833333,807,1.749674,0.818650,1.666667,3066,1.568128,1.005901,1.666667,707
HE_Acc_X_spec_centroid,HE,Acc,X_spec_centroid,5.594526,1.592466,0.000000,13.454407,5.445896,5.977614,1.448622,5.867465,807,5.295253,1.541264,5.076617,3066,6.455090,1.562307,6.130437,707
HE_Acc_X_spec_power,HE,Acc,X_spec_power,802.425975,805.407773,0.000000,8080.046488,572.344763,1338.509896,999.234671,1123.229875,807,708.534706,727.666194,512.258947,3066,597.688930,599.870728,445.859414,707
HE_Acc_Y_mean,HE,Acc,Y_mean,-0.279723,0.895949,-3.319134,6.395177,-0.318470,-0.364097,0.741274,-0.408951,807,-0.172483,0.960694,-0.242933,3066,-0.648475,0.614805,-0.606386,707
HE_Acc_Y_std,HE,Acc,Y_std,0.936964,0.423866,0.000000,2.803017,0.908614,0.998253,0.439987,0.945629,807,0.934850,0.407645,0.904314,3066,0.876170,0.463483,0.860712,707
HE_Acc_Y_rms,HE,Acc,Y_rms,1.258824,0.594776,0.000000,6.431073,1.175410,1.271395,0.505077,1.198649,807,1.259019,0.638321,1.161819,3066,1.243632,0.483598,1.206580,707
HE_Acc_Y_dom_freq,HE,Acc,Y_dom_freq,0.852511,0.575542,0.166667,6.833333,0.833333,0.876084,0.626804,0.833333,807,0.871820,0.566660,0.833333,3066,0.741867,0.539773,0.833333,707
HE_Acc_Y_spec_centroid,HE,Acc,Y_spec_centroid,5.070370,1.714977,0.000000,13.447948,4.899174,5.176203,1.620971,4.998642,807,4.898940,1.692553,4.738498,3066,5.692999,1.763684,5.442159,707
HE_Acc_Y_spec_power,HE,Acc,Y_spec_power,636.635810,545.143802,0.000000,4729.887515,497.004503,716.301742,609.876004,538.322844,807,626.125182,517.157792,492.310978,3066,591.282457,576.141513,445.980819,707
HE_Acc_Z_mean,HE,Acc,Z_mean,1.170338,2.024090,-7.683808,7.791041,1.266343,1.959827,1.857841,2.146857,807,0.686651,1.932332,0.764014,3066,2.366754,1.805404,2.500728,707
HE_Acc_Z_std,HE,Acc,Z_std,1.031996,0.598840,0.000000,4.870352,0.908106,1.386445,0.747559,1.206436,807,0.947323,0.526410,0.836018,3066,0.994611,0.555623,0.928384,707
HE_Acc_Z_rms,HE,Acc,Z_rms,2.327173,1.214031,0.000000,7.938398,2.162480,2.913047,1.133292,2.841781,807,2.038529,1.106080,1.818295,3066,2.910172,1.298927,2.725760,707
HE_Acc_Z_dom_freq,HE,Acc,Z_dom_freq,0.696361,0.738852,0.166667,5.500000,0.166667,0.602850,0.696418,0.166667,807,0.779082,0.774159,0.333333,3066,0.444366,0.530811,0.166667,707
HE_Acc_Z_spec_centroid,HE,Acc,Z_spec_centroid,5.406162,1.847837,0.000000,14.258224,5.330553,5.606770,1.741199,5.502235,807,5.186395,1.811141,5.106608,3066,6.130227,1.913964,6.028065,707
HE_Acc_Z_spec_power,HE,Acc,Z_spec_power,856.982841,1156.188081,0.000000,14279.763729,496.446541,1493.201514,1740.664268,876.212511,807,707.017612,951.675519,420.758000,3066,781.119931,844.379442,518.866365,707
