feature,healthy_median,healthy_mean,healthy_std,healthy_n,ortho_median,ortho_mean,ortho_std,ortho_n,neuro_median,neuro_mean,neuro_std,neuro_n,direction,kw_stat,kw_p,healthy_vs_ortho_p,healthy_vs_ortho_r,healthy_vs_neuro_p,healthy_vs_neuro_r,ortho_vs_neuro_p,ortho_vs_neuro_r,h_vs_n_direction,h_vs_n_concordance,h_vs_o_direction,h_vs_o_concordance
LB_Acc_X__rms,9.93018173187496,9.779724464229343,0.43671107035259116,73,9.84533889809044,9.750615303871742,0.3081510591064891,44,9.608078485231832,9.522614755632228,0.39314964916588824,143,↓ H>O>N,44.16007092358973,2.5749122816210886e-10,0.11842036198929523,-0.17310087173100874,4.567884476947428e-09,-0.48807357026535114,5.6174205329764555e-06,-0.4532739987285441,H > N,0.9300699300699301,H > O,0.7954545454545454
RF_Gyr_Y__std,3.0976688521127373,3.117851764833582,0.5716339030106737,73,2.382069223732156,2.336448121216954,0.5459948043585529,44,2.6233645153363625,2.547034966272605,0.7271925080250823,143,∨ valley-ortho,43.66519881533134,3.297786620160192e-10,8.166481387604769e-10,-0.6799501867995019,1.1688517601722406e-07,-0.44113420825749583,0.033501078374705714,0.2123331214240305,H > N,0.7552447552447552,H > O,0.9318181818181818
RF_Gyr_Y__rms,3.098857913607496,3.118903868013966,0.5721198356309314,73,2.382288300443533,2.3366650900245713,0.5460089189702049,44,2.623498059311824,2.5477919973563647,0.7273895927771712,143,∨ valley-ortho,43.664948970097726,3.2981986140275873e-10,8.166481387604769e-10,-0.6799501867995019,1.1836723601341623e-07,-0.4409426190248109,0.03297428031367219,0.21296884933248572,H > N,0.7552447552447552,H > O,0.9318181818181818
RF_Gyr_Z__std,1.5004831877283213,1.4847079496532076,0.4043070806962576,73,1.092087106628329,1.133223695425022,0.36449006460249506,44,1.079630664009361,1.1103328015453473,0.3358454510695593,143,↓ H>O>N,43.48078786032352,3.616320237191007e-10,1.0404022064070015e-05,-0.4881693648816936,1.0914596888950941e-10,-0.5373120030654277,0.7902759141289122,-0.026700572155117674,H > N,0.8951048951048951,H > O,0.8409090909090909
LB_Gyr_X__std,0.6473220655685502,0.6528627118126515,0.13422564921064695,73,0.4923906359925555,0.5026359883436035,0.11657911380932073,44,0.5118538899538296,0.5255855103994153,0.1502440472829018,143,∨ valley-ortho,42.585221169102624,5.658961220300408e-10,3.5587876540731825e-08,-0.6102117061021171,5.102879126099474e-09,-0.48654085640387,0.4194290428048656,0.08073744437380803,H > N,0.7902097902097902,H > O,0.9090909090909091
LB_Acc_Y__std,1.108583377116207,1.1294994799695375,0.3019234297899799,73,1.0018874421195012,1.0183427827684652,0.22011248912592965,44,0.8279468166031136,0.8751562012847595,0.2593424663629757,143,↓ H>O>N,42.10652286802133,7.189268988139007e-10,0.061357195749336436,-0.2073474470734744,1.0967216693344049e-09,-0.5074240827665486,0.00024181206074714852,-0.36649713922441185,H > N,0.8181818181818182,H > O,0.6818181818181818
LB_FreeAcc_Y__std,1.1085833771162066,1.1294994799695375,0.30192342978998,73,1.0018874421195019,1.0183427827684652,0.2201124891259296,44,0.8279468166031141,0.8751562012847593,0.2593424663629757,143,↓ H>O>N,42.10652286802133,7.189268988139007e-10,0.061357195749336436,-0.2073474470734744,1.0967216693344049e-09,-0.5074240827665486,0.00024181206074714852,-0.36649713922441185,H > N,0.8181818181818182,H > O,0.6818181818181818
LB_Acc_X__mean,9.786192066852951,9.618932228014765,0.4103406809412988,73,9.764988430986861,9.66901351238438,0.2899724175793182,44,9.542716534416506,9.445701172140701,0.3785360606941995,143,↓ H>O>N,39.91277540211081,2.1530342706691516e-09,0.6505791375385881,-0.050435865504358635,3.075256165731031e-07,-0.4261902481080564,4.494490453722936e-07,-0.5038143674507312,H > N,0.9090909090909091,H < O,0.45454545454545453
HE_FreeAcc_Y__std,1.4616760193284772,1.4465110809091588,0.44880626952643987,73,1.1124863012222055,1.1556025677666935,0.34591866278950145,44,1.0364104277516364,1.065872552671966,0.30326831233998225,143,↓ H>O>N,39.82163457885815,2.2534188402365415e-09,0.00014747700768858612,-0.4202988792029887,5.307312958860925e-10,-0.5170035444008048,0.1878314275260864,-0.13159567705022246,H > N,0.9230769230769231,H > O,0.8636363636363636
RF_Acc_Z__mean,8.447635341025462,8.294118989564362,1.1586994293431867,73,8.128802456653506,8.167455686198862,0.8258163085117416,44,7.648933510898369,7.596928237096082,0.935767036557087,143,↓ H>O>N,39.699798644967814,2.3949599645557295e-09,0.06293378704521263,-0.2061021170610211,3.760056362913245e-09,-0.4907558195229429,0.00031735178518407233,-0.359504132231405,H > N,0.8741258741258742,H > O,0.6590909090909091
LB_FreeAcc_Z__rms,1.448282571105291,1.44676845096438,0.3830768030564111,73,1.1619071342025526,1.1250058633057487,0.2686767572250957,44,1.1339950578955138,1.1516368343824148,0.2845631849425791,143,↓ H>O>N,38.150745050886826,5.1960218892074885e-09,1.9065048931353558e-06,-0.5273972602739727,7.92101306786499e-09,-0.48041000095794617,0.6092097552774769,0.05117609663064204,H > N,0.8531468531468531,H > O,0.9090909090909091
HE_Gyr_Y__std,0.2938710974762624,0.30948105391828695,0.09492436088710322,73,0.2240951767509458,0.2407861731883507,0.0909394522747957,44,0.22572514931262222,0.23688387107760064,0.07777228881281349,143,∨ valley-ortho,37.518362646401215,7.128383664783969e-09,1.2152116043175166e-05,-0.4844333748443337,3.866301081985745e-09,-0.4903726410575726,0.9682420328471437,-0.004132231404958775,H > N,0.8041958041958042,H > O,0.8181818181818182
RF_Gyr_Z__mean,0.03543547303979983,0.03321870474848629,0.11816015494720114,73,0.06284956637544074,0.05257367099255465,0.08254790078267334,44,-0.022311732650313724,-0.022985168726562324,0.07044977044812453,143,∧ peak-ortho,37.270073465407904,8.070610292297512e-09,0.2545246926401844,0.1264009962640099,4.489052027301379e-05,-0.3397835041670658,1.5869741505338373e-08,-0.5642085187539734,H > N,0.8181818181818182,H < O,0.6590909090909091
LB_Gyr_Z__std,0.29596644620172774,0.3269694102540548,0.14285760002535328,73,0.19717975134273236,0.21184412050353113,0.06928113261776044,44,0.31456268432056345,0.3174370658258493,0.11084233456818235,143,∨ valley-ortho,37.204463863958495,8.339755546477539e-09,5.920599450171916e-07,-0.5529265255292652,0.7700540619115759,0.02442762716735325,2.1048516987668027e-09,0.5979020979020979,H > N,0.46153846153846156,H > O,0.8409090909090909
LB_Gyr_Z__rms,0.297561541282231,0.3297890003469223,0.1441885512657275,73,0.1994074184106398,0.21403123250621353,0.07010871006623602,44,0.315061283091583,0.31907224265210693,0.11096034306790294,143,∨ valley-ortho,36.5580221045866,1.152196005724636e-08,6.275641703502678e-07,-0.5516811955168119,0.8090367980720218,0.020212664048280482,3.1686149688284268e-09,0.5912269548633184,H > N,0.46153846153846156,H > O,0.8409090909090909
HE_Acc_Z__rms,2.790618244668042,2.8800375796642244,0.9740041070735836,73,2.6781425133123973,2.834799167442701,0.8945059039046067,44,1.9280956798676154,2.1663938877735034,0.9632152172615539,143,↓ H>O>N,36.54036066461299,1.1624157836066935e-08,0.7633885238120027,-0.033623910336239016,1.6192277020335686e-07,-0.43615288820768283,1.3080633998792967e-05,-0.4351557533375716,H > N,0.7762237762237763,H > O,0.5681818181818182
HE_Gyr_Y__rms,0.30625622225398114,0.32407648598396754,0.10282208296746538,73,0.2303846563239344,0.24515190844471232,0.09076034177058367,44,0.23385598677221248,0.24763765249379963,0.08229484388634468,143,∨ valley-ortho,35.69642791531351,1.7726343727727992e-08,7.601062030658757e-06,-0.49564134495641343,1.6003116703694748e-08,-0.47044736085831973,0.7537274730628976,0.03146853146853146,H > N,0.8041958041958042,H > O,0.7954545454545454
RF_Gyr_X__rms,1.0676881396754179,1.0849561257798759,0.20700394392405144,73,0.7887339892331501,0.8455401372743203,0.22193347566794103,44,0.9042054206713179,0.9083664986629172,0.24575805414632396,143,∨ valley-ortho,34.6812846032642,2.944792753555768e-08,2.1589824279293753e-07,-0.5740971357409714,7.480425802510892e-07,-0.4120126448893573,0.08457994780877175,0.1722822631913541,H > N,0.7622377622377622,H > O,0.8181818181818182
HE_Gyr_Y__spec_centroid_hz,1.9041741291618846,1.9129496613248334,0.5375589780318524,73,1.9711339127351075,1.9747219516595083,0.5237915936489763,44,2.3075320356724163,2.392684475402377,0.6809607511370233,143,↑ H<O<N,34.35288146563903,3.4702964102531523e-08,0.6384706181110578,0.05230386052303859,1.2292333290179303e-07,0.4403678513267555,9.489445858193365e-05,0.3897012078830261,H < N,0.7832167832167832,H < O,0.5681818181818182
RF_Gyr_X__std,1.0661064591924803,1.0756100030823332,0.20333591209894739,73,0.7866916983695269,0.8401534443157407,0.2214967569326964,44,0.8979195317641135,0.9030694037617731,0.24436168078709078,143,∨ valley-ortho,34.070641292019445,3.996264692442856e-08,2.5098252303265204e-07,-0.5709838107098382,1.0394895472565011e-06,-0.4066481463741738,0.0811906145206389,0.17418944691671967,H > N,0.7622377622377622,H > O,0.8181818181818182
LF_Gyr_X__rms,1.086187735588225,1.0871747005211918,0.21319408576081497,73,0.8005138820613908,0.8301794190545909,0.2175462972051767,44,0.9484780621387152,0.953630122856284,0.27102045491983584,143,∨ valley-ortho,32.046449378050625,1.0995169664278041e-07,2.66552714266056e-08,-0.6158156911581569,0.00021282401640292258,-0.3083628700067056,0.0024152031061594782,0.3029243483788938,H > N,0.6993006993006993,H > O,0.8636363636363636
LB_Gyr_X__mean,0.06347338173718135,0.05474234587013357,0.12617597684432533,73,0.06977260903603212,0.035616195950777876,0.09719436278146551,44,-0.02902537774587647,-0.022560242636639537,0.07322555978243507,143,∧ peak-ortho,31.210581980668394,1.669968327406765e-07,0.22962599794557537,-0.1332503113325032,1.4058761241829159e-06,-0.40166682632436057,6.280257016238718e-05,-0.3995549904640814,H > N,0.8601398601398601,H > O,0.4318181818181818
RF_FreeAcc_Y__mean,-0.004230975015210181,0.04022871866418189,0.5180121748104476,73,-0.002407933846222424,-0.032774303608841815,0.2343466555805121,44,0.28823485379481406,0.2909236624958215,0.3995354677028335,143,↑ H<O<N,31.151364137358428,1.7201535881573937e-07,0.8416748784586514,-0.022415940224159492,5.741018769191892e-05,0.33499377334993774,5.485483243495861e-07,0.5,H < N,0.7482517482517482,H > O,0.5
LF_Acc_X__mean,8.225092625351465,8.446070085461942,1.1418321797157922,73,7.254086138298321,7.207301415255793,0.9760600725019536,44,7.456805217738804,7.59749440850647,1.2348863377000305,143,∨ valley-ortho,31.116282065257337,1.7505930536565272e-07,1.593898794947735e-07,-0.580323785803238,7.665292357675399e-06,-0.3725452629562218,0.09109048284574876,0.16878575969485066,H > N,0.6643356643356644,H > O,0.8409090909090909
LF_Gyr_X__std,1.0725059623400621,1.072214040654295,0.21120126576180062,73,0.7945676880998485,0.820483901337777,0.21057673158770915,44,0.9432009223241659,0.9466200832326312,0.26968938732871545,143,∨ valley-ortho,30.98906247816342,1.865565849949687e-07,3.232829194692841e-08,-0.612079701120797,0.0004073595101783165,-0.29437685602069164,0.002195454418434219,0.30578512396694213,H > N,0.6923076923076923,H > O,0.8636363636363636
RF_FreeAcc_Z__mean,0.09622307490693084,0.04215139438607184,0.4406551730627811,73,-0.07276031683938776,-0.02044326110461607,0.32128230127576374,44,-0.23037234480453964,-0.2218987355058119,0.3665448872689862,143,↓ H>O>N,30.382122420776568,2.527004073941656e-07,0.02250886859275576,-0.2528019925280198,2.319582004555403e-07,-0.4305968004598142,0.0038470282604192727,-0.28862047043865235,H > N,0.8111888111888111,H > O,0.7272727272727273
HE_Gyr_X__mean,0.07434201870026716,0.05960146354360399,0.13646710575551876,73,0.06808962508194746,0.035411351296818716,0.09170194094454179,44,-0.02570804021418961,-0.02687879227484505,0.09372614323516906,143,↓ H>O>N,30.281512104890453,2.657377139384395e-07,0.34021353694229417,-0.10585305105853049,2.0521804474005012e-06,-0.3953443816457516,7.27861355953488e-05,-0.39605848696757784,H > N,0.8741258741258742,H > O,0.5454545454545454
HE_Gyr_X__dom_freq_hz,0.09745565876647427,0.12540209574856626,0.0936227889717163,73,0.07140702200482084,0.12013199035462009,0.13958602073879614,44,0.05883385538665774,0.08914320653484609,0.09444644040414137,143,↓ H>O>N,30.218184985925973,2.742865448287529e-07,0.006191931113815937,-0.3032378580323787,1.734027632090838e-08,-0.4692978254622091,0.3924470421562902,-0.08550540368722181,H > N,0.7832167832167832,H > O,0.6590909090909091
HE_FreeAcc_X__mean,-0.03462012176417423,-0.013907411629659477,0.47603387584447465,73,0.24506573642201726,0.2534018556703901,0.36411238233955695,44,-0.04435669774728288,-0.06256237781022786,0.2562626280339822,143,∧ peak-ortho,30.146110848685225,2.8435129062520777e-07,0.0004142735232442226,0.39103362391033625,0.4125740044870819,-0.06830156145224642,6.695138986415127e-09,-0.5788302606484426,H > N,0.5454545454545454,H < O,0.8409090909090909
HE_FreeAcc_Y__rms,1.4842865929677327,1.5144858964835355,0.4404332348437701,73,1.1821041431219415,1.2244386402254464,0.37050911015272153,44,1.1833898192666794,1.201763294612902,0.37147752235925197,143,∨ valley-ortho,29.854219994242044,3.290322728835286e-07,9.985846267696292e-05,-0.4308841843088418,1.4652617725605703e-07,-0.43768560206916374,0.88728926501667,-0.014303877940241572,H > N,0.8321678321678322,H > O,0.8636363636363636
LB_FreeAcc_Y__rms,1.113899208208449,1.143468403605656,0.2999849673832248,73,1.0402650027853486,1.0324046630908221,0.22102093589034377,44,0.8742963765611942,0.9283238492566417,0.27398556052877737,143,↓ H>O>N,29.78241316294259,3.41060286691865e-07,0.05830206130609358,-0.20983810709838102,1.879876282649048e-07,-0.43385381741546114,0.005191763891179905,-0.27908455181182457,H > N,0.7762237762237763,H > O,0.6590909090909091
HE_Acc_Z__std,1.6342703828320242,1.688807268838544,0.5848789140441155,73,1.4652342644647198,1.464923630743671,0.41902188439919047,44,1.2030327513383638,1.2732608060929262,0.39574389474591665,143,↓ H>O>N,29.574711864446954,3.7838413309177934e-07,0.06293378704521263,-0.2061021170610211,2.180868266558642e-07,-0.43155474662323967,0.004844679585580646,-0.28130959949141765,H > N,0.8111888111888111,H > O,0.6818181818181818
HE_FreeAcc_Z__std,1.634270382832024,1.688807268838544,0.5848789140441155,73,1.4652342644647196,1.464923630743671,0.4190218843991905,44,1.2030327513383638,1.2732608060929262,0.39574389474591654,143,↓ H>O>N,29.574711864446954,3.7838413309177934e-07,0.06293378704521263,-0.2061021170610211,2.180868266558642e-07,-0.43155474662323967,0.004844679585580646,-0.28130959949141765,H > N,0.8111888111888111,H > O,0.6818181818181818
HE_Acc_Z__mean,1.8703785749664497,1.6890583863490296,1.732799822374742,73,2.205875154552256,2.093222018658599,1.4117715490125422,44,0.7382609345098519,0.6783317300129991,1.7748953121861624,143,∧ peak-ortho,29.477360179033326,3.9725792204362366e-07,0.1814296261579923,0.14819427148194275,8.454190930698542e-05,-0.32733020404253277,2.8184166154897238e-06,-0.4675778766687857,H > N,0.7202797202797203,H < O,0.6590909090909091
stride_absAI,0.053282800600941926,0.051821669119608206,0.03542381907476422,70,0.03929203432321496,0.038508081562898165,0.027035575527446475,35,0.02847879608910946,0.029237251972574933,0.01754641510405586,111,↓ H>O>N,29.24055510414962,4.471921128168871e-07,0.02423397517616374,-0.2710204081632652,4.7488114891403794e-08,-0.48262548262548255,0.10863255557787717,-0.1804375804375804,H > N,0.9279279279279279,H > O,0.7714285714285715
LF_Acc_Z__mean,8.465799224187421,8.249217636270622,1.071242416679721,73,8.259784700817178,8.269290852579536,0.7995209518394951,44,7.769841882927568,7.686799125085835,0.8923609544456675,143,↓ H>O>N,29.137648855389898,4.7080378235899555e-07,0.5910190639821574,-0.05977584059775842,1.74912605744985e-06,-0.39802663090334334,0.00019292090125988618,-0.3722186904005085,H > N,0.8461538461538461,H < O,0.4090909090909091
LB_Acc_Z__dom_freq_hz,1.7974792928177572,1.7972089938529496,0.14445141080268847,73,1.6394310406701504,1.4723073904990214,0.4844920058647876,44,1.681591373531791,1.5560483434932506,0.44682220927154226,143,∨ valley-ortho,29.061714436502825,4.890225577089224e-07,1.024464976793584e-06,-0.5410958904109588,6.880841997309945e-06,-0.374461155283073,0.1577812505603522,0.14113159567705025,H > N,0.7062937062937062,H > O,0.8409090909090909
LB_FreeAcc_Z__dom_freq_hz,1.7974792928177572,1.7972089938529496,0.14445141080268847,73,1.6394310406701504,1.4723073904990214,0.4844920058647876,44,1.681591373531791,1.5560483434932506,0.44682220927154226,143,∨ valley-ortho,29.061714436502825,4.890225577089224e-07,1.024464976793584e-06,-0.5410958904109588,6.880841997309945e-06,-0.374461155283073,0.1577812505603522,0.14113159567705025,H > N,0.7062937062937062,H > O,0.8409090909090909
HE_Acc_Y__spec_power,2882381.288553649,3679589.957612356,2523830.637092698,73,4203529.177876795,9992702.603146061,20217055.210793167,44,5283675.147745686,9365354.155065576,14970271.680042181,143,↑ H<O<N,28.91943637192003,5.250784347657316e-07,0.0036579527431477724,0.32191780821917804,7.592423744862187e-08,0.44764824216879007,0.2279931921238001,0.12047043865225682,H < N,0.7972027972027972,H < O,0.6818181818181818
LB_Gyr_Y__spec_centroid_hz,3.045195297086976,3.2049026871651,0.8514827722905277,73,2.2073036768544134,2.423908474289253,0.8817654815943927,44,3.02386127708314,3.115513407465188,0.9786037219253715,143,∨ valley-ortho,28.472123741234668,6.566846814245504e-07,4.824175378170993e-07,-0.5572851805728518,0.4572278651720213,-0.06197911677363721,1.6519300738748e-06,0.47838525111252383,H > N,0.5034965034965035,H > O,0.8409090909090909
HE_FreeAcc_X__spec_power,4392827.463383254,4498082.226552056,2585961.0650637215,73,4203529.177876795,9992702.60314606,20217055.21079316,44,5836337.792577246,7521300.597949003,8081180.354380595,143,∨ valley-ortho,28.2166614026213,7.461563298100177e-07,0.22962599794557537,0.1332503113325031,1.8566915398827095e-07,0.4340454066481464,0.008556956141460719,0.2625556261919898,H < N,0.7902097902097902,H < O,0.4772727272727273
LF_Acc_Y__rms,3.5685670960798035,3.6152781535537852,0.9344684409265662,73,2.789970560000776,2.9067781991834174,0.9025320451965793,44,2.8349397384330133,2.9302354404849975,0.9586503330791398,143,∨ valley-ortho,27.833180646370693,9.038609333432178e-07,3.854913846251465e-05,-0.4557907845579079,8.417050335790987e-07,-0.4100967525625059,0.9150274252557775,0.010807374443738027,H > N,0.7762237762237763,H > O,0.8409090909090909
stride_abs_diff,0.06846940559440541,0.06884144646201773,0.053942738723682514,70,0.0494071146245058,0.05350349254865717,0.03682502570495494,35,0.0352558479532166,0.03819705099672417,0.023054662769503385,111,↓ H>O>N,27.68013899350308,9.757401782808256e-07,0.08363288596996693,-0.2081632653061225,1.1564325321458223e-07,-0.46846846846846857,0.04767535755227389,-0.22265122265122272,H > N,0.8828828828828829,H > O,0.7142857142857143
RF_Acc_X__mean,8.432582746060401,8.739373692221031,1.733190818914777,73,7.131029352126454,7.311488950941864,0.9605987587402347,44,7.7847073605537105,7.897073443996313,1.4773660176139836,143,∨ valley-ortho,26.811586477425294,1.5063918969317266e-06,2.0947406234782942e-07,-0.5747198007471981,0.0005651548386261757,-0.28709646517865695,0.01030081581238032,0.25619834710743805,H > N,0.6853146853146853,H > O,0.8409090909090909
HE_Acc_X__mean,9.371771217408462,9.30087601363272,0.35550150065887665,73,9.409338035044655,9.310618389892541,0.3158322707689542,44,9.562849246269232,9.445599854740916,0.46576848927612996,143,↑ H<O<N,26.251586713735605,1.9931517923927364e-06,0.9977552326137116,-0.0006226650062266526,1.6773677387543197e-05,0.3583676597375227,0.00010403077624868929,0.3874761602034329,H < N,0.7272727272727273,H < O,0.5454545454545454
LB_Gyr_Y__dom_freq_hz,1.7927444699140447,1.938555963811552,0.650730128923061,73,1.463455126832494,1.5619887743083145,0.9035308781420839,44,1.5977100727049591,1.6406270663326485,0.9723884754292855,143,∨ valley-ortho,25.812063011174587,2.483028668513412e-06,7.468207836949599e-07,-0.547945205479452,4.8106811038581566e-05,-0.33844237953827006,0.211250143493518,0.1249205340114431,H > N,0.6923076923076923,H > O,0.7954545454545454
RF_Gyr_Z__spec_centroid_hz,2.2651378476955752,2.308330363071164,0.37583649891731763,73,2.3334755649272854,2.4022790124511535,0.4775319922453241,44,2.538742026320199,2.652645628375485,0.5549443128592236,143,↑ H<O<N,24.533245301384113,4.7062335032397375e-06,0.3970875839691631,0.0940224159402242,2.24736828461608e-06,0.39381166778427057,0.0052949763315145205,0.27844882390336934,H < N,0.7762237762237763,H < O,0.6136363636363636
LB_Gyr_Z__dom_freq_hz,2.351104498303994,2.0069815614253046,0.834755164879239,73,1.0092403726846273,1.4267383257488333,0.858156462470169,44,1.1691002494486558,1.491151531532249,0.7960125499399986,143,∨ valley-ortho,23.81303322175927,6.74629825025603e-06,0.00010953912859483692,-0.4283935242839352,9.297551086880435e-06,-0.3690966567678897,0.3164881529853131,0.100127145581691,H > N,0.7832167832167832,H > O,0.7727272727272727
LB_Acc_Z__spec_power,4521060.419071813,4598925.991711699,1541497.2495854457,73,3729702.5425630203,4533297.761815766,3399264.794109797,44,4694556.76107722,6970566.44577528,5954675.278464718,143,∨ valley-ortho,21.312521321925033,2.3552922183784726e-05,0.023525634375784938,-0.25093399750933987,0.007798800337567051,0.22157294760034485,1.958499921170959e-05,0.42625556261919895,H < N,0.5594405594405595,H > O,0.6818181818181818
LB_FreeAcc_Z__spec_power,4521060.419071813,4598925.991711699,1541497.2495854455,73,3729702.5425630203,4533297.761815768,3399264.794109802,44,4694556.761077212,6970566.445775281,5954675.278464715,143,∨ valley-ortho,21.312521321925033,2.3552922183784726e-05,0.023525634375784938,-0.25093399750933987,0.007798800337567051,0.22157294760034485,1.958499921170959e-05,0.42625556261919895,H < N,0.5594405594405595,H > O,0.6818181818181818
LF_Gyr_Z__rms,1.322939267706224,1.3705060822916375,0.36987642676382493,73,1.025513242484338,1.0520213046769722,0.31835055593287154,44,1.1941681479448683,1.2222659034474659,0.36445009922455884,143,∨ valley-ortho,21.264831073266464,2.4121294059978514e-05,5.528976944051047e-06,-0.5031133250311333,0.009053609171678585,-0.21735798448127208,0.0032338695969505987,0.29402415766052126,H > N,0.6503496503496503,H > O,0.8409090909090909
LF_Gyr_Z__std,1.3209687549073552,1.3639327539561665,0.3683563688633467,73,1.0242759644170052,1.0485481001541503,0.3186121189560766,44,1.1897954573584077,1.219064311244297,0.3643098485886772,143,∨ valley-ortho,20.993452018712787,2.7626751170271915e-05,5.98936272098225e-06,-0.5012453300124533,0.010766689297085023,-0.21237666443145886,0.0031031950799783386,0.2952956134774316,H > N,0.6503496503496503,H > O,0.8409090909090909
HE_Gyr_X__spec_power,996075.4298211805,1024122.3339483618,232917.33985362094,73,921554.5512478014,1076898.8167011046,528867.8225218336,44,1155665.3655016443,1358231.3262515317,721872.1637124317,143,∨ valley-ortho,20.7316849714,3.148993818995636e-05,0.198539087242253,-0.14259028642590277,0.00025265234248661575,0.30472267458568825,0.00040468912734947175,0.3531468531468531,H < N,0.6503496503496503,H < O,0.36363636363636365
LB_Gyr_Y__mean,0.0012696592246838833,-0.0011955263090306317,0.02010463799957542,73,0.007580251737829544,0.0064676506926075765,0.011923148652195294,44,-0.002179780337484482,-0.0023833895935177598,0.012073355819009306,143,∧ peak-ortho,19.169286450380923,6.877685873573429e-05,0.00956575607886179,0.2870485678704857,0.1322594408133516,-0.1253951527924131,8.67003776447247e-06,-0.44405594405594395,H > N,0.6293706293706294,H < O,0.7045454545454546
HE_FreeAcc_X__rms,1.4428855718708196,1.436607177098344,0.4300154529147153,73,1.188838821166053,1.2646844612159664,0.3663691012191643,44,1.1302846550395218,1.1808233384295708,0.3837184667584567,143,↓ H>O>N,17.651910573226928,0.00014687109118720817,0.03760775741268847,-0.23038605230386056,3.008594716242461e-05,-0.3474470734744708,0.19541474484382892,-0.12937062937062938,H > N,0.7902097902097902,H > O,0.7272727272727273
LB_Gyr_X__spec_centroid_hz,0.8961888583196572,0.9240840616743317,0.24700267898347023,73,0.8082075418214678,0.8436025180601466,0.22619966971536445,44,0.9471112676088524,1.0566073154768456,0.3670279009046114,143,∨ valley-ortho,16.527773031808124,0.00025765565993339897,0.05121333280426192,-0.21606475716064755,0.022554763913481733,0.1899607242072996,0.00013667628907974136,0.38080101716465353,H < N,0.5944055944055944,H > O,0.6818181818181818
LF_Gyr_Z__spec_centroid_hz,2.245089007724337,2.3171584381328,0.41474367822642666,73,2.2657383966122273,2.3612240808496767,0.5141309828225926,44,2.473454548803848,2.5263562786316567,0.47169454125210714,143,↑ H<O<N,16.341128563066377,0.00028285835965400003,0.9708244901816138,0.004358655043586568,0.00028130180853975606,0.3024236037934668,0.006310661269825655,0.2727272727272727,H < N,0.7552447552447552,H < O,0.5227272727272727
HE_Acc_X__dom_freq_hz,1.7927444699140447,1.7714033945610088,0.2018892777954699,73,1.6316586918659768,1.4748882774592078,0.4789508492196796,44,1.7487148703781188,1.6748436919404344,0.4566329266569659,143,∨ valley-ortho,16.119254709414918,0.0003160445558765748,2.6643229771741597e-05,-0.4651307596513077,0.07597394465235736,-0.14781109301657236,0.005561163236471741,0.27685950413223137,H > N,0.5804195804195804,H > O,0.7727272727272727
LF_FreeAcc_Y__mean,-0.022756383131084346,-0.07108406523637854,0.45021655144212647,73,0.10888745256060053,0.13533536762457235,0.27920742198540166,44,-0.10523667288481472,-0.15463545634007722,0.47840478920634405,143,∧ peak-ortho,15.670775794097835,0.00039548887620781105,0.010718155514157219,0.28268991282689915,0.22691494827089376,-0.10068014177603213,6.45155683065106e-05,-0.39891926255562615,H > N,0.6223776223776224,H < O,0.7045454545454546
LB_Gyr_Z__spec_centroid_hz,2.3175668151106175,2.30250687604935,0.5419746247718951,73,2.035254345533972,2.0454030756514014,0.5510639477204846,44,2.467772414665434,2.425301627902068,0.5837986606143454,143,∨ valley-ortho,14.9785120902377,0.0005590587202708174,0.009883178756939134,-0.2858032378580324,0.1304941107382552,0.1259699204904684,0.00018339852776161526,0.37349014621741894,H < N,0.5804195804195804,H > O,0.6818181818181818
HE_Acc_X__rms,9.500696323461655,9.445473597929826,0.3557556254484407,73,9.48461821710401,9.389427722114958,0.3071656884524828,44,9.61383360441792,9.521540368690026,0.45969405820667664,143,∨ valley-ortho,14.670337205519559,0.0006521939292523515,0.17597687530008754,-0.1500622665006226,0.030325489237401033,0.18038126257304343,0.00020036552543433613,0.37126509853782586,H < N,0.6573426573426573,H > O,0.5227272727272727
HE_Acc_X__spec_power,5673150.202339596,6078351.699391401,2075027.1198408687,73,4358186.069472965,6232455.580562211,5661478.978454801,44,5836337.792577224,7524714.154401726,8080805.3538431525,143,∨ valley-ortho,14.036946420826098,0.0008951912186265722,0.0017402427391666818,-0.34682440846824414,0.5044743661401754,0.055656672095028226,0.00033735890960178,0.357914812460267,H < N,0.5454545454545454,H < O,0.22727272727272727
step_absAI,0.14334718401128013,0.14815976202625883,0.09029515997572321,70,0.0620382160868502,0.0879940915949178,0.07361661178492335,35,0.10352411066224616,0.1177027943665274,0.09293305636948357,111,∨ valley-ortho,13.311199580093671,0.0012867961042865403,0.0005753486411521495,-0.41387755102040824,0.012390153324458112,-0.221106821106821,0.06809196941009801,0.20514800514800513,H > N,0.6756756756756757,H > O,0.7714285714285715
LF_Acc_X__dom_freq_hz,0.9541356234139572,1.0764140006693925,0.3903133124271888,73,0.8357169116860124,0.9737643378394794,0.5672220472402699,44,0.9026233241593768,1.0300093327097866,0.5140165032690371,143,∨ valley-ortho,13.142931259358761,0.0013997444010894308,0.00038039094685075463,-0.39352428393524286,0.016576282103116277,-0.19954018584155575,0.05538898263479146,0.19135410044500956,H > N,0.6083916083916084,H > O,0.75
