feature,healthy_median,healthy_mean,healthy_std,healthy_n,ortho_median,ortho_mean,ortho_std,ortho_n,neuro_median,neuro_mean,neuro_std,neuro_n,direction,kw_stat,kw_p,healthy_vs_ortho_p,healthy_vs_ortho_r,healthy_vs_neuro_p,healthy_vs_neuro_r,ortho_vs_neuro_p,ortho_vs_neuro_r,h_vs_n_direction,h_vs_n_concordance,h_vs_o_direction,h_vs_o_concordance
LF_FreeAcc_X__std,6.178429063836175,6.228714589444795,1.1482727569096949,73,4.765389213175866,4.673480205345455,1.309731796268149,44,4.40145036816128,4.340231725059355,1.2439024038175357,143,↓ H>O>N,83.54721053022524,7.210306795469052e-19,3.2869409957736986e-09,-0.6550435865504358,3.451542670719783e-19,-0.7453779097614714,0.22554508874094326,-0.12110616656071205,H > N,0.9370629370629371,H > O,0.9090909090909091
LF_FreeAcc_X__rms,6.875159898654263,6.88482372380219,1.2879068495389963,73,5.011137158846392,4.962567671391127,1.4144182644407768,44,4.934426341256787,4.796974887321486,1.4262781023878537,143,↓ H>O>N,81.56984553605128,1.937907738664695e-18,1.9310108488969891e-10,-0.7048567870485678,2.996542943149265e-18,-0.7252610403295334,0.6823342282025071,-0.041004450095359246,H > N,0.9300699300699301,H > O,0.9318181818181818
RF_FreeAcc_X__rms,6.889776982350227,6.9202600374652095,1.3657396558418635,73,4.951863020004206,4.999177574226265,1.3765129204419249,44,4.817411977658567,4.728787255160192,1.4610226025283986,143,↓ H>O>N,81.15356039621861,2.3863177220814017e-18,3.2167638152157824e-10,-0.6961394769613947,3.524569511967827e-18,-0.7237283264680525,0.4194290428048656,-0.08073744437380803,H > N,0.9440559440559441,H > O,0.9318181818181818
RF_Acc_Y__std,3.2689833099599874,3.2862125662677464,0.7662987785427439,73,2.4220750768329316,2.543444680681954,0.7352028249630465,44,2.053042763089631,2.1433282764986594,0.7218859469998974,143,↓ H>O>N,79.78741024971907,4.7248062226874146e-18,2.516081315815293e-06,-0.5211706102117062,3.59671934822909e-18,-0.7235367372353674,0.0015713673945070216,-0.3156389065479974,H > N,0.9300699300699301,H > O,0.8181818181818182
RF_FreeAcc_Y__std,3.2689833099599896,3.286212566267746,0.7662987785427439,73,2.4220750768329316,2.543444680681954,0.7352028249630468,44,2.0530427630896315,2.1433282764986594,0.7218859469998974,143,↓ H>O>N,79.78741024971907,4.7248062226874146e-18,2.516081315815293e-06,-0.5211706102117062,3.59671934822909e-18,-0.7235367372353674,0.0015713673945070216,-0.3156389065479974,H > N,0.9300699300699301,H > O,0.8181818181818182
LF_Acc_Y__mean,0.7220463064305389,0.3355998038828044,1.84178250692261,73,0.9238961209956886,1.0674322640315113,1.175170976141195,44,-1.264272686789139,-1.1960443244067835,1.4384436940910033,143,∧ peak-ortho,79.76613048361719,4.7753460002086886e-18,0.05609456722084549,0.21170610211706098,7.210282696672998e-10,-0.512980170514417,8.481425467473378e-16,-0.8032422123331213,H > N,0.9230769230769231,H < O,0.6136363636363636
LB_Gyr_Z__spec_power,210758.2293211109,295639.31644778984,243315.065615876,73,148860.24222499778,212673.31223162598,217878.69315584036,44,472121.92338910635,621835.4567726065,557295.708391017,143,∨ valley-ortho,78.90970489668041,7.327828513475363e-18,0.06373455493856117,-0.20547945205479445,7.923705607700529e-11,0.5413353769518153,1.9772064384833156e-14,0.7638270820089001,H < N,0.8881118881118881,H > O,0.6818181818181818
RF_FreeAcc_Y__rms,3.290158145597141,3.334320876282369,0.7574249483807454,73,2.4240497180917755,2.5581822534426317,0.7352287394713957,44,2.1340038262126404,2.2080068711311256,0.7202172382464455,143,↓ H>O>N,78.24096913405992,1.0237394121084134e-17,1.024464976793584e-06,-0.5410958904109588,5.72387632930536e-18,-0.7191301848836096,0.005400038527360729,-0.2778130959949141,H > N,0.9230769230769231,H > O,0.8181818181818182
LB_FreeAcc_Z__spec_centroid_hz,2.894829333689028,2.931793718513231,0.8008054256137743,73,2.62500429019718,2.6256357049273125,0.6862402714665945,44,2.019863572118535,2.029306715054697,0.47820315805947144,143,↓ H>O>N,76.91403877725406,1.9875986315889845e-17,0.061357195749336436,-0.2073474470734744,3.709376175182502e-16,-0.6783216783216783,1.210032173536407e-07,-0.5282898919262555,H > N,0.958041958041958,H > O,0.6590909090909091
LB_Acc_Z__spec_centroid_hz,2.8948293336890227,2.931793718513231,0.8008054256137745,73,2.625004290197181,2.6256357049273116,0.6862402714665947,44,2.0198635721185334,2.0293067150546964,0.47820315805947117,143,↓ H>O>N,76.91403877725406,1.9875986315889845e-17,0.061357195749336436,-0.2073474470734744,3.709376175182502e-16,-0.6783216783216783,1.210032173536407e-07,-0.5282898919262555,H > N,0.958041958041958,H > O,0.6590909090909091
LF_FreeAcc_Z__std,4.785523690289201,4.702328718364461,1.118464076585439,73,3.356167914947332,3.5254267873716327,1.0493444435075199,44,2.9782429125332626,3.093703900036691,1.047382987202082,143,↓ H>O>N,76.19505944136404,2.8474300772998675e-17,1.5459967551338776e-07,-0.5809464508094646,3.111611110462382e-17,-0.7028451001053742,0.00956850731633652,-0.25874125874125875,H > N,0.9230769230769231,H > O,0.8409090909090909
LF_Acc_Z__std,4.785523690289206,4.702328718364461,1.1184640765854386,73,3.3561679149473305,3.525426787371633,1.0493444435075194,44,2.9782429125332635,3.0937039000366915,1.047382987202082,143,↓ H>O>N,76.19505944136404,2.8474300772998675e-17,1.5459967551338776e-07,-0.5809464508094646,3.111611110462382e-17,-0.7028451001053742,0.00956850731633652,-0.25874125874125875,H > N,0.9230769230769231,H > O,0.8409090909090909
LF_FreeAcc_Z__rms,4.786217748836654,4.727474100114607,1.1181989338937246,73,3.36721475721514,3.5375102276999937,1.0478091375176801,44,3.0216078836333455,3.1239291774403872,1.0395697483558934,143,↓ H>O>N,76.01175260189098,3.1207403956078804e-17,1.209793175322093e-07,-0.5859277708592776,3.5016155526754e-17,-0.7016955647092633,0.011183931907157137,-0.25333757151938974,H > N,0.9230769230769231,H > O,0.8409090909090909
RF_FreeAcc_Z__dom_freq_hz,1.655691084562255,2.1287866524627725,1.152022854552702,73,1.6762126738995995,1.7704547528743788,0.789137194986461,44,0.9634884990328254,1.0902834445661984,0.43608805678930185,143,∧ peak-ortho,72.91483159416566,1.4680657100748206e-16,0.2147127274963324,-0.13760896637608977,9.564956541004548e-15,-0.6447935626017818,2.5145732383070246e-08,-0.5562619198982834,H > N,0.916083916083916,H > O,0.4772727272727273
RF_Acc_Z__dom_freq_hz,1.655691084562255,2.1287866524627725,1.152022854552702,73,1.6762126738995995,1.7704547528743788,0.789137194986461,44,0.9634884990328254,1.0902834445661984,0.43608805678930185,143,∧ peak-ortho,72.91483159416566,1.4680657100748206e-16,0.2147127274963324,-0.13760896637608977,9.564956541004548e-15,-0.6447935626017818,2.5145732383070246e-08,-0.5562619198982834,H > N,0.916083916083916,H > O,0.4772727272727273
LF_Gyr_X__spec_power,2725955.887938442,2834162.860830673,1077168.4908662937,73,2199025.3853848525,2893624.702287807,1774884.2662938489,44,4132881.401613991,5175418.4494112525,3131384.34814817,143,∨ valley-ortho,69.00668970395907,1.0360667196095561e-15,0.2274515409803891,-0.13387297633872985,1.3070995265122343e-12,0.590573809751892,1.0970565254774235e-09,0.6083916083916083,H < N,0.8041958041958042,H < O,0.38636363636363635
RF_FreeAcc_X__mean,2.879501151718392,2.9075166775802006,0.7826924267692167,73,1.4980408739503006,1.6531592358809293,0.5947525958006941,44,1.9742300548336835,1.9326377775777976,0.9865323986100412,143,∨ valley-ortho,65.63529195632691,5.590844878194879e-15,1.0306670778105705e-12,-0.7889165628891657,1.3598369960844927e-11,-0.5629849602452341,0.011183931907157137,0.25333757151938974,H > N,0.8321678321678322,H > O,1.0
LB_FreeAcc_X__rms,1.7291792024093522,1.7086059201662305,0.4824544938484051,73,1.1553450521758801,1.195569869901925,0.40430553235545297,44,1.041539795053521,1.1419679346111278,0.41271374619774176,143,↓ H>O>N,64.99666766865641,7.694013512617644e-15,2.842953892681479e-08,-0.6145703611457036,7.418688408669992e-15,-0.6474758118593735,0.2725310414299791,-0.10966306420851879,H > N,0.916083916083916,H > O,0.9090909090909091
LB_Acc_X__std,1.7290782372493805,1.7017797459243975,0.4824172735253798,73,1.1539076657779748,1.187909136446422,0.40943351896273933,44,1.0399397699475779,1.132064988965648,0.41737713547471306,143,↓ H>O>N,64.81057096979293,8.444293687664834e-15,3.0318173315929405e-08,-0.6133250311332503,7.978159152085229e-15,-0.646709454928633,0.2767287612423772,-0.10870947234583594,H > N,0.916083916083916,H > O,0.9090909090909091
LB_FreeAcc_X__std,1.7290782372493811,1.7017797459243973,0.48241727352538005,73,1.1539076657779748,1.187909136446422,0.4094335189627392,44,1.0399397699475779,1.132064988965648,0.41737713547471317,143,↓ H>O>N,64.81057096979293,8.444293687664834e-15,3.0318173315929405e-08,-0.6133250311332503,7.978159152085229e-15,-0.646709454928633,0.2767287612423772,-0.10870947234583594,H > N,0.916083916083916,H > O,0.9090909090909091
RF_Gyr_Y__spec_power,23449287.00021281,23510786.992796913,6513612.755690866,73,20714522.268914886,22082310.330620322,8371647.4183557555,44,30578120.140242707,35489747.10367032,22234616.424322456,143,∨ valley-ortho,64.49551323342052,9.885013063805597e-15,0.05830206130609358,-0.20983810709838102,5.0726287472275137e-11,0.5468914646996839,7.062594942190732e-10,0.6153846153846154,H < N,0.8461538461538461,H > O,0.6818181818181818
